destination,status,verification_status,kb_alignment_status,verdict,final_value,unit,resolver,contributor_count,issues,level_contributors,unresolved_contributors,semantic_mismatches,ep_compare_status,ep_compare_delta,ep_compare_value,ep_compare_value_type,ep_reference_value,ep_reference_value_type,compare_context,formula_contract,contributor_consumption
state::tower.enemy_health_level_skip_pct,resolved,publishable,not_ep_compared,pass,53.352,,,7,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
support_surface::free_upgrade_multiplier,resolved,publishable,not_ep_compared,pass,1.18,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::labs.dissonant_echo.attack.level,resolved,publishable,not_ep_compared,pass,2.0,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::labs.dissonant_echo.defense.level,resolved,publishable,not_ep_compared,pass,1.0,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::labs.dissonant_echo.utility.level,resolved,publishable,not_ep_compared,pass,3.0,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::labs.dissonant_echo.ultimate_weapons.level,resolved,publishable,not_ep_compared,pass,2.0,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::dissonance.attack.pb,resolved,publishable,not_ep_compared,pass,5000.0,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::dissonance.defense.pb,resolved,publishable,not_ep_compared,pass,829.0,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::dissonance.utility.pb,resolved,publishable,not_ep_compared,pass,4741.0,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::dissonance.ultimate_weapons.pb,resolved,publishable,not_ep_compared,pass,5000.0,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::dissonance.attack.active_boost_multiplier,resolved,publishable,not_ep_compared,pass,5.0,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::dissonance.defense.active_boost_multiplier,resolved,publishable,not_ep_compared,pass,1.172318899430535,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::dissonance.utility.active_boost_multiplier,resolved,publishable,not_ep_compared,pass,2.8222372067202075,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::dissonance.ultimate_weapons.active_boost_multiplier,resolved,publishable,not_ep_compared,pass,5.0,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::dissonance.attack.echo_source_bonus,resolved,publishable,not_ep_compared,pass,62.12695299471618,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::dissonance.defense.echo_source_bonus,resolved,publishable,not_ep_compared,pass,12.412549131351577,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::dissonance.utility.echo_source_bonus,resolved,publishable,not_ep_compared,pass,27.000087686921965,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::dissonance.ultimate_weapons.echo_source_bonus,resolved,publishable,not_ep_compared,pass,53.74309458543302,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::bot.bot_bot.maximum_power_multiplier,gated_off,not_applicable,not_ep_compared,pass,,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::bot.plus.wildfire.unlocked,mapped_not_resolved,not_applicable,not_ep_compared,pass,,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'v28_optional_unlock_flag', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'helper_or_non_ep_surface', 'rationale': 'v28 Bot+ Wildfire unlock flag is input-state truth. Missing _IDS state means the optional ability is not currently publishable as an owned unlocked flag; derived Bot+ counts default absent flags to false.'}",
state::bot.plus.titan_shock.unlocked,mapped_not_resolved,not_applicable,not_ep_compared,pass,,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'v28_optional_unlock_flag', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'helper_or_non_ep_surface', 'rationale': 'v28 Bot+ Titan Shock unlock flag is input-state truth. Missing _IDS state means the optional ability is not currently publishable as an owned unlocked flag; derived Bot+ counts default absent flags to false.'}",
state::bot.plus.bonus_cell.unlocked,mapped_not_resolved,not_applicable,not_ep_compared,pass,,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'v28_optional_unlock_flag', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'helper_or_non_ep_surface', 'rationale': 'v28 Bot+ Bonus Cells unlock flag is input-state truth. Missing _IDS state means the optional ability is not currently publishable as an owned unlocked flag; derived Bot+ counts default absent flags to false.'}",
state::bot.plus.echoing_shot.unlocked,mapped_not_resolved,not_applicable,not_ep_compared,pass,,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'v28_optional_unlock_flag', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'helper_or_non_ep_surface', 'rationale': 'v28 Bot+ Echoing Shot unlock flag is input-state truth. Missing _IDS state means the optional ability is not currently publishable as an owned unlocked flag; derived Bot+ counts default absent flags to false.'}",
state::bot.plus.maximum_power.unlocked,mapped_not_resolved,not_applicable,not_ep_compared,pass,,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'v28_optional_unlock_flag', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'helper_or_non_ep_surface', 'rationale': 'v28 Bot+ Maximum Power unlock flag is input-state truth. Missing _IDS state means the optional ability is not currently publishable as an owned unlocked flag; derived Bot+ counts default absent flags to false.'}",
state::cards.berserker.assumed_bonus_multiplier,gated_off,not_applicable,not_ep_compared,pass,,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::cards.ultimate_crit.chance_pct,gated_off,not_applicable,not_ep_compared,pass,,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::uw.black_hole.base_duration_seconds,resolved,publishable,not_ep_compared,pass,48.0,,,3,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::uw.black_hole.base_cooldown_seconds,resolved,publishable,not_ep_compared,pass,46.0,,,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::uw.chrono_field.duration_seconds,resolved,publishable,not_ep_compared,pass,55.0,,,3,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::uw.chrono_field.cooldown_seconds,resolved,publishable,not_ep_compared,pass,60.0,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::uw.chrono_field.damage_reduction_pct,resolved,publishable,not_ep_compared,pass,20.0,,,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::uw.chrono_field.slow_pct,resolved,publishable,not_ep_compared,pass,72.25,,,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::uw.golden_tower.base_duration_seconds,resolved,publishable,not_ep_compared,pass,42.0,,,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
state::uw.golden_tower.base_cooldown_seconds,resolved,publishable,not_ep_compared,pass,180.0,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
support_surface::ehp.health_relic_pct,resolved,publishable,not_ep_compared,pass,0.5299999999999999,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
support_surface::ehp.dabs_relic_pct,resolved,publishable,not_ep_compared,pass,0.30000000000000004,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
support_surface::ehp.def_pct_relic_pct,resolved,publishable,not_ep_compared,pass,0.04,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
support_surface::eecon.adstarter_theme_relic_factor,resolved,publishable,not_ep_compared,pass,1.48,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
support_surface::eecon.freeup_attack_relic_pct,resolved,publishable,not_ep_compared,pass,0.060000000000000005,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
support_surface::eecon.freeup_defense_relic_pct,resolved,publishable,not_ep_compared,pass,0.05,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
support_surface::eecon.freeup_utility_relic_pct,resolved,publishable,not_ep_compared,pass,0.06,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
support_surface::ehp.black_hole_duration_seconds,resolved,publishable,not_ep_compared,pass,32.0,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
support_surface::ehp.black_hole_cooldown_seconds,resolved,publishable,not_ep_compared,pass,50.0,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
support_surface::timing.wave_duration_seconds_effective,resolved,publishable,not_ep_compared,pass,16.099999999999998,,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::module.draw_policy.common_rate_pct,resolved,publishable,not_ep_compared,pass,68.5,pct,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::module.draw_policy.rare_rate_pct,resolved,publishable,not_ep_compared,pass,29.0,pct,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::module.draw_policy.epic_rate_pct,resolved,publishable,not_ep_compared,pass,2.5,pct,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::module.draw_policy.epic_pity_draws,resolved,publishable,not_ep_compared,pass,150.0,draws,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::module.draw_policy.ten_pull_minimum_rare,resolved,publishable,not_ep_compared,pass,1.0,rare_per_ten_pull,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::module.draw_policy.gem_cost_per_draw,resolved,publishable,not_ep_compared,pass,20.0,gems,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::module.draw_policy.epic_draw_immediate_shard_value,resolved,publishable,not_ep_compared,pass,0.0,shards,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::module.draw_policy.ten_pull_ev_multiplier,resolved,publishable,not_ep_compared,pass,1.0,multiplier,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
support_surface::scenario.target_farming_wave,resolved,publishable,not_ep_compared,pass,10006.0,waves,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
support_surface::scenario.waves_per_run_effective,resolved,publishable,not_ep_compared,pass,12007.14,waves_per_run,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
support_surface::scenario.runs_per_day_effective,resolved,publishable,not_ep_compared,pass,0.5251507480604806,runs_per_day,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
support_surface::scenario.waves_per_day_effective,resolved,publishable,not_ep_compared,pass,6305.558553066919,waves_per_day,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
support_surface::scenario.bosses_per_day_effective,resolved,publishable,not_ep_compared,pass,630.5558553066919,bosses_per_day,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::dissonance.attack.echo_multiplier,resolved,publishable,not_ep_compared,pass,0.015,,query_derived_composites,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::dissonance.attack.echo_bonus_multiplier,resolved,publishable,not_ep_compared,pass,0.8719042949207426,,query_derived_composites,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::dissonance.attack.total_multiplier,resolved,publishable,not_ep_compared,pass,5.871904294920743,,query_derived_composites,3,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::dissonance.defense.echo_multiplier,resolved,publishable,not_ep_compared,pass,0.01,,query_derived_composites,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::dissonance.defense.echo_bonus_multiplier,resolved,publishable,not_ep_compared,pass,0.12240230231921043,,query_derived_composites,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::dissonance.defense.total_multiplier,resolved,publishable,not_ep_compared,pass,1.2947212017497454,,query_derived_composites,3,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::dissonance.utility.echo_multiplier,resolved,publishable,not_ep_compared,pass,0.02,,query_derived_composites,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::dissonance.utility.echo_bonus_multiplier,resolved,publishable,not_ep_compared,pass,0.5035570096040352,,query_derived_composites,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::dissonance.utility.total_multiplier,resolved,publishable,not_ep_compared,pass,3.3257942163242427,,query_derived_composites,3,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::dissonance.ultimate_weapons.echo_multiplier,resolved,publishable,not_ep_compared,pass,0.015,,query_derived_composites,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::dissonance.ultimate_weapons.echo_bonus_multiplier,resolved,publishable,not_ep_compared,pass,0.7461464187814952,,query_derived_composites,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::dissonance.ultimate_weapons.total_multiplier,resolved,publishable,not_ep_compared,pass,5.746146418781495,,query_derived_composites,3,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::bot.plus.unlocked_count,resolved,publishable,not_ep_compared,pass,0.0,,query_derived_composites,5,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::bot.plus.all_unlocked,resolved,publishable,not_ep_compared,pass,0.0,,query_derived_composites,5,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::bot.synchronicity.base_slots_unlocked,resolved,publishable,not_ep_compared,pass,0.0,,query_derived_composites,5,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.health_lab_factor,resolved,publishable,not_ep_compared,pass,1.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.health_card_factor,resolved,publishable,not_ep_compared,pass,1.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.health_wse_factor,resolved,publishable,not_ep_compared,pass,1.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.health_perk_factor,resolved,publishable,not_ep_compared,pass,1.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.health_cto_factor,resolved,publishable,not_ep_compared,pass,1.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.health_rto_factor,resolved,publishable,not_ep_compared,pass,1.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.health_relic_factor,resolved,publishable,not_ep_compared,pass,1.5299999999999998,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.health_vault_factor,resolved,publishable,not_ep_compared,pass,1.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.health_dwhp_factor,resolved,publishable,not_ep_compared,pass,12.5,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.defense_dissonance_factor,resolved,publishable,not_ep_compared,pass,1.2947212017497454,,query_derived_composites,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.health_factor,resolved,publishable,not_ep_compared,pass,8326386476881.524,,query_derived_composites,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.armor_primary_factor,resolved,publishable,not_ep_compared,pass,1.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.armor_assist_factor,resolved,publishable,not_ep_compared,pass,1.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.armor_factor,resolved,publishable,not_ep_compared,pass,1.0,,query_derived_composites,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.wall_health_lab_term,resolved,publishable,not_ep_compared,pass,0.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.wall_health_substat_term,resolved,publishable,not_ep_compared,pass,0.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.wall_health_wse_factor,resolved,publishable,not_ep_compared,pass,1.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.wall_health_module_factor,resolved,publishable,not_ep_compared,pass,1.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.wall_health_fort_factor,resolved,publishable,not_ep_compared,pass,10.6,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::wall.hp_pre_fort,resolved,publishable,not_ep_compared,pass,112517241242858.03,,query_derived_composites,4,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::wall.hp_final,resolved,publishable,not_ep_compared,pass,1192682757174295.0,,query_derived_composites,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::wall.regen_hp_per_second,resolved,publishable,not_ep_compared,pass,308729439407205.25,,query_derived_composites,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.wall_factor,resolved,publishable,not_ep_compared,pass,191600640.00000003,,query_derived_composites,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.max_recovery_lab_term,resolved,publishable,not_ep_compared,pass,0.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.max_recovery_substat_term,resolved,publishable,not_ep_compared,pass,0.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.max_recovery_wse_factor,resolved,publishable,not_ep_compared,pass,1.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.max_recovery_vault_factor,resolved,publishable,not_ep_compared,pass,1.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.recovery_package_factor,resolved,publishable,not_ep_compared,pass,16.5,,query_derived_composites,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.wall_or_recovery_factor,resolved,publishable,not_ep_compared,pass,191600656.50000003,,query_derived_composites,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.wall_pkg_factor,resolved,publishable,not_ep_compared,pass,191600656.50000003,,query_derived_composites,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.base_pool,resolved,publishable,not_ep_compared,pass,1.5953411152432223e+21,,query_derived_composites,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.dabs_lab_factor,resolved,publishable,not_ep_compared,pass,1.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.dabs_card_factor,resolved,publishable,not_ep_compared,pass,1.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.dabs_substat_factor,resolved,publishable,not_ep_compared,pass,1.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.dabs_wse_factor,resolved,publishable,not_ep_compared,pass,1.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow_if_resolved', 'compare_policy': 'normal', 'rationale': ''}",
