card_id,canonical_name,rarity,description,base_level,raw_value,unit,source_surface,source_url,verification_status
PLASMA_CANNON,Plasma Cannon,rare,Fire one big plasma shot at a boss dropping its health by #%,2,34.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-rare.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
PLASMA_CANNON,Plasma Cannon,rare,Fire one big plasma shot at a boss dropping its health by #%,3,38.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-rare.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
PLASMA_CANNON,Plasma Cannon,rare,Fire one big plasma shot at a boss dropping its health by #%,4,42.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-rare.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
PLASMA_CANNON,Plasma Cannon,rare,Fire one big plasma shot at a boss dropping its health by #%,5,46.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-rare.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
PLASMA_CANNON,Plasma Cannon,rare,Fire one big plasma shot at a boss dropping its health by #%,6,50.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-rare.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
PLASMA_CANNON,Plasma Cannon,rare,Fire one big plasma shot at a boss dropping its health by #%,7,54.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-rare.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
CRITICAL_COIN,Critical Coin,rare,If a basic enemy dies from a critical shot it has a chance to drop coins of #%,1,15.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-rare.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
CRITICAL_COIN,Critical Coin,rare,If a basic enemy dies from a critical shot it has a chance to drop coins of #%,2,18.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-rare.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
CRITICAL_COIN,Critical Coin,rare,If a basic enemy dies from a critical shot it has a chance to drop coins of #%,3,21.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-rare.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
CRITICAL_COIN,Critical Coin,rare,If a basic enemy dies from a critical shot it has a chance to drop coins of #%,4,24.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-rare.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
CRITICAL_COIN,Critical Coin,rare,If a basic enemy dies from a critical shot it has a chance to drop coins of #%,5,27.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-rare.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
CRITICAL_COIN,Critical Coin,rare,If a basic enemy dies from a critical shot it has a chance to drop coins of #%,6,30.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-rare.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
CRITICAL_COIN,Critical Coin,rare,If a basic enemy dies from a critical shot it has a chance to drop coins of #%,7,33.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-rare.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
WAVE_SKIP,Wave Skip,rare,Chance to skip a wave and earning coins and cash equal to the previous wave x1.10 of #%,1,9.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-rare.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
WAVE_SKIP,Wave Skip,rare,Chance to skip a wave and earning coins and cash equal to the previous wave x1.10 of #%,2,10.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-rare.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
WAVE_SKIP,Wave Skip,rare,Chance to skip a wave and earning coins and cash equal to the previous wave x1.10 of #%,3,11.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-rare.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
WAVE_SKIP,Wave Skip,rare,Chance to skip a wave and earning coins and cash equal to the previous wave x1.10 of #%,4,13.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-rare.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
WAVE_SKIP,Wave Skip,rare,Chance to skip a wave and earning coins and cash equal to the previous wave x1.10 of #%,5,15.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-rare.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
WAVE_SKIP,Wave Skip,rare,Chance to skip a wave and earning coins and cash equal to the previous wave x1.10 of #%,6,17.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-rare.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
WAVE_SKIP,Wave Skip,rare,Chance to skip a wave and earning coins and cash equal to the previous wave x1.10 of #%,7,19.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-rare.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
INTRO_SPRINT,Intro Sprint,rare,"Waves Increases by 10 each time, for the first [x] waves or up to your highest wave. A Boss spawns every waves and no coins are earned during Intro Sprint.",1,20.0,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-rare.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
INTRO_SPRINT,Intro Sprint,rare,"Waves Increases by 10 each time, for the first [x] waves or up to your highest wave. A Boss spawns every waves and no coins are earned during Intro Sprint.",2,30.0,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-rare.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
INTRO_SPRINT,Intro Sprint,rare,"Waves Increases by 10 each time, for the first [x] waves or up to your highest wave. A Boss spawns every waves and no coins are earned during Intro Sprint.",3,40.0,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-rare.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
INTRO_SPRINT,Intro Sprint,rare,"Waves Increases by 10 each time, for the first [x] waves or up to your highest wave. A Boss spawns every waves and no coins are earned during Intro Sprint.",4,50.0,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-rare.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
INTRO_SPRINT,Intro Sprint,rare,"Waves Increases by 10 each time, for the first [x] waves or up to your highest wave. A Boss spawns every waves and no coins are earned during Intro Sprint.",5,60.0,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-rare.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
INTRO_SPRINT,Intro Sprint,rare,"Waves Increases by 10 each time, for the first [x] waves or up to your highest wave. A Boss spawns every waves and no coins are earned during Intro Sprint.",6,80.0,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-rare.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
INTRO_SPRINT,Intro Sprint,rare,"Waves Increases by 10 each time, for the first [x] waves or up to your highest wave. A Boss spawns every waves and no coins are earned during Intro Sprint.",7,100.0,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-rare.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
LAND_MINE_STUN,Land Mine Stun,rare,Land mines have a 40% chance to stun enemies for [x] sec (except bosses),1,1.4,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-rare.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
LAND_MINE_STUN,Land Mine Stun,rare,Land mines have a 40% chance to stun enemies for [x] sec (except bosses),2,1.8,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-rare.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
LAND_MINE_STUN,Land Mine Stun,rare,Land mines have a 40% chance to stun enemies for [x] sec (except bosses),3,2.2,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-rare.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
LAND_MINE_STUN,Land Mine Stun,rare,Land mines have a 40% chance to stun enemies for [x] sec (except bosses),4,2.6,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-rare.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
LAND_MINE_STUN,Land Mine Stun,rare,Land mines have a 40% chance to stun enemies for [x] sec (except bosses),5,3.0,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-rare.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
LAND_MINE_STUN,Land Mine Stun,rare,Land mines have a 40% chance to stun enemies for [x] sec (except bosses),6,3.4,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-rare.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
LAND_MINE_STUN,Land Mine Stun,rare,Land mines have a 40% chance to stun enemies for [x] sec (except bosses),7,3.8,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-rare.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
DEATH_RAY,Death Ray,epic,"A powerful ray that destroys enemies on contact (except bosses), with a duration of # sec",1,2.3,seconds,kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
DEATH_RAY,Death Ray,epic,"A powerful ray that destroys enemies on contact (except bosses), with a duration of # sec",2,2.7,seconds,kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
DEATH_RAY,Death Ray,epic,"A powerful ray that destroys enemies on contact (except bosses), with a duration of # sec",3,3.1,seconds,kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
DEATH_RAY,Death Ray,epic,"A powerful ray that destroys enemies on contact (except bosses), with a duration of # sec",4,3.5,seconds,kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
DEATH_RAY,Death Ray,epic,"A powerful ray that destroys enemies on contact (except bosses), with a duration of # sec",5,3.9,seconds,kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
DEATH_RAY,Death Ray,epic,"A powerful ray that destroys enemies on contact (except bosses), with a duration of # sec",6,4.4,seconds,kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
DEATH_RAY,Death Ray,epic,"A powerful ray that destroys enemies on contact (except bosses), with a duration of # sec",7,4.9,seconds,kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
ENERGY_NET,Energy Net,epic,Fire a special net at a boss immobilizing it for # sec,1,2.5,seconds,kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
ENERGY_NET,Energy Net,epic,Fire a special net at a boss immobilizing it for # sec,2,2.8,seconds,kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
ENERGY_NET,Energy Net,epic,Fire a special net at a boss immobilizing it for # sec,3,3.1,seconds,kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
ENERGY_NET,Energy Net,epic,Fire a special net at a boss immobilizing it for # sec,4,3.4,seconds,kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
ENERGY_NET,Energy Net,epic,Fire a special net at a boss immobilizing it for # sec,5,3.7,seconds,kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
ENERGY_NET,Energy Net,epic,Fire a special net at a boss immobilizing it for # sec,6,4.0,seconds,kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
ENERGY_NET,Energy Net,epic,Fire a special net at a boss immobilizing it for # sec,7,4.3,seconds,kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
SUPER_TOWER,Super Tower,epic,"The tower becomes super for 15 seconds, tower damage increased by x # (30 sec cooldown)",1,2.5,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
SUPER_TOWER,Super Tower,epic,"The tower becomes super for 15 seconds, tower damage increased by x # (30 sec cooldown)",2,2.9,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
SUPER_TOWER,Super Tower,epic,"The tower becomes super for 15 seconds, tower damage increased by x # (30 sec cooldown)",3,3.3,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
SUPER_TOWER,Super Tower,epic,"The tower becomes super for 15 seconds, tower damage increased by x # (30 sec cooldown)",4,3.7,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
SUPER_TOWER,Super Tower,epic,"The tower becomes super for 15 seconds, tower damage increased by x # (30 sec cooldown)",5,4.1,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
SUPER_TOWER,Super Tower,epic,"The tower becomes super for 15 seconds, tower damage increased by x # (30 sec cooldown)",6,4.5,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
SUPER_TOWER,Super Tower,epic,"The tower becomes super for 15 seconds, tower damage increased by x # (30 sec cooldown)",7,5.0,raw_number,kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
SECOND_WIND,Second Wind,epic,Revive the tower with half health once per round and creates an invincible shield for [x] sec,1,10.0,seconds,kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
SECOND_WIND,Second Wind,epic,Revive the tower with half health once per round and creates an invincible shield for [x] sec,2,15.0,seconds,kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
SECOND_WIND,Second Wind,epic,Revive the tower with half health once per round and creates an invincible shield for [x] sec,3,20.0,seconds,kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
SECOND_WIND,Second Wind,epic,Revive the tower with half health once per round and creates an invincible shield for [x] sec,4,25.0,seconds,kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
SECOND_WIND,Second Wind,epic,Revive the tower with half health once per round and creates an invincible shield for [x] sec,5,30.0,seconds,kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
SECOND_WIND,Second Wind,epic,Revive the tower with half health once per round and creates an invincible shield for [x] sec,6,35.0,seconds,kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
SECOND_WIND,Second Wind,epic,Revive the tower with half health once per round and creates an invincible shield for [x] sec,7,40.0,seconds,kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
DEMON_MODE,Demon Mode,epic,"Once per round, activate Demon mode, increasing the damage by x3 and becoming invincible for [x] sec",1,180.0,seconds,kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
DEMON_MODE,Demon Mode,epic,"Once per round, activate Demon mode, increasing the damage by x3 and becoming invincible for [x] sec",2,200.0,seconds,kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
DEMON_MODE,Demon Mode,epic,"Once per round, activate Demon mode, increasing the damage by x3 and becoming invincible for [x] sec",3,220.0,seconds,kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
DEMON_MODE,Demon Mode,epic,"Once per round, activate Demon mode, increasing the damage by x3 and becoming invincible for [x] sec",4,240.0,seconds,kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
DEMON_MODE,Demon Mode,epic,"Once per round, activate Demon mode, increasing the damage by x3 and becoming invincible for [x] sec",5,260.0,seconds,kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
DEMON_MODE,Demon Mode,epic,"Once per round, activate Demon mode, increasing the damage by x3 and becoming invincible for [x] sec",6,280.0,seconds,kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
DEMON_MODE,Demon Mode,epic,"Once per round, activate Demon mode, increasing the damage by x3 and becoming invincible for [x] sec",7,300.0,seconds,kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
ENERGY_SHIELD,Energy Shield,epic,"Shield that ignores a single attack, replenishes after [x] min",1,20.0,minutes,kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
ENERGY_SHIELD,Energy Shield,epic,"Shield that ignores a single attack, replenishes after [x] min",2,18.0,minutes,kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
ENERGY_SHIELD,Energy Shield,epic,"Shield that ignores a single attack, replenishes after [x] min",3,16.0,minutes,kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
ENERGY_SHIELD,Energy Shield,epic,"Shield that ignores a single attack, replenishes after [x] min",4,14.0,minutes,kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
ENERGY_SHIELD,Energy Shield,epic,"Shield that ignores a single attack, replenishes after [x] min",5,12.0,minutes,kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
ENERGY_SHIELD,Energy Shield,epic,"Shield that ignores a single attack, replenishes after [x] min",6,10.0,minutes,kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
ENERGY_SHIELD,Energy Shield,epic,"Shield that ignores a single attack, replenishes after [x] min",7,8.0,minutes,kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
WAVE_ACCELERATOR,Wave Accelerator,epic,Reduce the cooldown between waves by [x],1,30.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
WAVE_ACCELERATOR,Wave Accelerator,epic,Reduce the cooldown between waves by [x],2,34.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
WAVE_ACCELERATOR,Wave Accelerator,epic,Reduce the cooldown between waves by [x],3,38.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
WAVE_ACCELERATOR,Wave Accelerator,epic,Reduce the cooldown between waves by [x],4,42.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
WAVE_ACCELERATOR,Wave Accelerator,epic,Reduce the cooldown between waves by [x],5,46.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
WAVE_ACCELERATOR,Wave Accelerator,epic,Reduce the cooldown between waves by [x],6,50.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
WAVE_ACCELERATOR,Wave Accelerator,epic,Reduce the cooldown between waves by [x],7,54.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
BERSERKER,Berserker,epic,Increase damage by [x] of total damage absorbed this round (max of x8 tower damage),1,0.8,percent,kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
BERSERKER,Berserker,epic,Increase damage by [x] of total damage absorbed this round (max of x8 tower damage),2,0.9,percent,kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
BERSERKER,Berserker,epic,Increase damage by [x] of total damage absorbed this round (max of x8 tower damage),3,1.0,percent,kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
BERSERKER,Berserker,epic,Increase damage by [x] of total damage absorbed this round (max of x8 tower damage),4,1.1,percent,kb/cards/sources/raw/repo-cache/wiki/cards-epic.csv,https://the-tower-idle-tower-defense.fandom.com/wiki/Cards,bundled_wiki_cache_row_verified_and_live_wiki_spot_checked_2026-03-14
