rarity,level,slot,total_multiplier
Rare+,230,core,28.23
Rare+,231,cannon,22.19
Rare+,231,armor,22.19
Rare+,231,generator,2.355
Rare+,231,core,28.48
Rare+,232,cannon,22.39
Rare+,232,armor,22.39
Rare+,232,generator,2.365
Rare+,232,core,28.73
Rare+,233,cannon,22.59
Rare+,233,armor,22.59
Rare+,233,generator,2.375
Rare+,233,core,28.98
Rare+,234,cannon,22.79
Rare+,234,armor,22.79
Rare+,234,generator,2.385
Rare+,234,core,29.23
Rare+,235,cannon,22.99
Rare+,235,armor,22.99
Rare+,235,generator,2.395
Rare+,235,core,29.48
Rare+,236,cannon,23.19
Rare+,236,armor,23.19
Rare+,236,generator,2.405
Rare+,236,core,29.73
Rare+,237,cannon,23.39
Rare+,237,armor,23.39
Rare+,237,generator,2.415
Rare+,237,core,29.98
Rare+,238,cannon,23.59
Rare+,238,armor,23.59
Rare+,238,generator,2.425
Rare+,238,core,30.23
Rare+,239,cannon,23.79
Rare+,239,armor,23.79
Rare+,239,generator,2.435
Rare+,239,core,30.48
Rare+,240,cannon,23.99
Rare+,240,armor,23.99
Rare+,240,generator,2.445
Rare+,240,core,30.73
Rare+,241,cannon,24.19
Rare+,241,armor,24.19
Rare+,241,generator,2.455
Rare+,241,core,30.98
Rare+,242,cannon,24.39
Rare+,242,armor,24.39
Rare+,242,generator,2.465
Rare+,242,core,31.23
Rare+,243,cannon,24.59
Rare+,243,armor,24.59
Rare+,243,generator,2.475
Rare+,243,core,31.48
Rare+,244,cannon,24.79
Rare+,244,armor,24.79
Rare+,244,generator,2.485
Rare+,244,core,31.73
Rare+,245,cannon,24.99
Rare+,245,armor,24.99
Rare+,245,generator,2.495
Rare+,245,core,31.98
Rare+,246,cannon,25.19
Rare+,246,armor,25.19
Rare+,246,generator,2.505
Rare+,246,core,32.23
Rare+,247,cannon,25.39
Rare+,247,armor,25.39
Rare+,247,generator,2.515
Rare+,247,core,32.48
Rare+,248,cannon,25.59
Rare+,248,armor,25.59
Rare+,248,generator,2.525
Rare+,248,core,32.73
Rare+,249,cannon,25.79
Rare+,249,armor,25.79
Rare+,249,generator,2.535
Rare+,249,core,32.98
Rare+,250,cannon,25.99
Rare+,250,armor,25.99
Rare+,250,generator,2.545
Rare+,250,core,33.23
Rare+,251,cannon,26.19
Rare+,251,armor,26.19
Rare+,251,generator,2.555
Rare+,251,core,33.48
Rare+,252,cannon,26.39
Rare+,252,armor,26.39
Rare+,252,generator,2.565
Rare+,252,core,33.73
Rare+,253,cannon,26.59
Rare+,253,armor,26.59
Rare+,253,generator,2.575
Rare+,253,core,33.98
Rare+,254,cannon,26.79
Rare+,254,armor,26.79
Rare+,254,generator,2.585
Rare+,254,core,34.23
Rare+,255,cannon,26.99
Rare+,255,armor,26.99
Rare+,255,generator,2.595
Rare+,255,core,34.48
Rare+,256,cannon,27.19
Rare+,256,armor,27.19
Rare+,256,generator,2.605
Rare+,256,core,34.73
Rare+,257,cannon,27.39
Rare+,257,armor,27.39
Rare+,257,generator,2.615
Rare+,257,core,34.98
Rare+,258,cannon,27.59
Rare+,258,armor,27.59
Rare+,258,generator,2.625
Rare+,258,core,35.23
Rare+,259,cannon,27.79
Rare+,259,armor,27.79
Rare+,259,generator,2.635
Rare+,259,core,35.48
Rare+,260,cannon,27.99
Rare+,260,armor,27.99
Rare+,260,generator,2.645
Rare+,260,core,35.73
Rare+,261,cannon,28.19
Rare+,261,armor,28.19
Rare+,261,generator,2.655
Rare+,261,core,35.98
Rare+,262,cannon,28.39
Rare+,262,armor,28.39
Rare+,262,generator,2.665
Rare+,262,core,36.23
Rare+,263,cannon,28.59
Rare+,263,armor,28.59
Rare+,263,generator,2.675
Rare+,263,core,36.48
Rare+,264,cannon,28.79
Rare+,264,armor,28.79
Rare+,264,generator,2.685
Rare+,264,core,36.73
Rare+,265,cannon,28.99
Rare+,265,armor,28.99
Rare+,265,generator,2.695
Rare+,265,core,36.98
Rare+,266,cannon,29.19
Rare+,266,armor,29.19
Rare+,266,generator,2.705
Rare+,266,core,37.23
Rare+,267,cannon,29.39
Rare+,267,armor,29.39
Rare+,267,generator,2.715
Rare+,267,core,37.48
Rare+,268,cannon,29.59
Rare+,268,armor,29.59
Rare+,268,generator,2.725
Rare+,268,core,37.73
Rare+,269,cannon,29.79
Rare+,269,armor,29.79
Rare+,269,generator,2.735
Rare+,269,core,37.98
Rare+,270,cannon,29.99
Rare+,270,armor,29.99
Rare+,270,generator,2.745
Rare+,270,core,38.23
Rare+,271,cannon,30.19
Rare+,271,armor,30.19
Rare+,271,generator,2.755
Rare+,271,core,38.48
Rare+,272,cannon,30.39
Rare+,272,armor,30.39
Rare+,272,generator,2.765
Rare+,272,core,38.73
Rare+,273,cannon,30.59
Rare+,273,armor,30.59
Rare+,273,generator,2.775
Rare+,273,core,38.98
Rare+,274,cannon,30.79
Rare+,274,armor,30.79
Rare+,274,generator,2.785
Rare+,274,core,39.23
Rare+,275,cannon,30.99
Rare+,275,armor,30.99
Rare+,275,generator,2.795
Rare+,275,core,39.48
Rare+,276,cannon,31.19
Rare+,276,armor,31.19
Rare+,276,generator,2.805
Rare+,276,core,39.73
Rare+,277,cannon,31.39
Rare+,277,armor,31.39
Rare+,277,generator,2.815
Rare+,277,core,39.98
Rare+,278,cannon,31.59
Rare+,278,armor,31.59
Rare+,278,generator,2.825
Rare+,278,core,40.23
Rare+,279,cannon,31.79
Rare+,279,armor,31.79
Rare+,279,generator,2.835
Rare+,279,core,40.48
Rare+,280,cannon,31.99
Rare+,280,armor,31.99
Rare+,280,generator,2.845
Rare+,280,core,40.73
Rare+,281,cannon,32.19
Rare+,281,armor,32.19
Rare+,281,generator,2.855
Rare+,281,core,40.98
Rare+,282,cannon,32.39
Rare+,282,armor,32.39
Rare+,282,generator,2.865
Rare+,282,core,41.23
Rare+,283,cannon,32.59
Rare+,283,armor,32.59
Rare+,283,generator,2.875
Rare+,283,core,41.48
Rare+,284,cannon,32.79
Rare+,284,armor,32.79
Rare+,284,generator,2.885
Rare+,284,core,41.73
Rare+,285,cannon,32.99
Rare+,285,armor,32.99
Rare+,285,generator,2.895
Rare+,285,core,41.98
Rare+,286,cannon,33.19
Rare+,286,armor,33.19
Rare+,286,generator,2.905
Rare+,286,core,42.23
Rare+,287,cannon,33.39
Rare+,287,armor,33.39
Rare+,287,generator,2.915
Rare+,287,core,42.48
Rare+,288,cannon,33.59
Rare+,288,armor,33.59
Rare+,288,generator,2.925
Rare+,288,core,42.73
Rare+,289,cannon,33.79
Rare+,289,armor,33.79
Rare+,289,generator,2.935
Rare+,289,core,42.98
Rare+,290,cannon,33.99
Rare+,290,armor,33.99
Rare+,290,generator,2.945
Rare+,290,core,43.23
Rare+,291,cannon,34.19
Rare+,291,armor,34.19
Rare+,291,generator,2.955
Rare+,291,core,43.48
Rare+,292,cannon,34.39
Rare+,292,armor,34.39
Rare+,292,generator,2.965
Rare+,292,core,43.73
Rare+,293,cannon,34.59
Rare+,293,armor,34.59
Rare+,293,generator,2.975
Rare+,293,core,43.98
Rare+,294,cannon,34.79
Rare+,294,armor,34.79
Rare+,294,generator,2.985
Rare+,294,core,44.23
Rare+,295,cannon,34.99
Rare+,295,armor,34.99
Rare+,295,generator,2.995
Rare+,295,core,44.48
Rare+,296,cannon,35.19
Rare+,296,armor,35.19
Rare+,296,generator,3.005
Rare+,296,core,44.73
Rare+,297,cannon,35.39
Rare+,297,armor,35.39
Rare+,297,generator,3.015
Rare+,297,core,44.98
Rare+,298,cannon,35.59
Rare+,298,armor,35.59
Rare+,298,generator,3.025
Rare+,298,core,45.23
Rare+,299,cannon,35.79
Rare+,299,armor,35.79
Rare+,299,generator,3.035
Rare+,299,core,45.48
Rare+,300,cannon,35.99
Rare+,300,armor,35.99
Rare+,300,generator,3.045
Rare+,300,core,45.73
Epic,1,cannon,1.072
Epic,1,armor,1.072
Epic,1,generator,1.019
Epic,1,core,1.13
Epic,2,cannon,1.074
Epic,2,armor,1.074
Epic,2,generator,1.02
Epic,2,core,1.14
Epic,3,cannon,1.076
Epic,3,armor,1.076
Epic,3,generator,1.021
Epic,3,core,1.15
Epic,4,cannon,1.078
Epic,4,armor,1.078
Epic,4,generator,1.022
Epic,4,core,1.16
Epic,5,cannon,1.08
Epic,5,armor,1.08
Epic,5,generator,1.023
Epic,5,core,1.17
Epic,6,cannon,1.082
Epic,6,armor,1.082
Epic,6,generator,1.024
Epic,6,core,1.18
Epic,7,cannon,1.084
Epic,7,armor,1.084
Epic,7,generator,1.025
Epic,7,core,1.19
Epic,8,cannon,1.086
Epic,8,armor,1.086
Epic,8,generator,1.026
Epic,8,core,1.2
Epic,9,cannon,1.088
Epic,9,armor,1.088
Epic,9,generator,1.027
Epic,9,core,1.21
Epic,10,cannon,1.09
Epic,10,armor,1.09
Epic,10,generator,1.028
Epic,10,core,1.22
Epic,11,cannon,1.092
Epic,11,armor,1.092
Epic,11,generator,1.029
Epic,11,core,1.23
Epic,12,cannon,1.094
Epic,12,armor,1.094
Epic,12,generator,1.03
Epic,12,core,1.24
Epic,13,cannon,1.096
Epic,13,armor,1.096
Epic,13,generator,1.031
Epic,13,core,1.25
Epic,14,cannon,1.098
Epic,14,armor,1.098
Epic,14,generator,1.032
Epic,14,core,1.26
Epic,15,cannon,1.1
Epic,15,armor,1.1
Epic,15,generator,1.033
Epic,15,core,1.27
Epic,16,cannon,1.102
Epic,16,armor,1.102
Epic,16,generator,1.034
Epic,16,core,1.28
Epic,17,cannon,1.104
Epic,17,armor,1.104
Epic,17,generator,1.035
Epic,17,core,1.29
Epic,18,cannon,1.106
Epic,18,armor,1.106
Epic,18,generator,1.036
Epic,18,core,1.3
Epic,19,cannon,1.108
Epic,19,armor,1.108
Epic,19,generator,1.037
Epic,19,core,1.31
Epic,20,cannon,1.11
Epic,20,armor,1.11
Epic,20,generator,1.038
Epic,20,core,1.32
Epic,21,cannon,1.114
Epic,21,armor,1.114
Epic,21,generator,1.039
Epic,21,core,1.335
Epic,22,cannon,1.118
Epic,22,armor,1.118
Epic,22,generator,1.04
Epic,22,core,1.35
Epic,23,cannon,1.122
Epic,23,armor,1.122
Epic,23,generator,1.041
Epic,23,core,1.365
Epic,24,cannon,1.126
Epic,24,armor,1.126
Epic,24,generator,1.042
Epic,24,core,1.38
Epic,25,cannon,1.13
Epic,25,armor,1.13
Epic,25,generator,1.043
Epic,25,core,1.395
Epic,26,cannon,1.134
Epic,26,armor,1.134
Epic,26,generator,1.044
Epic,26,core,1.41
Epic,27,cannon,1.138
Epic,27,armor,1.138
Epic,27,generator,1.045
Epic,27,core,1.425
Epic,28,cannon,1.142
Epic,28,armor,1.142
Epic,28,generator,1.046
Epic,28,core,1.44
Epic,29,cannon,1.146
Epic,29,armor,1.146
Epic,29,generator,1.047
Epic,29,core,1.455
Epic,30,cannon,1.15
Epic,30,armor,1.15
Epic,30,generator,1.048
Epic,30,core,1.47
Epic,31,cannon,1.156
Epic,31,armor,1.156
Epic,31,generator,1.05
Epic,31,core,1.49
Epic,32,cannon,1.162
Epic,32,armor,1.162
Epic,32,generator,1.052
Epic,32,core,1.51
Epic,33,cannon,1.168
Epic,33,armor,1.168
Epic,33,generator,1.054
Epic,33,core,1.53
Epic,34,cannon,1.174
Epic,34,armor,1.174
Epic,34,generator,1.056
Epic,34,core,1.55
Epic,35,cannon,1.18
Epic,35,armor,1.18
Epic,35,generator,1.058
Epic,35,core,1.57
Epic,36,cannon,1.186
Epic,36,armor,1.186
Epic,36,generator,1.06
Epic,36,core,1.59
Epic,37,cannon,1.192
Epic,37,armor,1.192
Epic,37,generator,1.062
Epic,37,core,1.61
Epic,38,cannon,1.198
Epic,38,armor,1.198
Epic,38,generator,1.064
Epic,38,core,1.63
Epic,39,cannon,1.204
Epic,39,armor,1.204
Epic,39,generator,1.066
Epic,39,core,1.65
Epic,40,cannon,1.21
Epic,40,armor,1.21
Epic,40,generator,1.068
Epic,40,core,1.67
Epic,41,cannon,1.218
Epic,41,armor,1.218
Epic,41,generator,1.071
Epic,41,core,1.695
Epic,42,cannon,1.226
Epic,42,armor,1.226
Epic,42,generator,1.074
Epic,42,core,1.72
Epic,43,cannon,1.234
Epic,43,armor,1.234
Epic,43,generator,1.077
Epic,43,core,1.745
Epic,44,cannon,1.242
Epic,44,armor,1.242
Epic,44,generator,1.08
Epic,44,core,1.77
Epic,45,cannon,1.25
Epic,45,armor,1.25
Epic,45,generator,1.083
Epic,45,core,1.795
Epic,46,cannon,1.258
Epic,46,armor,1.258
Epic,46,generator,1.086
Epic,46,core,1.82
Epic,47,cannon,1.266
Epic,47,armor,1.266
Epic,47,generator,1.089
Epic,47,core,1.845
Epic,48,cannon,1.274
Epic,48,armor,1.274
Epic,48,generator,1.092
Epic,48,core,1.87
Epic,49,cannon,1.282
Epic,49,armor,1.282
Epic,49,generator,1.095
Epic,49,core,1.895
Epic,50,cannon,1.29
Epic,50,armor,1.29
Epic,50,generator,1.098
Epic,50,core,1.92
Epic,51,cannon,1.298
Epic,51,armor,1.298
Epic,51,generator,1.101
Epic,51,core,1.945
Epic,52,cannon,1.306
Epic,52,armor,1.306
Epic,52,generator,1.104
Epic,52,core,1.97
Epic,53,cannon,1.314
Epic,53,armor,1.314
Epic,53,generator,1.107
Epic,53,core,1.995
Epic,54,cannon,1.322
Epic,54,armor,1.322
Epic,54,generator,1.11
Epic,54,core,2.02
Epic,55,cannon,1.33
Epic,55,armor,1.33
Epic,55,generator,1.113
Epic,55,core,2.045
Epic,56,cannon,1.338
Epic,56,armor,1.338
Epic,56,generator,1.116
Epic,56,core,2.07
Epic,57,cannon,1.346
Epic,57,armor,1.346
Epic,57,generator,1.119
Epic,57,core,2.095
Epic,58,cannon,1.354
Epic,58,armor,1.354
Epic,58,generator,1.122
Epic,58,core,2.12
Epic,59,cannon,1.362
Epic,59,armor,1.362
Epic,59,generator,1.125
Epic,59,core,2.145
Epic,60,cannon,1.37
Epic,60,armor,1.37
Epic,60,generator,1.128
Epic,60,core,2.17
Epic,61,cannon,1.382
Epic,61,armor,1.382
Epic,61,generator,1.131
Epic,61,core,2.2
Epic,62,cannon,1.394
Epic,62,armor,1.394
Epic,62,generator,1.134
Epic,62,core,2.23
Epic,63,cannon,1.406
Epic,63,armor,1.406
Epic,63,generator,1.137
Epic,63,core,2.26
Epic,64,cannon,1.418
Epic,64,armor,1.418
Epic,64,generator,1.14
Epic,64,core,2.29
Epic,65,cannon,1.43
Epic,65,armor,1.43
Epic,65,generator,1.143
Epic,65,core,2.32
Epic,66,cannon,1.442
Epic,66,armor,1.442
Epic,66,generator,1.146
Epic,66,core,2.35
Epic,67,cannon,1.454
Epic,67,armor,1.454
Epic,67,generator,1.149
Epic,67,core,2.38
Epic,68,cannon,1.466
Epic,68,armor,1.466
Epic,68,generator,1.152
Epic,68,core,2.41
Epic,69,cannon,1.478
Epic,69,armor,1.478
Epic,69,generator,1.155
Epic,69,core,2.44
Epic,70,cannon,1.49
Epic,70,armor,1.49
Epic,70,generator,1.158
Epic,70,core,2.47
Epic,71,cannon,1.502
Epic,71,armor,1.502
Epic,71,generator,1.161
Epic,71,core,2.5
Epic,72,cannon,1.514
Epic,72,armor,1.514
Epic,72,generator,1.164
Epic,72,core,2.53
Epic,73,cannon,1.526
Epic,73,armor,1.526
Epic,73,generator,1.167
Epic,73,core,2.56
Epic,74,cannon,1.538
Epic,74,armor,1.538
Epic,74,generator,1.17
Epic,74,core,2.59
Epic,75,cannon,1.55
Epic,75,armor,1.55
Epic,75,generator,1.173
Epic,75,core,2.62
Epic,76,cannon,1.562
Epic,76,armor,1.562
Epic,76,generator,1.176
Epic,76,core,2.65
Epic,77,cannon,1.574
Epic,77,armor,1.574
Epic,77,generator,1.179
Epic,77,core,2.68
Epic,78,cannon,1.586
Epic,78,armor,1.586
Epic,78,generator,1.182
Epic,78,core,2.71
Epic,79,cannon,1.598
Epic,79,armor,1.598
Epic,79,generator,1.185
Epic,79,core,2.74
Epic,80,cannon,1.61
Epic,80,armor,1.61
Epic,80,generator,1.188
Epic,80,core,2.77
Epic,81,cannon,1.64
Epic,81,armor,1.64
Epic,81,generator,1.192
Epic,81,core,2.82
Epic,82,cannon,1.67
Epic,82,armor,1.67
Epic,82,generator,1.196
Epic,82,core,2.87
Epic,83,cannon,1.7
Epic,83,armor,1.7
Epic,83,generator,1.2
Epic,83,core,2.92
Epic,84,cannon,1.73
Epic,84,armor,1.73
Epic,84,generator,1.204
Epic,84,core,2.97
Epic,85,cannon,1.76
Epic,85,armor,1.76
Epic,85,generator,1.208
Epic,85,core,3.02
Epic,86,cannon,1.79
Epic,86,armor,1.79
Epic,86,generator,1.212
Epic,86,core,3.07
Epic,87,cannon,1.82
Epic,87,armor,1.82
Epic,87,generator,1.216
Epic,87,core,3.12
Epic,88,cannon,1.85
Epic,88,armor,1.85
Epic,88,generator,1.22
Epic,88,core,3.17
Epic,89,cannon,1.88
Epic,89,armor,1.88
Epic,89,generator,1.224
Epic,89,core,3.22
Epic,90,cannon,1.91
Epic,90,armor,1.91
Epic,90,generator,1.228
Epic,90,core,3.27
Epic,91,cannon,1.94
Epic,91,armor,1.94
Epic,91,generator,1.232
Epic,91,core,3.32
Epic,92,cannon,1.97
Epic,92,armor,1.97
Epic,92,generator,1.236
Epic,92,core,3.37
Epic,93,cannon,2.0
Epic,93,armor,2.0
Epic,93,generator,1.24
Epic,93,core,3.42
Epic,94,cannon,2.03
Epic,94,armor,2.03
Epic,94,generator,1.244
Epic,94,core,3.47
Epic,95,cannon,2.06
Epic,95,armor,2.06
Epic,95,generator,1.248
Epic,95,core,3.52
Epic,96,cannon,2.09
Epic,96,armor,2.09
Epic,96,generator,1.252
Epic,96,core,3.57
Epic,97,cannon,2.12
Epic,97,armor,2.12
Epic,97,generator,1.256
Epic,97,core,3.62
Epic,98,cannon,2.15
Epic,98,armor,2.15
Epic,98,generator,1.26
Epic,98,core,3.67
Epic,99,cannon,2.18
Epic,99,armor,2.18
Epic,99,generator,1.264
Epic,99,core,3.72
Epic,100,cannon,2.21
Epic,100,armor,2.21
Epic,100,generator,1.268
Epic,100,core,3.77
Epic,101,cannon,2.28
Epic,101,armor,2.28
Epic,101,generator,1.273
Epic,101,core,3.85
Epic,102,cannon,2.35
Epic,102,armor,2.35
Epic,102,generator,1.278
Epic,102,core,3.93
Epic,103,cannon,2.42
Epic,103,armor,2.42
Epic,103,generator,1.283
Epic,103,core,4.01
Epic,104,cannon,2.49
Epic,104,armor,2.49
Epic,104,generator,1.288
Epic,104,core,4.09
Epic,105,cannon,2.56
Epic,105,armor,2.56
Epic,105,generator,1.293
Epic,105,core,4.17
Epic,106,cannon,2.63
Epic,106,armor,2.63
Epic,106,generator,1.298
Epic,106,core,4.25
Epic,107,cannon,2.7
Epic,107,armor,2.7
Epic,107,generator,1.303
Epic,107,core,4.33
Epic,108,cannon,2.77
Epic,108,armor,2.77
Epic,108,generator,1.308
Epic,108,core,4.41
Epic,109,cannon,2.84
Epic,109,armor,2.84
Epic,109,generator,1.313
Epic,109,core,4.49
Epic,110,cannon,2.91
Epic,110,armor,2.91
Epic,110,generator,1.318
Epic,110,core,4.57
Epic,111,cannon,2.98
Epic,111,armor,2.98
Epic,111,generator,1.323
Epic,111,core,4.65
Epic,112,cannon,3.05
Epic,112,armor,3.05
Epic,112,generator,1.328
Epic,112,core,4.73
Epic,113,cannon,3.12
Epic,113,armor,3.12
Epic,113,generator,1.333
Epic,113,core,4.81
Epic,114,cannon,3.19
Epic,114,armor,3.19
Epic,114,generator,1.338
Epic,114,core,4.89
Epic,115,cannon,3.26
Epic,115,armor,3.26
Epic,115,generator,1.343
Epic,115,core,4.97
Epic,116,cannon,3.33
Epic,116,armor,3.33
Epic,116,generator,1.348
Epic,116,core,5.05
Epic,117,cannon,3.4
Epic,117,armor,3.4
Epic,117,generator,1.353
Epic,117,core,5.13
Epic,118,cannon,3.47
Epic,118,armor,3.47
Epic,118,generator,1.358
Epic,118,core,5.21
Epic,119,cannon,3.54
Epic,119,armor,3.54
Epic,119,generator,1.363
Epic,119,core,5.29
Epic,120,cannon,3.61
Epic,120,armor,3.61
Epic,120,generator,1.368
Epic,120,core,5.37
Epic,121,cannon,3.71
Epic,121,armor,3.71
Epic,121,generator,1.374
Epic,121,core,5.49
Epic,122,cannon,3.81
Epic,122,armor,3.81
Epic,122,generator,1.38
Epic,122,core,5.61
Epic,123,cannon,3.91
Epic,123,armor,3.91
Epic,123,generator,1.386
Epic,123,core,5.73
Epic,124,cannon,4.01
Epic,124,armor,4.01
Epic,124,generator,1.392
Epic,124,core,5.85
Epic,125,cannon,4.11
Epic,125,armor,4.11
Epic,125,generator,1.398
Epic,125,core,5.97
Epic,126,cannon,4.21
Epic,126,armor,4.21
Epic,126,generator,1.404
Epic,126,core,6.09
Epic,127,cannon,4.31
Epic,127,armor,4.31
Epic,127,generator,1.41
Epic,127,core,6.21
Epic,128,cannon,4.41
Epic,128,armor,4.41
Epic,128,generator,1.416
Epic,128,core,6.33
Epic,129,cannon,4.51
Epic,129,armor,4.51
Epic,129,generator,1.422
Epic,129,core,6.45
Epic,130,cannon,4.61
Epic,130,armor,4.61
Epic,130,generator,1.428
Epic,130,core,6.57
Epic,131,cannon,4.71
Epic,131,armor,4.71
Epic,131,generator,1.434
Epic,131,core,6.69
Epic,132,cannon,4.81
Epic,132,armor,4.81
Epic,132,generator,1.44
Epic,132,core,6.81
Epic,133,cannon,4.91
Epic,133,armor,4.91
Epic,133,generator,1.446
Epic,133,core,6.93
Epic,134,cannon,5.01
Epic,134,armor,5.01
Epic,134,generator,1.452
Epic,134,core,7.05
Epic,135,cannon,5.11
Epic,135,armor,5.11
Epic,135,generator,1.458
Epic,135,core,7.17
Epic,136,cannon,5.21
Epic,136,armor,5.21
Epic,136,generator,1.464
Epic,136,core,7.29
Epic,137,cannon,5.31
Epic,137,armor,5.31
Epic,137,generator,1.47
Epic,137,core,7.41
Epic,138,cannon,5.41
Epic,138,armor,5.41
Epic,138,generator,1.476
Epic,138,core,7.53
Epic,139,cannon,5.51
Epic,139,armor,5.51
Epic,139,generator,1.482
Epic,139,core,7.65
Epic,140,cannon,5.61
Epic,140,armor,5.61
Epic,140,generator,1.488
Epic,140,core,7.77
Epic,141,cannon,5.73
Epic,141,armor,5.73
Epic,141,generator,1.496
Epic,141,core,7.92
Epic,142,cannon,5.85
Epic,142,armor,5.85
Epic,142,generator,1.504
Epic,142,core,8.07
Epic,143,cannon,5.97
Epic,143,armor,5.97
Epic,143,generator,1.512
Epic,143,core,8.22
Epic,144,cannon,6.09
Epic,144,armor,6.09
Epic,144,generator,1.52
Epic,144,core,8.37
Epic,145,cannon,6.21
Epic,145,armor,6.21
Epic,145,generator,1.528
Epic,145,core,8.52
Epic,146,cannon,6.33
Epic,146,armor,6.33
Epic,146,generator,1.536
Epic,146,core,8.67
Epic,147,cannon,6.45
Epic,147,armor,6.45
Epic,147,generator,1.544
Epic,147,core,8.82
Epic,148,cannon,6.57
Epic,148,armor,6.57
Epic,148,generator,1.552
Epic,148,core,8.97
Epic,149,cannon,6.69
Epic,149,armor,6.69
Epic,149,generator,1.56
Epic,149,core,9.12
Epic,150,cannon,6.81
Epic,150,armor,6.81
Epic,150,generator,1.568
Epic,150,core,9.27
Epic,151,cannon,6.93
Epic,151,armor,6.93
Epic,151,generator,1.576
Epic,151,core,9.42
Epic,152,cannon,7.05
Epic,152,armor,7.05
Epic,152,generator,1.584
Epic,152,core,9.57
Epic,153,cannon,7.17
Epic,153,armor,7.17
Epic,153,generator,1.592
Epic,153,core,9.72
Epic,154,cannon,7.29
Epic,154,armor,7.29
Epic,154,generator,1.6
Epic,154,core,9.87
Epic,155,cannon,7.41
Epic,155,armor,7.41
Epic,155,generator,1.608
Epic,155,core,10.02
Epic,156,cannon,7.53
Epic,156,armor,7.53
Epic,156,generator,1.616
Epic,156,core,10.17
Epic,157,cannon,7.65
Epic,157,armor,7.65
Epic,157,generator,1.624
Epic,157,core,10.32
Epic,158,cannon,7.77
Epic,158,armor,7.77
Epic,158,generator,1.632
Epic,158,core,10.47
Epic,159,cannon,7.89
Epic,159,armor,7.89
Epic,159,generator,1.64
Epic,159,core,10.62
Epic,160,cannon,8.01
Epic,160,armor,8.01
Epic,160,generator,1.648
Epic,160,core,10.77
Epic,161,cannon,8.21
Epic,161,armor,8.21
Epic,161,generator,1.658
Epic,161,core,11.02
Epic,162,cannon,8.41
Epic,162,armor,8.41
Epic,162,generator,1.668
Epic,162,core,11.27
Epic,163,cannon,8.61
Epic,163,armor,8.61
Epic,163,generator,1.678
Epic,163,core,11.52
Epic,164,cannon,8.81
Epic,164,armor,8.81
Epic,164,generator,1.688
Epic,164,core,11.77
Epic,165,cannon,9.01
Epic,165,armor,9.01
Epic,165,generator,1.698
Epic,165,core,12.02
Epic,166,cannon,9.21
Epic,166,armor,9.21
Epic,166,generator,1.708
Epic,166,core,12.27
Epic,167,cannon,9.41
Epic,167,armor,9.41
Epic,167,generator,1.718
Epic,167,core,12.52
Epic,168,cannon,9.61
Epic,168,armor,9.61
Epic,168,generator,1.728
Epic,168,core,12.77
Epic,169,cannon,9.81
Epic,169,armor,9.81
Epic,169,generator,1.738
Epic,169,core,13.02
Epic,170,cannon,10.01
Epic,170,armor,10.01
Epic,170,generator,1.748
Epic,170,core,13.27
Epic,171,cannon,10.21
Epic,171,armor,10.21
Epic,171,generator,1.758
Epic,171,core,13.52
Epic,172,cannon,10.41
Epic,172,armor,10.41
Epic,172,generator,1.768
Epic,172,core,13.77
Epic,173,cannon,10.61
Epic,173,armor,10.61
Epic,173,generator,1.778
Epic,173,core,14.02
Epic,174,cannon,10.81
Epic,174,armor,10.81
Epic,174,generator,1.788
Epic,174,core,14.27
Epic,175,cannon,11.01
Epic,175,armor,11.01
Epic,175,generator,1.798
Epic,175,core,14.52
Epic,176,cannon,11.21
Epic,176,armor,11.21
Epic,176,generator,1.808
Epic,176,core,14.77
Epic,177,cannon,11.41
Epic,177,armor,11.41
Epic,177,generator,1.818
Epic,177,core,15.02
Epic,178,cannon,11.61
Epic,178,armor,11.61
Epic,178,generator,1.828
Epic,178,core,15.27
Epic,179,cannon,11.81
Epic,179,armor,11.81
Epic,179,generator,1.838
Epic,179,core,15.52
Epic,180,cannon,12.01
Epic,180,armor,12.01
Epic,180,generator,1.848
Epic,180,core,15.77
Epic,181,cannon,12.21
Epic,181,armor,12.21
Epic,181,generator,1.858
Epic,181,core,16.02
Epic,182,cannon,12.41
Epic,182,armor,12.41
Epic,182,generator,1.868
Epic,182,core,16.27
Epic,183,cannon,12.61
Epic,183,armor,12.61
Epic,183,generator,1.878
Epic,183,core,16.52
Epic,184,cannon,12.81
Epic,184,armor,12.81
Epic,184,generator,1.888
Epic,184,core,16.77
Epic,185,cannon,13.01
Epic,185,armor,13.01
Epic,185,generator,1.898
Epic,185,core,17.02
Epic,186,cannon,13.21
Epic,186,armor,13.21
Epic,186,generator,1.908
Epic,186,core,17.27
Epic,187,cannon,13.41
Epic,187,armor,13.41
Epic,187,generator,1.918
Epic,187,core,17.52
Epic,188,cannon,13.61
Epic,188,armor,13.61
Epic,188,generator,1.928
Epic,188,core,17.77
Epic,189,cannon,13.81
Epic,189,armor,13.81
Epic,189,generator,1.938
Epic,189,core,18.02
Epic,190,cannon,14.01
Epic,190,armor,14.01
Epic,190,generator,1.948
Epic,190,core,18.27
Epic,191,cannon,14.21
Epic,191,armor,14.21
Epic,191,generator,1.958
Epic,191,core,18.52
Epic,192,cannon,14.41
Epic,192,armor,14.41
Epic,192,generator,1.968
Epic,192,core,18.77
Epic,193,cannon,14.61
Epic,193,armor,14.61
Epic,193,generator,1.978
Epic,193,core,19.02
Epic,194,cannon,14.81
