formula_id,domain,canonical_formula_surface,materialized_surface,representation_preference,generator_kind,level_variable,metric,unit,start_level,end_level,level_step,base_value,delta_per_step,expression,proof_basis,materialized_view_status
wiki_verified_amplify_bot_range_m,bots,kb/formulas/tables/canonical-formula-registry.csv#wiki_verified_amplify_bot_range_m,,formula_first,exact_linear_generator_from_live_wiki_rule,level,range_m,meters,0,15,1,25.0,2.0,value = 25.0 + level * 2.0,"live wiki page states starts at 25m, 15 levels, +2m/level",not_materialized_not_needed
wiki_verified_flame_bot_damage_reduction_pct,bots,kb/formulas/tables/canonical-formula-registry.csv#wiki_verified_flame_bot_damage_reduction_pct,,formula_first,exact_linear_generator_from_live_wiki_rule,level,damage_reduction_pct,percent,0,25,1,20.0,3.0,value = 20.0 + level * 3.0,"live wiki page states starts at 20%, 25 levels, +3%/level",not_materialized_not_needed
wiki_verified_flame_bot_cooldown_seconds,bots,kb/formulas/tables/canonical-formula-registry.csv#wiki_verified_flame_bot_cooldown_seconds,,formula_first,exact_linear_generator_from_live_wiki_rule,level,cooldown_seconds,seconds,0,15,1,75.0,-3.0,value = 75.0 + level * -3.0,"live wiki page states starts at 75 seconds, 15 levels, -3 seconds/level",not_materialized_not_needed
wiki_verified_flame_bot_damage_multiplier,bots,kb/formulas/tables/canonical-formula-registry.csv#wiki_verified_flame_bot_damage_multiplier,,formula_first,exact_linear_generator_from_live_wiki_rule,level,damage_multiplier,multiplier,0,30,1,50.0,8.0,value = 50.0 + level * 8.0,"live wiki page states starts at x50 tower damage, 30 levels, +8x/level",not_materialized_not_needed
wiki_verified_flame_bot_range_m,bots,kb/formulas/tables/canonical-formula-registry.csv#wiki_verified_flame_bot_range_m,,formula_first,exact_linear_generator_from_live_wiki_rule,level,range_m,meters,0,15,1,30.0,4.0,value = 30.0 + level * 4.0,"live wiki page states starts at 30m, 15 levels, +4m/level",not_materialized_not_needed
wiki_verified_thunder_bot_duration_seconds,bots,kb/formulas/tables/canonical-formula-registry.csv#wiki_verified_thunder_bot_duration_seconds,,formula_first,exact_linear_generator_from_live_wiki_rule,level,duration_seconds,seconds,0,20,1,5.0,0.5,value = 5.0 + level * 0.5,"live wiki page states duration has 20 levels; cost rows show 5.5 at level 1, implying 5.0 base and +0.5/level",not_materialized_not_needed
wiki_verified_thunder_bot_cooldown_seconds,bots,kb/formulas/tables/canonical-formula-registry.csv#wiki_verified_thunder_bot_cooldown_seconds,,formula_first,exact_linear_generator_from_live_wiki_rule,level,cooldown_seconds,seconds,0,15,1,120.0,-3.0,value = 120.0 + level * -3.0,"live wiki page states cooldown starts at 120 seconds, 15 levels; cost rows confirm -3 seconds/level",not_materialized_not_needed
wiki_verified_thunder_bot_linger_pct,bots,kb/formulas/tables/canonical-formula-registry.csv#wiki_verified_thunder_bot_linger_pct,,formula_first,exact_linear_generator_from_live_wiki_rule,level,linger_pct,percent,0,15,1,20.0,3.0,value = 20.0 + level * 3.0,live wiki cost rows show 23% at level 1 and +3 percentage points/level through level 15,not_materialized_not_needed
wiki_verified_thunder_bot_range_m,bots,kb/formulas/tables/canonical-formula-registry.csv#wiki_verified_thunder_bot_range_m,,formula_first,exact_linear_generator_from_live_wiki_rule,level,range_m,meters,0,15,1,25.0,3.0,value = 25.0 + level * 3.0,live wiki cost rows show 28m at level 1 and +3m/level through level 15,not_materialized_not_needed
wiki_verified_guardian_scout_cooldown_seconds,guardians,kb/formulas/tables/canonical-formula-registry.csv#wiki_verified_guardian_scout_cooldown_seconds,kb/guardians/tables/wiki-verified-guardian-scout-upgrades.csv,formula_first,exact_linear_generator_from_live_wiki_rule,level,cooldown_seconds,seconds,0,65,1,105.0,-1.0,value = 105.0 + level * -1.0,exact linear ladder reproduced from live wiki Chips page scout table; rows 105s to 40s,paired_with_primary_row_table_for_irregular_bit_costs
wiki_verified_guardian_scout_range_bonus_multiplier,guardians,kb/formulas/tables/canonical-formula-registry.csv#wiki_verified_guardian_scout_range_bonus_multiplier,kb/guardians/tables/wiki-verified-guardian-scout-upgrades.csv,formula_first,exact_linear_generator_from_live_wiki_rule,level,range_bonus_multiplier,multiplier,0,40,1,2.0,0.1,value = 2.0 + level * 0.1,exact linear ladder reproduced from live wiki Chips page scout table; rows x2.0 to x6.0,paired_with_primary_row_table_for_irregular_bit_costs
wiki_verified_guardian_scout_duration_seconds,guardians,kb/formulas/tables/canonical-formula-registry.csv#wiki_verified_guardian_scout_duration_seconds,kb/guardians/tables/wiki-verified-guardian-scout-upgrades.csv,formula_first,exact_linear_generator_from_live_wiki_rule,level,duration_seconds,seconds,0,30,1,5.0,1.0,value = 5.0 + level * 1.0,exact linear ladder reproduced from live wiki Chips page scout table; rows 5s to 35s,paired_with_primary_row_table_for_irregular_bit_costs
wiki_verified_golden_bot_cooldown_lab_reduction_seconds,labs,kb/formulas/tables/canonical-formula-registry.csv#wiki_verified_golden_bot_cooldown_lab_reduction_seconds,,formula_first,exact_linear_generator_from_live_wiki_rule,level,cooldown_reduction_seconds,seconds,0,25,1,0.0,1.0,value = level * 1.0,"live wiki Golden Bot Cooldown lab page states 25 levels, -1 second each level",formula_only_no_materialized_view
wiki_verified_golden_bot_duration_lab_bonus_seconds,labs,kb/formulas/tables/canonical-formula-registry.csv#wiki_verified_golden_bot_duration_lab_bonus_seconds,,formula_first,exact_linear_generator_from_live_wiki_rule,level,duration_bonus_seconds,seconds,0,20,1,0.0,0.5,value = level * 0.5,"live wiki Golden Bot Duration lab page states 20 levels, +0.5 seconds each level",formula_only_no_materialized_view
wiki_verified_amplify_bot_cooldown_lab_reduction_seconds,labs,kb/formulas/tables/canonical-formula-registry.csv#wiki_verified_amplify_bot_cooldown_lab_reduction_seconds,,formula_first,exact_linear_generator_from_live_wiki_rule,level,cooldown_reduction_seconds,seconds,0,25,1,0.0,1.0,value = level * 1.0,"live wiki Amplify Bot Cooldown lab page states 25 levels, -1 second each level",formula_only_no_materialized_view
wiki_verified_amplify_bot_duration_lab_bonus_seconds,labs,kb/formulas/tables/canonical-formula-registry.csv#wiki_verified_amplify_bot_duration_lab_bonus_seconds,,formula_first,exact_linear_generator_from_live_wiki_rule,level,duration_bonus_seconds,seconds,0,20,1,0.0,0.5,value = level * 0.5,"live wiki Amplify Bot Duration lab page states 20 levels, +0.5 seconds each level",formula_only_no_materialized_view
wiki_verified_flame_bot_cooldown_lab_reduction_seconds,labs,kb/formulas/tables/canonical-formula-registry.csv#wiki_verified_flame_bot_cooldown_lab_reduction_seconds,,formula_first,exact_linear_generator_from_live_wiki_rule,level,cooldown_reduction_seconds,seconds,0,25,1,0.0,1.0,value = level * 1.0,"live wiki Flame Bot Cooldown lab page states 25 levels, -1 second each level",formula_only_no_materialized_view
wiki_verified_flame_bot_burn_stack_lab_bonus_stacks,labs,kb/formulas/tables/canonical-formula-registry.csv#wiki_verified_flame_bot_burn_stack_lab_bonus_stacks,,formula_first,exact_linear_generator_from_live_wiki_rule,level,burn_stack_bonus,count,0,5,1,0.0,1.0,value = level * 1.0,"live wiki Flame Bot Burn Stack lab page states 5 levels, +1 stack each level",formula_only_no_materialized_view
wiki_verified_thunder_bot_cooldown_lab_reduction_seconds,labs,kb/formulas/tables/canonical-formula-registry.csv#wiki_verified_thunder_bot_cooldown_lab_reduction_seconds,,formula_first,exact_linear_generator_from_live_wiki_rule,level,cooldown_reduction_seconds,seconds,0,25,1,0.0,1.0,value = level * 1.0,"live wiki Thunder Bot Cooldown lab page states 25 levels, -1 second each level",formula_only_no_materialized_view
wiki_verified_thunder_bot_linger_time_lab_bonus_seconds,labs,kb/formulas/tables/canonical-formula-registry.csv#wiki_verified_thunder_bot_linger_time_lab_bonus_seconds,,formula_first,exact_linear_generator_from_live_wiki_rule,level,linger_time_bonus_seconds,seconds,0,20,1,0.0,0.5,value = level * 0.5,"live wiki Thunder Bot Linger Time lab page states 20 levels, +0.5 seconds each level",formula_only_no_materialized_view
wiki_verified_black_hole_damage_lab_pct_enemy_hp_per_second,labs,kb/formulas/tables/canonical-formula-registry.csv#wiki_verified_black_hole_damage_lab_pct_enemy_hp_per_second,kb/ultimate-weapons/tables/wiki-verified-black-hole-damage.csv,formula_first,exact_linear_generator_from_live_wiki_rule,level,black_hole_damage_pct_enemy_hp_per_second,percent,1,10,1,0.2,0.2,value = 0.20 + ((level - 1.0) / 1.0) * 0.20,live wiki row table shows 10 levels from 0.20% to 2.00% in +0.20% steps,paired_with_primary_row_table_for_irregular_time_costs
wiki_verified_chrono_field_reduction_pct_lab,labs,kb/formulas/tables/canonical-formula-registry.csv#wiki_verified_chrono_field_reduction_pct_lab,,formula_first,exact_linear_generator_from_live_wiki_rule,level,chrono_field_damage_reduction_pct,percent,1,30,1,10.5,0.5,value = 10.50 + ((level - 1.0) / 1.0) * 0.50,live wiki row table shows 30 levels from 10.50% to 25.00% in +0.50% steps,formula_only_no_materialized_view
wiki_verified_chrono_field_damage_reduction_unlock,labs,kb/formulas/tables/canonical-formula-registry.csv#wiki_verified_chrono_field_damage_reduction_unlock,,formula_first,singleton_unlock_from_live_wiki_rule,level,chrono_field_damage_reduction_unlock,unlocked,1,1,1,1.0,0.0,value = unlocked at level 1,live wiki page shows a single unlocked level granting Chrono Field Damage Reduction baseline,formula_only_no_materialized_view
wiki_verified_death_wave_damage_amplifier_lab_multiplier_per_effect_wave,labs,kb/formulas/tables/canonical-formula-registry.csv#wiki_verified_death_wave_damage_amplifier_lab_multiplier_per_effect_wave,,formula_first,exact_linear_generator_from_live_wiki_rule,level,death_wave_damage_amplifier_multiplier_per_effect_wave,multiplier,1,30,1,6.5,1.5,value = 6.5 + ((level - 1.0) / 1.0) * 1.5,live wiki row table shows 30 levels from 6.5 to 50.0 in +1.5 steps,formula_only_no_materialized_view
wiki_verified_double_death_ray_lab_activation_chance_pct,labs,kb/formulas/tables/canonical-formula-registry.csv#wiki_verified_double_death_ray_lab_activation_chance_pct,,formula_first,exact_linear_generator_from_live_wiki_rule,level,double_death_ray_activation_chance_pct,percent,1,30,1,1.0,1.0,value = 1.0 + ((level - 1.0) / 1.0) * 1.0,live wiki row table shows 30 levels from 1% to 30% in +1% steps,formula_only_no_materialized_view
wiki_verified_super_tower_bonus_lab_multiplier,labs,kb/formulas/tables/canonical-formula-registry.csv#wiki_verified_super_tower_bonus_lab_multiplier,,formula_first,exact_linear_generator_from_live_wiki_rule,level,super_tower_bonus_multiplier,multiplier,1,30,1,1.03,0.03,value = 1.03 + ((level - 1.0) / 1.0) * 0.03,live wiki row table shows 30 levels from 1.03 to 1.90 in +0.03 steps,formula_only_no_materialized_view
wiki_verified_chain_thunder_lab_max_reduction_pct,labs,kb/formulas/tables/canonical-formula-registry.csv#wiki_verified_chain_thunder_lab_max_reduction_pct,kb/ultimate-weapons/tables/wiki-verified-chain-thunder.csv,formula_first,exact_linear_generator_from_live_wiki_rule,level,chain_thunder_max_enemy_damage_reduction_pct,percent,1,30,1,3.0,3.0,value = 3.0 + ((level - 1.0) / 1.0) * 3.0,live wiki states 30 levels increasing max reduction by 3% per level to 90%,paired_with_primary_row_table_for_irregular_time_costs
wiki_verified_swamp_rend_basic_enemies_pct_of_current_rend,labs,kb/formulas/tables/canonical-formula-registry.csv#wiki_verified_swamp_rend_basic_enemies_pct_of_current_rend,,formula_first,exact_linear_generator_from_live_wiki_rule,level,swamp_rend_basic_enemies_pct_of_current_rend,percent,1,30,1,3.0,3.0,value = 3.0 + ((level - 1.0) / 1.0) * 3.0,live wiki states 30 levels increasing percent of current rend by 3% per level to 90%,formula_only_no_materialized_view
wiki_verified_bc_group_1_reduction_pct_lab,tournaments,kb/formulas/tables/canonical-formula-registry.csv#wiki_verified_bc_group_1_reduction_pct_lab,,formula_first,exact_linear_generator_from_live_wiki_rule,level,reduction_pct,percent,1,20,1,1.0,1.0,value = 1.0 + ((level - 1) / 1.0) * 1.0,"live wiki group page states 20 levels and each lab reduces effect by X%, matching 1%..20% group pattern used in active canon",not_materialized_primary_formula
wiki_verified_bc_group_3_reduction_pct_lab,tournaments,kb/formulas/tables/canonical-formula-registry.csv#wiki_verified_bc_group_3_reduction_pct_lab,kb/tournaments/tables/battle-condition-group-3-reduction-lab.csv,formula_first,exact_linear_generator_from_live_wiki_rule,level,reduction_pct,percent,1,10,1,1.0,1.0,value = 1.0 + ((level - 1) / 1.0) * 1.0,live wiki group page states 10 levels and active canonical row table already reflects 1%..10%,materialized_view_exists
wiki_verified_bc_group_4_reduction_pct_lab,tournaments,kb/formulas/tables/canonical-formula-registry.csv#wiki_verified_bc_group_4_reduction_pct_lab,kb/tournaments/tables/battle-condition-group-4-reduction-lab.csv,formula_first,exact_linear_generator_from_live_wiki_rule,level,reduction_pct,percent,1,10,1,1.0,1.0,value = 1.0 + ((level - 1) / 1.0) * 1.0,live wiki group page states 10 levels and active canonical row table already reflects 1%..10%,materialized_view_exists
wiki_verified_golden_tower_bonus_lab,ultimate-weapons,kb/formulas/tables/canonical-formula-registry.csv#wiki_verified_golden_tower_bonus_lab,kb/ultimate-weapons/tables/wiki-verified-golden-tower-bonus-levels-full.csv,formula_first,exact_linear_generator_from_live_wiki_rule,level,bonus_additive,multiplier_add,1,25,1,0.15,0.15,value = 0.15 + ((level - 1) / 1.0) * 0.15,live wiki Golden Tower page states 25 levels and +0.15 per level,paired_with_primary_row_table_for_irregular_time_costs
wiki_verified_golden_tower_duration_lab_seconds,ultimate-weapons,kb/formulas/tables/canonical-formula-registry.csv#wiki_verified_golden_tower_duration_lab_seconds,kb/ultimate-weapons/tables/wiki-verified-golden-tower-duration-levels-full.csv,formula_first,exact_linear_generator_from_live_wiki_rule,level,duration_bonus_seconds,seconds,1,20,1,1.0,1.0,value = 1.0 + ((level - 1) / 1.0) * 1.0,live wiki Golden Tower page states 20 levels and +1 second per level,paired_with_primary_row_table_for_irregular_time_costs
wiki_verified_chain_lightning_shock_chance_pct,labs,kb/formulas/tables/canonical-formula-registry.csv#wiki_verified_chain_lightning_shock_chance_pct,kb/ultimate-weapons/tables/wiki-verified-shock-chance.csv,formula_first,exact_linear_generator_from_live_wiki,level,shock_chance_pct,percent,1,30,1,3.0,0.5,value = 3.0 + ((level - 1.0) / 1.0) * 0.5,live wiki explicit row table implies exact linear ladder,paired_with_primary_row_table_for_irregular_time_costs
wiki_verified_chain_lightning_shock_multiplier,labs,kb/formulas/tables/canonical-formula-registry.csv#wiki_verified_chain_lightning_shock_multiplier,kb/ultimate-weapons/tables/wiki-verified-shock-multiplier.csv,formula_first,exact_linear_generator_from_live_wiki,level,shock_multiplier,multiplier,1,14,1,1.14,0.04,value = 1.14 + ((level - 1.0) / 1.0) * 0.04,live wiki explicit row table implies exact linear ladder,paired_with_primary_row_table_for_irregular_time_costs
workshop_critical_chance_pct,workshop,kb/formulas/tables/canonical-formula-registry.csv#workshop_critical_chance_pct,kb/workshop/tables/wiki-verified-critical-hits-workshop-summary.csv,formula_first,exact_linear_generator_from_row_verified_summary,level,critical_chance_pct,percent_or_percentage_points,0,79,1,1.0,1.0,value = 1.0 + ((level - 0) / 1) * 1.0,exactly reproduced from row-verified summary surface,not_materialized_primary_formula
workshop_critical_factor_multiplier,workshop,kb/formulas/tables/canonical-formula-registry.csv#workshop_critical_factor_multiplier,kb/workshop/tables/wiki-verified-critical-hits-workshop-summary.csv,formula_first,exact_linear_generator_from_row_verified_summary,level,critical_factor_multiplier,multiplier,0,150,1,1.2,0.1,value = 1.2 + ((level - 0) / 1) * 0.1,exactly reproduced from row-verified summary surface,not_materialized_primary_formula
workshop_free_attack_upgrade_chance_pct,workshop,kb/formulas/tables/canonical-formula-registry.csv#workshop_free_attack_upgrade_chance_pct,kb/workshop/tables/wiki-verified-free-upgrades-workshop-summary.csv,formula_first,exact_linear_generator_from_row_verified_summary,level,free_attack_upgrade_chance_pct,percent_or_percentage_points,0,99,1,0.5,0.5,value = 0.5 + ((level - 0) / 1) * 0.5,exactly reproduced from row-verified summary surface,not_materialized_primary_formula
workshop_free_defense_upgrade_chance_pct,workshop,kb/formulas/tables/canonical-formula-registry.csv#workshop_free_defense_upgrade_chance_pct,kb/workshop/tables/wiki-verified-free-upgrades-workshop-summary.csv,formula_first,exact_linear_generator_from_row_verified_summary,level,free_defense_upgrade_chance_pct,percent_or_percentage_points,0,99,1,0.5,0.5,value = 0.5 + ((level - 0) / 1) * 0.5,exactly reproduced from row-verified summary surface,not_materialized_primary_formula
workshop_free_utility_upgrade_chance_pct,workshop,kb/formulas/tables/canonical-formula-registry.csv#workshop_free_utility_upgrade_chance_pct,kb/workshop/tables/wiki-verified-free-upgrades-workshop-summary.csv,formula_first,exact_linear_generator_from_row_verified_summary,level,free_utility_upgrade_chance_pct,percent_or_percentage_points,0,99,1,0.5,0.5,value = 0.5 + ((level - 0) / 1) * 0.5,exactly reproduced from row-verified summary surface,not_materialized_primary_formula
workshop_multishot_chance_pct,workshop,kb/formulas/tables/canonical-formula-registry.csv#workshop_multishot_chance_pct,kb/workshop/tables/wiki-verified-multishot-workshop-summary.csv,formula_first,exact_linear_generator_from_row_verified_summary,level,multishot_chance_pct,percent_or_percentage_points,0,99,1,0.5,0.5,value = 0.5 + ((level - 0) / 1) * 0.5,exactly reproduced from row-verified summary surface,not_materialized_primary_formula
workshop_multishot_targets,workshop,kb/formulas/tables/canonical-formula-registry.csv#workshop_multishot_targets,kb/workshop/tables/wiki-verified-multishot-workshop-summary.csv,formula_first,exact_linear_generator_from_row_verified_summary,level,multishot_targets,count,0,7,1,2.0,1.0,value = 2.0 + ((level - 0) / 1) * 1.0,exactly reproduced from row-verified summary surface,not_materialized_primary_formula
workshop_rapid_fire_chance_pct,workshop,kb/formulas/tables/canonical-formula-registry.csv#workshop_rapid_fire_chance_pct,kb/workshop/tables/wiki-verified-rapid-fire-workshop-summary.csv,formula_first,exact_linear_generator_from_row_verified_summary,level,rapid_fire_chance_pct,percent_or_percentage_points,0,85,1,0.4,0.4,value = 0.4 + ((level - 0) / 1) * 0.4,exactly reproduced from row-verified summary surface,not_materialized_primary_formula
workshop_bounce_shot_chance_pct,workshop,kb/formulas/tables/canonical-formula-registry.csv#workshop_bounce_shot_chance_pct,kb/workshop/tables/wiki-verified-bounce-shot-workshop-summary.csv,formula_first,exact_linear_generator_from_row_verified_summary,level,bounce_shot_chance_pct,percent_or_percentage_points,0,85,1,0.8,0.8,value = 0.8 + ((level - 0) / 1) * 0.8,exactly reproduced from row-verified summary surface,not_materialized_primary_formula
workshop_bounce_shot_targets,workshop,kb/formulas/tables/canonical-formula-registry.csv#workshop_bounce_shot_targets,kb/workshop/tables/wiki-verified-bounce-shot-workshop-summary.csv,formula_first,exact_linear_generator_from_row_verified_summary,level,bounce_shot_targets,count,0,7,1,1.0,1.0,value = 1.0 + ((level - 0) / 1) * 1.0,exactly reproduced from row-verified summary surface,not_materialized_primary_formula
workshop_bounce_shot_range_m,workshop,kb/formulas/tables/canonical-formula-registry.csv#workshop_bounce_shot_range_m,kb/workshop/tables/wiki-verified-bounce-shot-workshop-summary.csv,formula_first,exact_linear_generator_from_row_verified_summary,level,bounce_shot_range_m,meters,0,60,1,2.0,0.1,value = 2.0 + ((level - 0) / 1) * 0.1,exactly reproduced from row-verified summary surface,not_materialized_primary_formula
workshop_super_critical_chance_pct,workshop,kb/formulas/tables/canonical-formula-registry.csv#workshop_super_critical_chance_pct,kb/workshop/tables/wiki-verified-super-crit-workshop-summary.csv,formula_first,exact_linear_generator_from_row_verified_summary,level,super_critical_chance_pct,percent_or_percentage_points,0,100,1,0.2,0.2,value = 0.2 + ((level - 0) / 1) * 0.2,exactly reproduced from row-verified summary surface,not_materialized_primary_formula
workshop_super_critical_multiplier,workshop,kb/formulas/tables/canonical-formula-registry.csv#workshop_super_critical_multiplier,kb/workshop/tables/wiki-verified-super-crit-workshop-summary.csv,formula_first,exact_linear_generator_from_row_verified_summary,level,super_critical_multiplier,multiplier,0,120,1,1.2,0.1,value = 1.2 + ((level - 0) / 1) * 0.1,exactly reproduced from row-verified summary surface,not_materialized_primary_formula
workshop_rend_armor_chance_pct,workshop,kb/formulas/tables/canonical-formula-registry.csv#workshop_rend_armor_chance_pct,kb/workshop/tables/wiki-verified-rend-armor-workshop-summary.csv,formula_first,exact_linear_generator_from_row_verified_summary,level,rend_armor_chance_pct,percent_or_percentage_points,0,299,1,0.1,0.1,value = 0.1 + ((level - 0) / 1) * 0.1,exactly reproduced from row-verified summary surface,not_materialized_primary_formula
workshop_rend_armor_multiplier,workshop,kb/formulas/tables/canonical-formula-registry.csv#workshop_rend_armor_multiplier,kb/workshop/tables/wiki-verified-rend-armor-workshop-summary.csv,formula_first,exact_linear_generator_from_row_verified_summary,level,rend_armor_multiplier,multiplier,0,299,1,0.001,0.001,value = 0.001 + ((level - 0) / 1) * 0.001,exactly reproduced from row-verified summary surface,not_materialized_primary_formula
workshop_knockback_chance_pct,workshop,kb/formulas/tables/canonical-formula-registry.csv#workshop_knockback_chance_pct,kb/workshop/tables/wiki-verified-knockback-workshop-summary.csv,formula_first,exact_linear_generator_from_row_verified_summary,level,knockback_chance_pct,percent_or_percentage_points,0,80,1,1.0,1.0,value = 1.0 + ((level - 0) / 1) * 1.0,exactly reproduced from row-verified summary surface,not_materialized_primary_formula
workshop_knockback_force,workshop,kb/formulas/tables/canonical-formula-registry.csv#workshop_knockback_force,kb/workshop/tables/wiki-verified-knockback-workshop-summary.csv,formula_first,exact_linear_generator_from_row_verified_summary,level,knockback_force,raw_numeric,0,40,1,0.4,0.142,value = 0.4 + ((level - 0) / 1) * 0.142,exactly reproduced from row-verified summary surface,not_materialized_primary_formula
workshop_orb_count,workshop,kb/formulas/tables/canonical-formula-registry.csv#workshop_orb_count,kb/workshop/derived/materialized/wiki-verified-orbs-workshop-summary.csv,formula_first,exact_linear_generator_from_row_verified_summary,level,orb_count,count,0,4,1,0.0,1.0,value = 0.0 + ((level - 0) / 1) * 1.0,exactly reproduced from row-verified summary surface,not_materialized_primary_formula
workshop_defense_pct,workshop,kb/formulas/tables/canonical-formula-registry.csv#workshop_defense_pct,kb/workshop/tables/wiki-verified-workshop-summary.csv,formula_first,exact_linear_generator_from_row_verified_summary,level,defense_pct,percent_or_percentage_points,0,99,1,0.0,0.5,value = 0.0 + ((level - 0.0) / 1.0) * 0.5,exactly reproduced from row-verified workshop summary surface,paired_with_primary_row_table_for_irregular_costs
workshop_wall_rebuild_seconds,workshop,kb/formulas/tables/canonical-formula-registry.csv#workshop_wall_rebuild_seconds,kb/workshop/tables/wiki-verified-wall-rebuild-cost-snapshot.csv,formula_first,exact_linear_generator_from_row_verified_table,level,wall_rebuild_seconds,seconds,1,300,1,1198.0,-2.0,value = 1198.0 + ((level - 1.0) / 1.0) * -2.0,exactly reproduced from row-verified wall-rebuild cost snapshot; floor enforced by stat cap contract,paired_with_primary_row_table_for_irregular_costs
workshop_interest_per_wave_pct,workshop,kb/formulas/tables/canonical-formula-registry.csv#workshop_interest_per_wave_pct,kb/workshop/tables/wiki-verified-workshop-summary.csv,formula_first,exact_linear_generator_from_row_verified_summary,level,interest_per_wave_pct,percent_or_percentage_points,0,99,1,0.0,0.06,value = 0.0 + ((level - 0.0) / 1.0) * 0.06,exactly reproduced from row-verified workshop summary surface,paired_with_primary_row_table_for_irregular_costs
workshop_rapid_fire_duration_seconds,workshop,kb/formulas/tables/canonical-formula-registry.csv#workshop_rapid_fire_duration_seconds,kb/workshop/tables/wiki-verified-rapid-fire-duration-cost-snapshot.csv,formula_first,exact_linear_generator_from_row_verified_table,level,rapid_fire_duration_seconds,seconds,0,99,1,0.6,0.05,value = 0.6 + ((level - 0.0) / 1.0) * 0.05,exactly reproduced from row-verified snapshot table,paired_with_primary_row_table_for_irregular_costs
workshop_cash_per_wave_value,workshop,kb/formulas/tables/canonical-formula-registry.csv#workshop_cash_per_wave_value,kb/workshop/tables/wiki-verified-workshop-summary.csv,formula_first,exact_linear_generator_from_row_verified_summary,level,cash_per_wave_value,raw_numeric,0,149,1,0.0,4.0,value = 0.0 + ((level - 0.0) / 1.0) * 4.0,exactly reproduced from row-verified workshop summary surface,paired_with_primary_row_table_for_irregular_costs
wiki_lab_critical_factor_value,labs,kb/formulas/tables/canonical-formula-registry.csv#wiki_lab_critical_factor_value,kb/labs/tables/lab-values.csv,formula_first,exact_linear_generator_from_row_verified_table,level,value,raw_numeric,1,99,1,1.03,0.03,value = 1.03 + ((level - 1.0) / 1.0) * 0.03,exactly reproduced from row-verified lab-values table,materialized_view_exists
wiki_lab_coins_kill_bonus_value,labs,kb/formulas/tables/canonical-formula-registry.csv#wiki_lab_coins_kill_bonus_value,kb/labs/tables/lab-values.csv,formula_first,exact_linear_generator_from_row_verified_table,level,value,raw_numeric,1,99,1,1.02,0.02,value = 1.02 + ((level - 1.0) / 1.0) * 0.02,exactly reproduced from row-verified lab-values table,materialized_view_exists
wiki_lab_defense_absolute_value,labs,kb/formulas/tables/canonical-formula-registry.csv#wiki_lab_defense_absolute_value,kb/labs/tables/lab-values.csv,formula_first,exact_linear_generator_from_row_verified_table,level,value,raw_numeric,1,100,1,1.03,0.03,value = 1.03 + ((level - 1.0) / 1.0) * 0.03,exactly reproduced from row-verified lab-values table,materialized_view_exists
wiki_lab_damage_per_meter_value,labs,kb/formulas/tables/canonical-formula-registry.csv#wiki_lab_damage_per_meter_value,kb/labs/tables/lab-values.csv,formula_first,exact_linear_generator_from_row_verified_table,level,value,raw_numeric,1,99,1,1.02,0.02,value = 1.02 + ((level - 1.0) / 1.0) * 0.02,exactly reproduced from row-verified lab-values table,materialized_view_exists
wiki_wall_lab_wall_rebuild_seconds_reduction,labs,kb/formulas/tables/canonical-formula-registry.csv#wiki_wall_lab_wall_rebuild_seconds_reduction,kb/labs/tables/lab-values.csv,formula_first,exact_linear_generator_from_row_verified_table,level,seconds_reduction,seconds,1,20,1,-10.0,-10.0,value = -10.0 + ((level - 1.0) / 1.0) * -10.0,exactly reproduced from row-verified lab-values table,materialized_view_exists
wiki_lab_rend_armor_max_bonus_multiplier,labs,kb/formulas/tables/canonical-formula-registry.csv#wiki_lab_rend_armor_max_bonus_multiplier,kb/labs/tables/lab-values.csv,formula_first,exact_linear_generator_from_row_verified_table,level,bonus_multiplier,multiplier,1,30,1,0.25,0.25,value = 0.25 + ((level - 1.0) / 1.0) * 0.25,row-verified lab-values table normalized to bonus-over-base contributor surface,materialized_view_exists
workshop_wall_fortification_value_multiplier,workshop,kb/formulas/tables/canonical-formula-registry.csv#workshop_wall_fortification_value_multiplier,kb/labs/derived/materialized/wall-lab-wall-fortification.csv,formula_first,exact_linear_generator_from_row_verified_table,level,value_multiplier,multiplier,1,60,1,1.2,0.2,value = 1.2 + ((level - 1.0) / 1.0) * 0.2,exactly reproduced from row-verified table (labs-owned source; workshop runtime alias),materialized_view_exists
