mechanic_id,mechanic_type,domain,authority_classification,authority_source,authority_reason_code,notes
workshop_thorns_pct,formula_id,workshop,canonical_in_canonical_formula_registry,kb/formulas/tables/canonical-formula-registry.csv,,
workshop_wall_health_pct,formula_id,workshop,canonical_in_canonical_formula_registry,kb/formulas/tables/canonical-formula-registry.csv,,
workshop_critical_chance_pct,formula_id,workshop,canonical_in_canonical_formula_registry,kb/formulas/tables/canonical-formula-registry.csv,,
workshop_critical_factor_multiplier,formula_id,workshop,canonical_in_canonical_formula_registry,kb/formulas/tables/canonical-formula-registry.csv,,
workshop_free_attack_upgrade_chance_pct,formula_id,workshop,canonical_in_canonical_formula_registry,kb/formulas/tables/canonical-formula-registry.csv,,
workshop_free_defense_upgrade_chance_pct,formula_id,workshop,canonical_in_canonical_formula_registry,kb/formulas/tables/canonical-formula-registry.csv,,
workshop_free_utility_upgrade_chance_pct,formula_id,workshop,canonical_in_canonical_formula_registry,kb/formulas/tables/canonical-formula-registry.csv,,
workshop_multishot_chance_pct,formula_id,workshop,canonical_in_canonical_formula_registry,kb/formulas/tables/canonical-formula-registry.csv,,
workshop_multishot_targets,formula_id,workshop,canonical_in_canonical_formula_registry,kb/formulas/tables/canonical-formula-registry.csv,,
workshop_rapid_fire_chance_pct,formula_id,workshop,canonical_in_canonical_formula_registry,kb/formulas/tables/canonical-formula-registry.csv,,
workshop_bounce_shot_chance_pct,formula_id,workshop,canonical_in_canonical_formula_registry,kb/formulas/tables/canonical-formula-registry.csv,,
workshop_bounce_shot_targets,formula_id,workshop,canonical_in_canonical_formula_registry,kb/formulas/tables/canonical-formula-registry.csv,,
workshop_bounce_shot_range_m,formula_id,workshop,canonical_in_canonical_formula_registry,kb/formulas/tables/canonical-formula-registry.csv,,
workshop_super_critical_chance_pct,formula_id,workshop,canonical_in_canonical_formula_registry,kb/formulas/tables/canonical-formula-registry.csv,,
workshop_super_critical_multiplier,formula_id,workshop,canonical_in_canonical_formula_registry,kb/formulas/tables/canonical-formula-registry.csv,,
workshop_rend_armor_chance_pct,formula_id,workshop,canonical_in_canonical_formula_registry,kb/formulas/tables/canonical-formula-registry.csv,,
workshop_rend_armor_multiplier,formula_id,workshop,canonical_in_canonical_formula_registry,kb/formulas/tables/canonical-formula-registry.csv,,
workshop_knockback_chance_pct,formula_id,workshop,canonical_in_canonical_formula_registry,kb/formulas/tables/canonical-formula-registry.csv,,
workshop_knockback_force,formula_id,workshop,canonical_in_canonical_formula_registry,kb/formulas/tables/canonical-formula-registry.csv,,
workshop_orb_count,formula_id,workshop,canonical_in_canonical_formula_registry,kb/formulas/tables/canonical-formula-registry.csv,,
workshop_defense_pct,formula_id,workshop,canonical_in_canonical_formula_registry,kb/formulas/tables/canonical-formula-registry.csv,,
workshop_wall_rebuild_seconds,formula_id,workshop,canonical_in_canonical_formula_registry,kb/formulas/tables/canonical-formula-registry.csv,,
workshop_interest_per_wave_pct,formula_id,workshop,canonical_in_canonical_formula_registry,kb/formulas/tables/canonical-formula-registry.csv,,
workshop_rapid_fire_duration_seconds,formula_id,workshop,canonical_in_canonical_formula_registry,kb/formulas/tables/canonical-formula-registry.csv,,
workshop_cash_per_wave_value,formula_id,workshop,canonical_in_canonical_formula_registry,kb/formulas/tables/canonical-formula-registry.csv,,
wiki_lab_critical_factor_value,formula_id,labs,canonical_in_canonical_formula_registry,kb/formulas/tables/canonical-formula-registry.csv,,
wiki_lab_coins_kill_bonus_value,formula_id,labs,canonical_in_canonical_formula_registry,kb/formulas/tables/canonical-formula-registry.csv,,
wiki_lab_defense_absolute_value,formula_id,labs,canonical_in_canonical_formula_registry,kb/formulas/tables/canonical-formula-registry.csv,,
wiki_lab_damage_per_meter_value,formula_id,labs,canonical_in_canonical_formula_registry,kb/formulas/tables/canonical-formula-registry.csv,,
wiki_wall_lab_wall_rebuild_seconds_reduction,formula_id,labs,canonical_in_canonical_formula_registry,kb/formulas/tables/canonical-formula-registry.csv,,
wiki_lab_rend_armor_max_bonus_multiplier,formula_id,labs,canonical_in_canonical_formula_registry,kb/formulas/tables/canonical-formula-registry.csv,,
workshop_wall_fortification_value_multiplier,formula_id,workshop,canonical_in_canonical_formula_registry,kb/formulas/tables/canonical-formula-registry.csv,,
