wave,surface,enemy_health,source_class,source_file
300,Tier 6,155330000.0,repo_raw_table,enemy_health_table.csv
400,Tier 6,647460000.0,repo_raw_table,enemy_health_table.csv
500,Tier 6,2170000000.0,repo_raw_table,enemy_health_table.csv
750,Tier 6,31440000000.0,repo_raw_table,enemy_health_table.csv
1000,Tier 6,356210000000.0,repo_raw_table,enemy_health_table.csv
1250,Tier 6,2530000000000.0,repo_raw_table,enemy_health_table.csv
1500,Tier 6,18760000000000.0,repo_raw_table,enemy_health_table.csv
2000,Tier 6,819580000000000.0,repo_raw_table,enemy_health_table.csv
2500,Tier 6,2.408e+16,repo_raw_table,enemy_health_table.csv
3000,Tier 6,8.2824e+17,repo_raw_table,enemy_health_table.csv
3500,Tier 6,2.132e+19,repo_raw_table,enemy_health_table.csv
4500,Tier 6,1.47e+22,repo_raw_table,enemy_health_table.csv
5000,Tier 6,2.9677e+23,repo_raw_table,enemy_health_table.csv
5500,Tier 6,7.509999999999999e+24,repo_raw_table,enemy_health_table.csv
6000,Tier 6,1.5875e+26,repo_raw_table,enemy_health_table.csv
6500,Tier 6,3.3700000000000004e+27,repo_raw_table,enemy_health_table.csv
7000,Tier 6,7.931999999999999e+28,repo_raw_table,enemy_health_table.csv
7500,Tier 6,1.6999999999999998e+30,repo_raw_table,enemy_health_table.csv
8000,Tier 6,3.205e+31,repo_raw_table,enemy_health_table.csv
8500,Tier 6,7.279199999999999e+32,repo_raw_table,enemy_health_table.csv
9000,Tier 6,1.523e+34,repo_raw_table,enemy_health_table.csv
9500,Tier 6,2.8002e+35,repo_raw_table,enemy_health_table.csv
10000,Tier 6,5.38e+36,repo_raw_table,enemy_health_table.csv
10500,Tier 6,1.0440999999999999e+38,repo_raw_table,enemy_health_table.csv
11000,Tier 6,2.24e+39,repo_raw_table,enemy_health_table.csv
11500,Tier 6,3.79e+40,repo_raw_table,enemy_health_table.csv
12000,Tier 6,8.026799999999998e+41,repo_raw_table,enemy_health_table.csv
12500,Tier 6,1.27e+43,repo_raw_table,enemy_health_table.csv
13000,Tier 6,2.8158e+44,repo_raw_table,enemy_health_table.csv
13500,Tier 6,6.86e+45,repo_raw_table,enemy_health_table.csv
14500,Tier 6,2.2400000000000002e+48,repo_raw_table,enemy_health_table.csv
15000,Tier 6,3.782e+49,repo_raw_table,enemy_health_table.csv
15500,Tier 6,7.4574e+50,repo_raw_table,enemy_health_table.csv
16000,Tier 6,1.34e+52,repo_raw_table,enemy_health_table.csv
16500,Tier 6,2.5478e+53,repo_raw_table,enemy_health_table.csv
17000,Tier 6,4.38e+54,repo_raw_table,enemy_health_table.csv
17500,Tier 6,8.365000000000001e+55,repo_raw_table,enemy_health_table.csv
18000,Tier 6,1.69e+57,repo_raw_table,enemy_health_table.csv
18500,Tier 6,2.782e+58,repo_raw_table,enemy_health_table.csv
19000,Tier 6,5.3408000000000005e+59,repo_raw_table,enemy_health_table.csv
19500,Tier 6,9.65e+60,repo_raw_table,enemy_health_table.csv
20000,Tier 6,1.6191999999999997e+62,repo_raw_table,enemy_health_table.csv
21000,Tier 6,7.171e+64,repo_raw_table,enemy_health_table.csv
22000,Tier 6,2.163e+67,repo_raw_table,enemy_health_table.csv
23000,Tier 6,6.72e+69,repo_raw_table,enemy_health_table.csv
24000,Tier 6,2.16e+72,repo_raw_table,enemy_health_table.csv
25000,Tier 6,6.498700000000001e+74,repo_raw_table,enemy_health_table.csv
30000,Tier 6,2.51e+87,repo_raw_table,enemy_health_table.csv
35000,Tier 6,7.610000000000001e+99,repo_raw_table,enemy_health_table.csv
40000,Tier 6,2.083e+112,repo_raw_table,enemy_health_table.csv
45000,Tier 6,6.13e+124,repo_raw_table,enemy_health_table.csv
50000,Tier 6,1.49e+137,repo_raw_table,enemy_health_table.csv
55000,Tier 6,4.49e+149,repo_raw_table,enemy_health_table.csv
60000,Tier 6,9.659999999999999e+161,repo_raw_table,enemy_health_table.csv
65000,Tier 6,2.6900000000000004e+174,repo_raw_table,enemy_health_table.csv
70000,Tier 6,6.27e+186,repo_raw_table,enemy_health_table.csv
75000,Tier 6,1.69e+199,repo_raw_table,enemy_health_table.csv
80000,Tier 6,3.37e+211,repo_raw_table,enemy_health_table.csv
85000,Tier 6,1.0300000000000001e+224,repo_raw_table,enemy_health_table.csv
90000,Tier 6,2.33e+236,repo_raw_table,enemy_health_table.csv
95000,Tier 6,4.46e+248,repo_raw_table,enemy_health_table.csv
100000,Tier 6,1.0699999999999998e+261,repo_raw_table,enemy_health_table.csv
1,Tier 7,2260.0,repo_raw_table,enemy_health_table.csv
10,Tier 7,17620.0,repo_raw_table,enemy_health_table.csv
20,Tier 7,56880.0,repo_raw_table,enemy_health_table.csv
30,Tier 7,137620.0,repo_raw_table,enemy_health_table.csv
40,Tier 7,255470.0,repo_raw_table,enemy_health_table.csv
50,Tier 7,458370.0,repo_raw_table,enemy_health_table.csv
60,Tier 7,776720.0,repo_raw_table,enemy_health_table.csv
70,Tier 7,1120000.0,repo_raw_table,enemy_health_table.csv
80,Tier 7,1750000.0,repo_raw_table,enemy_health_table.csv
90,Tier 7,2670000.0,repo_raw_table,enemy_health_table.csv
100,Tier 7,4190000.000000001,repo_raw_table,enemy_health_table.csv
150,Tier 7,16500000.0,repo_raw_table,enemy_health_table.csv
200,Tier 7,52650000.0,repo_raw_table,enemy_health_table.csv
250,Tier 7,136660000.0,repo_raw_table,enemy_health_table.csv
300,Tier 7,310670000.0,repo_raw_table,enemy_health_table.csv
400,Tier 7,1290000000.0,repo_raw_table,enemy_health_table.csv
500,Tier 7,4340000000.0,repo_raw_table,enemy_health_table.csv
750,Tier 7,62880000000.0,repo_raw_table,enemy_health_table.csv
1000,Tier 7,712420000000.0,repo_raw_table,enemy_health_table.csv
1250,Tier 7,5050000000000.0,repo_raw_table,enemy_health_table.csv
1500,Tier 7,37530000000000.0,repo_raw_table,enemy_health_table.csv
2000,Tier 7,1640000000000000.0,repo_raw_table,enemy_health_table.csv
2500,Tier 7,4.816e+16,repo_raw_table,enemy_health_table.csv
3000,Tier 7,1.66e+18,repo_raw_table,enemy_health_table.csv
3500,Tier 7,4.264e+19,repo_raw_table,enemy_health_table.csv
4500,Tier 7,2.939e+22,repo_raw_table,enemy_health_table.csv
5000,Tier 7,5.9353e+23,repo_raw_table,enemy_health_table.csv
5500,Tier 7,1.502e+25,repo_raw_table,enemy_health_table.csv
6000,Tier 7,3.1751e+26,repo_raw_table,enemy_health_table.csv
6500,Tier 7,6.740000000000001e+27,repo_raw_table,enemy_health_table.csv
7000,Tier 7,1.5863999999999997e+29,repo_raw_table,enemy_health_table.csv
7500,Tier 7,3.3999999999999997e+30,repo_raw_table,enemy_health_table.csv
8000,Tier 7,6.409000000000001e+31,repo_raw_table,enemy_health_table.csv
8500,Tier 7,1.4599999999999998e+33,repo_raw_table,enemy_health_table.csv
9000,Tier 7,3.0449999999999995e+34,repo_raw_table,enemy_health_table.csv
9500,Tier 7,5.600499999999999e+35,repo_raw_table,enemy_health_table.csv
10000,Tier 7,1.076e+37,repo_raw_table,enemy_health_table.csv
10500,Tier 7,2.0881999999999998e+38,repo_raw_table,enemy_health_table.csv
11000,Tier 7,4.4899999999999997e+39,repo_raw_table,enemy_health_table.csv
11500,Tier 7,7.58e+40,repo_raw_table,enemy_health_table.csv
12000,Tier 7,1.61e+42,repo_raw_table,enemy_health_table.csv
12500,Tier 7,2.54e+43,repo_raw_table,enemy_health_table.csv
13000,Tier 7,5.6315e+44,repo_raw_table,enemy_health_table.csv
13500,Tier 7,1.373e+46,repo_raw_table,enemy_health_table.csv
14500,Tier 7,4.480000000000001e+48,repo_raw_table,enemy_health_table.csv
15000,Tier 7,7.564e+49,repo_raw_table,enemy_health_table.csv
15500,Tier 7,1.4899999999999998e+51,repo_raw_table,enemy_health_table.csv
16000,Tier 7,2.68e+52,repo_raw_table,enemy_health_table.csv
16500,Tier 7,5.0956e+53,repo_raw_table,enemy_health_table.csv
17000,Tier 7,8.76e+54,repo_raw_table,enemy_health_table.csv
17500,Tier 7,1.6729e+56,repo_raw_table,enemy_health_table.csv
18000,Tier 7,3.39e+57,repo_raw_table,enemy_health_table.csv
18500,Tier 7,5.564e+58,repo_raw_table,enemy_health_table.csv
19000,Tier 7,1.07e+60,repo_raw_table,enemy_health_table.csv
19500,Tier 7,1.93e+61,repo_raw_table,enemy_health_table.csv
20000,Tier 7,3.2383999999999994e+62,repo_raw_table,enemy_health_table.csv
21000,Tier 7,1.4343e+65,repo_raw_table,enemy_health_table.csv
22000,Tier 7,4.327e+67,repo_raw_table,enemy_health_table.csv
23000,Tier 7,1.3450000000000001e+70,repo_raw_table,enemy_health_table.csv
24000,Tier 7,4.32e+72,repo_raw_table,enemy_health_table.csv
25000,Tier 7,1.3e+75,repo_raw_table,enemy_health_table.csv
30000,Tier 7,5.019999999999999e+87,repo_raw_table,enemy_health_table.csv
35000,Tier 7,1.5220000000000002e+100,repo_raw_table,enemy_health_table.csv
40000,Tier 7,4.165e+112,repo_raw_table,enemy_health_table.csv
45000,Tier 7,1.23e+125,repo_raw_table,enemy_health_table.csv
50000,Tier 7,2.98e+137,repo_raw_table,enemy_health_table.csv
55000,Tier 7,8.98e+149,repo_raw_table,enemy_health_table.csv
60000,Tier 7,1.93e+162,repo_raw_table,enemy_health_table.csv
65000,Tier 7,5.3700000000000005e+174,repo_raw_table,enemy_health_table.csv
70000,Tier 7,1.25e+187,repo_raw_table,enemy_health_table.csv
75000,Tier 7,3.38e+199,repo_raw_table,enemy_health_table.csv
80000,Tier 7,6.75e+211,repo_raw_table,enemy_health_table.csv
85000,Tier 7,2.0700000000000002e+224,repo_raw_table,enemy_health_table.csv
90000,Tier 7,4.66e+236,repo_raw_table,enemy_health_table.csv
95000,Tier 7,8.910000000000001e+248,repo_raw_table,enemy_health_table.csv
100000,Tier 7,2.13e+261,repo_raw_table,enemy_health_table.csv
1,Tier 8,4510.0,repo_raw_table,enemy_health_table.csv
10,Tier 8,35240.0,repo_raw_table,enemy_health_table.csv
20,Tier 8,113760.0,repo_raw_table,enemy_health_table.csv
30,Tier 8,275240.0,repo_raw_table,enemy_health_table.csv
40,Tier 8,510930.0,repo_raw_table,enemy_health_table.csv
50,Tier 8,916740.0,repo_raw_table,enemy_health_table.csv
60,Tier 8,1550000.0,repo_raw_table,enemy_health_table.csv
70,Tier 8,2240000.0,repo_raw_table,enemy_health_table.csv
80,Tier 8,3500000.0,repo_raw_table,enemy_health_table.csv
90,Tier 8,5340000.0,repo_raw_table,enemy_health_table.csv
100,Tier 8,8380000.000000001,repo_raw_table,enemy_health_table.csv
150,Tier 8,33000000.0,repo_raw_table,enemy_health_table.csv
200,Tier 8,105290000.0,repo_raw_table,enemy_health_table.csv
250,Tier 8,273320000.0,repo_raw_table,enemy_health_table.csv
300,Tier 8,621330000.0,repo_raw_table,enemy_health_table.csv
400,Tier 8,2590000000.0,repo_raw_table,enemy_health_table.csv
500,Tier 8,8690000000.0,repo_raw_table,enemy_health_table.csv
750,Tier 8,125760000000.0,repo_raw_table,enemy_health_table.csv
1000,Tier 8,1420000000000.0,repo_raw_table,enemy_health_table.csv
1250,Tier 8,10110000000000.0,repo_raw_table,enemy_health_table.csv
1500,Tier 8,75060000000000.0,repo_raw_table,enemy_health_table.csv
2000,Tier 8,3280000000000000.0,repo_raw_table,enemy_health_table.csv
2500,Tier 8,9.633e+16,repo_raw_table,enemy_health_table.csv
3000,Tier 8,3.31e+18,repo_raw_table,enemy_health_table.csv
3500,Tier 8,8.528e+19,repo_raw_table,enemy_health_table.csv
4500,Tier 8,5.879e+22,repo_raw_table,enemy_health_table.csv
5000,Tier 8,1.19e+24,repo_raw_table,enemy_health_table.csv
5500,Tier 8,3.005e+25,repo_raw_table,enemy_health_table.csv
6000,Tier 8,6.3501e+26,repo_raw_table,enemy_health_table.csv
6500,Tier 8,1.348e+28,repo_raw_table,enemy_health_table.csv
7000,Tier 8,3.1727e+29,repo_raw_table,enemy_health_table.csv
7500,Tier 8,6.799999999999999e+30,repo_raw_table,enemy_health_table.csv
8000,Tier 8,1.2818e+32,repo_raw_table,enemy_health_table.csv
8500,Tier 8,2.9099999999999996e+33,repo_raw_table,enemy_health_table.csv
9000,Tier 8,6.091e+34,repo_raw_table,enemy_health_table.csv
9500,Tier 8,1.12e+36,repo_raw_table,enemy_health_table.csv
10000,Tier 8,2.1529999999999997e+37,repo_raw_table,enemy_health_table.csv
10500,Tier 8,4.1763e+38,repo_raw_table,enemy_health_table.csv
11000,Tier 8,8.97e+39,repo_raw_table,enemy_health_table.csv
11500,Tier 8,1.516e+41,repo_raw_table,enemy_health_table.csv
12000,Tier 8,3.21e+42,repo_raw_table,enemy_health_table.csv
12500,Tier 8,5.081000000000001e+43,repo_raw_table,enemy_health_table.csv
13000,Tier 8,1.1299999999999999e+45,repo_raw_table,enemy_health_table.csv
13500,Tier 8,2.746e+46,repo_raw_table,enemy_health_table.csv
14500,Tier 8,8.95e+48,repo_raw_table,enemy_health_table.csv
15000,Tier 8,1.5128e+50,repo_raw_table,enemy_health_table.csv
15500,Tier 8,2.9799999999999997e+51,repo_raw_table,enemy_health_table.csv
16000,Tier 8,5.359e+52,repo_raw_table,enemy_health_table.csv
16500,Tier 8,1.02e+54,repo_raw_table,enemy_health_table.csv
17000,Tier 8,1.752e+55,repo_raw_table,enemy_health_table.csv
17500,Tier 8,3.3458e+56,repo_raw_table,enemy_health_table.csv
18000,Tier 8,6.77e+57,repo_raw_table,enemy_health_table.csv
18500,Tier 8,1.1129e+59,repo_raw_table,enemy_health_table.csv
19000,Tier 8,2.14e+60,repo_raw_table,enemy_health_table.csv
19500,Tier 8,3.86e+61,repo_raw_table,enemy_health_table.csv
20000,Tier 8,6.4768e+62,repo_raw_table,enemy_health_table.csv
21000,Tier 8,2.8684999999999997e+65,repo_raw_table,enemy_health_table.csv
22000,Tier 8,8.652999999999999e+67,repo_raw_table,enemy_health_table.csv
23000,Tier 8,2.6890000000000002e+70,repo_raw_table,enemy_health_table.csv
24000,Tier 8,8.630000000000001e+72,repo_raw_table,enemy_health_table.csv
25000,Tier 8,2.6e+75,repo_raw_table,enemy_health_table.csv
30000,Tier 8,1.0039999999999998e+88,repo_raw_table,enemy_health_table.csv
35000,Tier 8,3.0450000000000004e+100,repo_raw_table,enemy_health_table.csv
40000,Tier 8,8.329999999999999e+112,repo_raw_table,enemy_health_table.csv
45000,Tier 8,2.45e+125,repo_raw_table,enemy_health_table.csv
50000,Tier 8,5.95e+137,repo_raw_table,enemy_health_table.csv
55000,Tier 8,1.8e+150,repo_raw_table,enemy_health_table.csv
60000,Tier 8,3.86e+162,repo_raw_table,enemy_health_table.csv
65000,Tier 8,1.07e+175,repo_raw_table,enemy_health_table.csv
70000,Tier 8,2.51e+187,repo_raw_table,enemy_health_table.csv
75000,Tier 8,6.77e+199,repo_raw_table,enemy_health_table.csv
80000,Tier 8,1.3499999999999999e+212,repo_raw_table,enemy_health_table.csv
85000,Tier 8,4.1300000000000005e+224,repo_raw_table,enemy_health_table.csv
90000,Tier 8,9.33e+236,repo_raw_table,enemy_health_table.csv
95000,Tier 8,1.7799999999999999e+249,repo_raw_table,enemy_health_table.csv
100000,Tier 8,4.27e+261,repo_raw_table,enemy_health_table.csv
1,Tier 9,13540.0,repo_raw_table,enemy_health_table.csv
10,Tier 9,105730.0,repo_raw_table,enemy_health_table.csv
20,Tier 9,341280.0,repo_raw_table,enemy_health_table.csv
30,Tier 9,825730.0,repo_raw_table,enemy_health_table.csv
40,Tier 9,1530000.0,repo_raw_table,enemy_health_table.csv
50,Tier 9,2750000.0,repo_raw_table,enemy_health_table.csv
60,Tier 9,4660000.0,repo_raw_table,enemy_health_table.csv
70,Tier 9,6720000.0,repo_raw_table,enemy_health_table.csv
80,Tier 9,10500000.0,repo_raw_table,enemy_health_table.csv
90,Tier 9,16020000.0,repo_raw_table,enemy_health_table.csv
100,Tier 9,25140000.0,repo_raw_table,enemy_health_table.csv
150,Tier 9,98990000.0,repo_raw_table,enemy_health_table.csv
200,Tier 9,315870000.0,repo_raw_table,enemy_health_table.csv
250,Tier 9,819960000.0,repo_raw_table,enemy_health_table.csv
300,Tier 9,1860000000.0,repo_raw_table,enemy_health_table.csv
400,Tier 9,7770000000.0,repo_raw_table,enemy_health_table.csv
500,Tier 9,26070000000.0,repo_raw_table,enemy_health_table.csv
750,Tier 9,377280000000.0,repo_raw_table,enemy_health_table.csv
1000,Tier 9,4270000000000.0,repo_raw_table,enemy_health_table.csv
1250,Tier 9,30330000000000.0,repo_raw_table,enemy_health_table.csv
1500,Tier 9,225170000000000.0,repo_raw_table,enemy_health_table.csv
2000,Tier 9,9830000000000000.0,repo_raw_table,enemy_health_table.csv
2500,Tier 9,2.8898e+17,repo_raw_table,enemy_health_table.csv
3000,Tier 9,9.94e+18,repo_raw_table,enemy_health_table.csv
3500,Tier 9,2.5584e+20,repo_raw_table,enemy_health_table.csv
4500,Tier 9,1.7637e+23,repo_raw_table,enemy_health_table.csv
5000,Tier 9,3.56e+24,repo_raw_table,enemy_health_table.csv
5500,Tier 9,9.015e+25,repo_raw_table,enemy_health_table.csv
6000,Tier 9,1.91e+27,repo_raw_table,enemy_health_table.csv
6500,Tier 9,4.044000000000001e+28,repo_raw_table,enemy_health_table.csv
7000,Tier 9,9.5182e+29,repo_raw_table,enemy_health_table.csv
7500,Tier 9,2.04e+31,repo_raw_table,enemy_health_table.csv
8000,Tier 9,3.8455000000000005e+32,repo_raw_table,enemy_health_table.csv
8500,Tier 9,8.74e+33,repo_raw_table,enemy_health_table.csv
9000,Tier 9,1.8272e+35,repo_raw_table,enemy_health_table.csv
9500,Tier 9,3.36e+36,repo_raw_table,enemy_health_table.csv
10000,Tier 9,6.4580000000000005e+37,repo_raw_table,enemy_health_table.csv
10500,Tier 9,1.2499999999999999e+39,repo_raw_table,enemy_health_table.csv
11000,Tier 9,2.691e+40,repo_raw_table,enemy_health_table.csv
11500,Tier 9,4.548e+41,repo_raw_table,enemy_health_table.csv
12000,Tier 9,9.63e+42,repo_raw_table,enemy_health_table.csv
12500,Tier 9,1.5241999999999999e+44,repo_raw_table,enemy_health_table.csv
13000,Tier 9,3.3799999999999995e+45,repo_raw_table,enemy_health_table.csv
13500,Tier 9,8.237999999999999e+46,repo_raw_table,enemy_health_table.csv
14500,Tier 9,2.6859999999999997e+49,repo_raw_table,enemy_health_table.csv
15000,Tier 9,4.5383e+50,repo_raw_table,enemy_health_table.csv
15500,Tier 9,8.949999999999999e+51,repo_raw_table,enemy_health_table.csv
16000,Tier 9,1.6076999999999999e+53,repo_raw_table,enemy_health_table.csv
16500,Tier 9,3.06e+54,repo_raw_table,enemy_health_table.csv
17000,Tier 9,5.255e+55,repo_raw_table,enemy_health_table.csv
17500,Tier 9,1e+57,repo_raw_table,enemy_health_table.csv
18000,Tier 9,2.0320000000000002e+58,repo_raw_table,enemy_health_table.csv
18500,Tier 9,3.3387e+59,repo_raw_table,enemy_health_table.csv
19000,Tier 9,6.41e+60,repo_raw_table,enemy_health_table.csv
19500,Tier 9,1.1581e+62,repo_raw_table,enemy_health_table.csv
20000,Tier 9,1.94e+63,repo_raw_table,enemy_health_table.csv
21000,Tier 9,8.6056e+65,repo_raw_table,enemy_health_table.csv
22000,Tier 9,2.596e+68,repo_raw_table,enemy_health_table.csv
23000,Tier 9,8.067000000000001e+70,repo_raw_table,enemy_health_table.csv
24000,Tier 9,2.589e+73,repo_raw_table,enemy_health_table.csv
25000,Tier 9,7.799999999999999e+75,repo_raw_table,enemy_health_table.csv
30000,Tier 9,3.0109999999999998e+88,repo_raw_table,enemy_health_table.csv
35000,Tier 9,9.134e+100,repo_raw_table,enemy_health_table.csv
40000,Tier 9,2.4991e+113,repo_raw_table,enemy_health_table.csv
45000,Tier 9,7.36e+125,repo_raw_table,enemy_health_table.csv
50000,Tier 9,1.79e+138,repo_raw_table,enemy_health_table.csv
55000,Tier 9,5.3900000000000004e+150,repo_raw_table,enemy_health_table.csv
60000,Tier 9,1.16e+163,repo_raw_table,enemy_health_table.csv
65000,Tier 9,3.22e+175,repo_raw_table,enemy_health_table.csv
70000,Tier 9,7.52e+187,repo_raw_table,enemy_health_table.csv
75000,Tier 9,2.03e+200,repo_raw_table,enemy_health_table.csv
80000,Tier 9,4.0499999999999994e+212,repo_raw_table,enemy_health_table.csv
85000,Tier 9,1.2400000000000001e+225,repo_raw_table,enemy_health_table.csv
90000,Tier 9,2.8000000000000002e+237,repo_raw_table,enemy_health_table.csv
95000,Tier 9,5.3499999999999996e+249,repo_raw_table,enemy_health_table.csv
100000,Tier 9,1.28e+262,repo_raw_table,enemy_health_table.csv
1,Tier 10,94750.0,repo_raw_table,enemy_health_table.csv
10,Tier 10,747300.0,repo_raw_table,enemy_health_table.csv
20,Tier 10,2430000.0,repo_raw_table,enemy_health_table.csv
30,Tier 10,5930000.0,repo_raw_table,enemy_health_table.csv
40,Tier 10,11050000.0,repo_raw_table,enemy_health_table.csv
50,Tier 10,19890000.0,repo_raw_table,enemy_health_table.csv
60,Tier 10,33800000.0,repo_raw_table,enemy_health_table.csv
70,Tier 10,48840000.0,repo_raw_table,enemy_health_table.csv
80,Tier 10,76480000.0,repo_raw_table,enemy_health_table.csv
90,Tier 10,116820000.0,repo_raw_table,enemy_health_table.csv
100,Tier 10,183600000.0,repo_raw_table,enemy_health_table.csv
150,Tier 10,726620000.0,repo_raw_table,enemy_health_table.csv
200,Tier 10,2330000000.0,repo_raw_table,enemy_health_table.csv
250,Tier 10,6060000000.0,repo_raw_table,enemy_health_table.csv
300,Tier 10,13790000000.0,repo_raw_table,enemy_health_table.csv
400,Tier 10,57680000000.0,repo_raw_table,enemy_health_table.csv
500,Tier 10,193990000000.0,repo_raw_table,enemy_health_table.csv
750,Tier 10,2820000000000.0,repo_raw_table,enemy_health_table.csv
1000,Tier 10,32050000000000.0,repo_raw_table,enemy_health_table.csv
1250,Tier 10,227890000000000.0,repo_raw_table,enemy_health_table.csv
1500,Tier 10,1700000000000000.0,repo_raw_table,enemy_health_table.csv
2000,Tier 10,7.427e+16,repo_raw_table,enemy_health_table.csv
2500,Tier 10,2.19e+18,repo_raw_table,enemy_health_table.csv
3000,Tier 10,7.536e+19,repo_raw_table,enemy_health_table.csv
3500,Tier 10,1.94e+21,repo_raw_table,enemy_health_table.csv
4500,Tier 10,1.34e+24,repo_raw_table,enemy_health_table.csv
5000,Tier 10,2.714e+25,repo_raw_table,enemy_health_table.csv
5500,Tier 10,6.877300000000001e+26,repo_raw_table,enemy_health_table.csv
6000,Tier 10,1.4550000000000002e+28,repo_raw_table,enemy_health_table.csv
6500,Tier 10,3.0902000000000002e+29,repo_raw_table,enemy_health_table.csv
7000,Tier 10,7.279999999999999e+30,repo_raw_table,enemy_health_table.csv
7500,Tier 10,1.5614999999999999e+32,repo_raw_table,enemy_health_table.csv
8000,Tier 10,2.9399999999999995e+33,repo_raw_table,enemy_health_table.csv
8500,Tier 10,6.693000000000001e+34,repo_raw_table,enemy_health_table.csv
9000,Tier 10,1.4e+36,repo_raw_table,enemy_health_table.csv
9500,Tier 10,2.5779999999999997e+37,repo_raw_table,enemy_health_table.csv
10000,Tier 10,4.9568999999999995e+38,repo_raw_table,enemy_health_table.csv
10500,Tier 10,9.62e+39,repo_raw_table,enemy_health_table.csv
11000,Tier 10,2.0675e+41,repo_raw_table,enemy_health_table.csv
11500,Tier 10,3.5e+42,repo_raw_table,enemy_health_table.csv
12000,Tier 10,7.406000000000001e+43,repo_raw_table,enemy_health_table.csv
12500,Tier 10,1.1700000000000001e+45,repo_raw_table,enemy_health_table.csv
13000,Tier 10,2.6e+46,repo_raw_table,enemy_health_table.csv
13500,Tier 10,6.341399999999999e+47,repo_raw_table,enemy_health_table.csv
14500,Tier 10,2.0696000000000004e+50,repo_raw_table,enemy_health_table.csv
15000,Tier 10,3.5e+51,repo_raw_table,enemy_health_table.csv
15500,Tier 10,6.899e+52,repo_raw_table,enemy_health_table.csv
16000,Tier 10,1.2399999999999999e+54,repo_raw_table,enemy_health_table.csv
16500,Tier 10,2.358e+55,repo_raw_table,enemy_health_table.csv
17000,Tier 10,4.0548e+56,repo_raw_table,enemy_health_table.csv
17500,Tier 10,7.75e+57,repo_raw_table,enemy_health_table.csv
18000,Tier 10,1.5686000000000005e+59,repo_raw_table,enemy_health_table.csv
18500,Tier 10,2.58e+60,repo_raw_table,enemy_health_table.csv
19000,Tier 10,4.9509999999999996e+61,repo_raw_table,enemy_health_table.csv
19500,Tier 10,8.948199999999999e+62,repo_raw_table,enemy_health_table.csv
20000,Tier 10,1.5019999999999998e+64,repo_raw_table,enemy_health_table.csv
21000,Tier 10,6.65e+66,repo_raw_table,enemy_health_table.csv
22000,Tier 10,2.01e+69,repo_raw_table,enemy_health_table.csv
23000,Tier 10,6.243700000000002e+71,repo_raw_table,enemy_health_table.csv
24000,Tier 10,2.0046999999999998e+74,repo_raw_table,enemy_health_table.csv
25000,Tier 10,6.040999999999999e+76,repo_raw_table,enemy_health_table.csv
30000,Tier 10,2.3368000000000002e+89,repo_raw_table,enemy_health_table.csv
35000,Tier 10,7.0987e+101,repo_raw_table,enemy_health_table.csv
40000,Tier 10,1.94e+114,repo_raw_table,enemy_health_table.csv
45000,Tier 10,5.73e+126,repo_raw_table,enemy_health_table.csv
50000,Tier 10,1.39e+139,repo_raw_table,enemy_health_table.csv
55000,Tier 10,4.21e+151,repo_raw_table,enemy_health_table.csv
60000,Tier 10,9.06e+163,repo_raw_table,enemy_health_table.csv
65000,Tier 10,2.5200000000000002e+176,repo_raw_table,enemy_health_table.csv
70000,Tier 10,5.89e+188,repo_raw_table,enemy_health_table.csv
75000,Tier 10,1.59e+201,repo_raw_table,enemy_health_table.csv
80000,Tier 10,3.17e+213,repo_raw_table,enemy_health_table.csv
85000,Tier 10,9.720000000000001e+225,repo_raw_table,enemy_health_table.csv
90000,Tier 10,2.1999999999999998e+238,repo_raw_table,enemy_health_table.csv
95000,Tier 10,4.1999999999999997e+250,repo_raw_table,enemy_health_table.csv
100000,Tier 10,1.01e+263,repo_raw_table,enemy_health_table.csv
1,Tier 11,6160000.0,repo_raw_table,enemy_health_table.csv
10,Tier 11,49050000.0,repo_raw_table,enemy_health_table.csv
20,Tier 11,161300000.0,repo_raw_table,enemy_health_table.csv
30,Tier 11,395090000.0,repo_raw_table,enemy_health_table.csv
40,Tier 11,739830000.0,repo_raw_table,enemy_health_table.csv
50,Tier 11,1340000000.0,repo_raw_table,enemy_health_table.csv
60,Tier 11,2280000000.0,repo_raw_table,enemy_health_table.csv
70,Tier 11,3300000000.0,repo_raw_table,enemy_health_table.csv
80,Tier 11,5170000000.0,repo_raw_table,enemy_health_table.csv
90,Tier 11,7910000000.0,repo_raw_table,enemy_health_table.csv
100,Tier 11,12450000000.0,repo_raw_table,enemy_health_table.csv
150,Tier 11,49530000000.0,repo_raw_table,enemy_health_table.csv
200,Tier 11,159160000000.0,repo_raw_table,enemy_health_table.csv
250,Tier 11,415310000000.0,repo_raw_table,enemy_health_table.csv
300,Tier 11,948050000000.0,repo_raw_table,enemy_health_table.csv
400,Tier 11,3980000000000.0,repo_raw_table,enemy_health_table.csv
500,Tier 11,13410000000000.0,repo_raw_table,enemy_health_table.csv
750,Tier 11,195750000000000.0,repo_raw_table,enemy_health_table.csv
1000,Tier 11,2230000000000000.0,repo_raw_table,enemy_health_table.csv
1250,Tier 11,1.59e+16,repo_raw_table,enemy_health_table.csv
1500,Tier 11,1.1852e+17,repo_raw_table,enemy_health_table.csv
2000,Tier 11,5.21e+18,repo_raw_table,enemy_health_table.csv
2500,Tier 11,1.5371e+20,repo_raw_table,enemy_health_table.csv
