wave,surface,enemy_damage,source_class,source_file
80,Tier 6,105680.0,repo_raw_table,enemy_damage_table.csv
90,Tier 6,139960.0,repo_raw_table,enemy_damage_table.csv
100,Tier 6,185180.0,repo_raw_table,enemy_damage_table.csv
150,Tier 6,507200.0,repo_raw_table,enemy_damage_table.csv
200,Tier 6,1110000.0,repo_raw_table,enemy_damage_table.csv
250,Tier 6,2120000.0,repo_raw_table,enemy_damage_table.csv
300,Tier 6,3560000.0,repo_raw_table,enemy_damage_table.csv
400,Tier 6,8810000.0,repo_raw_table,enemy_damage_table.csv
500,Tier 6,17900000.0,repo_raw_table,enemy_damage_table.csv
750,Tier 6,71440000.0,repo_raw_table,enemy_damage_table.csv
1000,Tier 6,221950000.0,repo_raw_table,enemy_damage_table.csv
1250,Tier 6,557730000.0,repo_raw_table,enemy_damage_table.csv
1500,Tier 6,1200000000.0,repo_raw_table,enemy_damage_table.csv
2000,Tier 6,4890000000.0,repo_raw_table,enemy_damage_table.csv
2500,Tier 6,15710000000.0,repo_raw_table,enemy_damage_table.csv
3000,Tier 6,46530000000.0,repo_raw_table,enemy_damage_table.csv
3500,Tier 6,121760000000.0,repo_raw_table,enemy_damage_table.csv
4500,Tier 6,780750000000.0,repo_raw_table,enemy_damage_table.csv
5000,Tier 6,1770000000000.0,repo_raw_table,enemy_damage_table.csv
5500,Tier 6,4060000000000.0,repo_raw_table,enemy_damage_table.csv
6000,Tier 6,8950000000000.0,repo_raw_table,enemy_damage_table.csv
6500,Tier 6,19510000000000.0,repo_raw_table,enemy_damage_table.csv
7000,Tier 6,41800000000000.0,repo_raw_table,enemy_damage_table.csv
7500,Tier 6,88590000000000.0,repo_raw_table,enemy_damage_table.csv
8000,Tier 6,181800000000000.0,repo_raw_table,enemy_damage_table.csv
8500,Tier 6,375810000000000.0,repo_raw_table,enemy_damage_table.csv
9000,Tier 6,769620000000000.0,repo_raw_table,enemy_damage_table.csv
9500,Tier 6,1480000000000000.0,repo_raw_table,enemy_damage_table.csv
10000,Tier 6,3050000000000000.0,repo_raw_table,enemy_damage_table.csv
10500,Tier 6,5870000000000000.0,repo_raw_table,enemy_damage_table.csv
11000,Tier 6,1.16e+16,repo_raw_table,enemy_damage_table.csv
11500,Tier 6,2.207e+16,repo_raw_table,enemy_damage_table.csv
12000,Tier 6,4.413e+16,repo_raw_table,enemy_damage_table.csv
12500,Tier 6,8.184e+16,repo_raw_table,enemy_damage_table.csv
13000,Tier 6,1.6044e+17,repo_raw_table,enemy_damage_table.csv
13500,Tier 6,3.1908e+17,repo_raw_table,enemy_damage_table.csv
14500,Tier 6,1.15e+18,repo_raw_table,enemy_damage_table.csv
15000,Tier 6,2.13e+18,repo_raw_table,enemy_damage_table.csv
15500,Tier 6,3.99e+18,repo_raw_table,enemy_damage_table.csv
16000,Tier 6,7.54e+18,repo_raw_table,enemy_damage_table.csv
16500,Tier 6,1.425e+19,repo_raw_table,enemy_damage_table.csv
17000,Tier 6,2.56e+19,repo_raw_table,enemy_damage_table.csv
17500,Tier 6,4.864e+19,repo_raw_table,enemy_damage_table.csv
18000,Tier 6,9.316e+19,repo_raw_table,enemy_damage_table.csv
18500,Tier 6,1.6435e+20,repo_raw_table,enemy_damage_table.csv
19000,Tier 6,3.1031e+20,repo_raw_table,enemy_damage_table.csv
19500,Tier 6,5.5884e+20,repo_raw_table,enemy_damage_table.csv
20000,Tier 6,1.05e+21,repo_raw_table,enemy_damage_table.csv
21000,Tier 6,3.66e+21,repo_raw_table,enemy_damage_table.csv
22000,Tier 6,1.227e+22,repo_raw_table,enemy_damage_table.csv
23000,Tier 6,3.97e+22,repo_raw_table,enemy_damage_table.csv
24000,Tier 6,1.3359e+23,repo_raw_table,enemy_damage_table.csv
25000,Tier 6,4.2767e+23,repo_raw_table,enemy_damage_table.csv
30000,Tier 6,1.6181e+26,repo_raw_table,enemy_damage_table.csv
35000,Tier 6,5.303000000000001e+28,repo_raw_table,enemy_damage_table.csv
40000,Tier 6,1.65e+31,repo_raw_table,enemy_damage_table.csv
45000,Tier 6,4.849999999999999e+33,repo_raw_table,enemy_damage_table.csv
50000,Tier 6,1.39e+36,repo_raw_table,enemy_damage_table.csv
55000,Tier 6,3.9621e+38,repo_raw_table,enemy_damage_table.csv
60000,Tier 6,1.046e+41,repo_raw_table,enemy_damage_table.csv
65000,Tier 6,2.841e+43,repo_raw_table,enemy_damage_table.csv
70000,Tier 6,7.509999999999999e+45,repo_raw_table,enemy_damage_table.csv
75000,Tier 6,1.94e+48,repo_raw_table,enemy_damage_table.csv
80000,Tier 6,4.8657000000000005e+50,repo_raw_table,enemy_damage_table.csv
85000,Tier 6,1.2903e+53,repo_raw_table,enemy_damage_table.csv
90000,Tier 6,3.194e+55,repo_raw_table,enemy_damage_table.csv
95000,Tier 6,7.600000000000001e+57,repo_raw_table,enemy_damage_table.csv
100000,Tier 6,1.87e+60,repo_raw_table,enemy_damage_table.csv
1,Tier 7,1030.0,repo_raw_table,enemy_damage_table.csv
10,Tier 7,4220.0,repo_raw_table,enemy_damage_table.csv
20,Tier 7,11990.0,repo_raw_table,enemy_damage_table.csv
30,Tier 7,25260.0,repo_raw_table,enemy_damage_table.csv
40,Tier 7,44270.0,repo_raw_table,enemy_damage_table.csv
50,Tier 7,71440.0,repo_raw_table,enemy_damage_table.csv
60,Tier 7,105570.0,repo_raw_table,enemy_damage_table.csv
70,Tier 7,147550.0,repo_raw_table,enemy_damage_table.csv
80,Tier 7,201980.0,repo_raw_table,enemy_damage_table.csv
90,Tier 7,267480.0,repo_raw_table,enemy_damage_table.csv
100,Tier 7,353910.0,repo_raw_table,enemy_damage_table.csv
150,Tier 7,993550.0,repo_raw_table,enemy_damage_table.csv
200,Tier 7,2180000.0,repo_raw_table,enemy_damage_table.csv
250,Tier 7,4160000.0,repo_raw_table,enemy_damage_table.csv
300,Tier 7,7140000.0,repo_raw_table,enemy_damage_table.csv
400,Tier 7,17690000.0,repo_raw_table,enemy_damage_table.csv
500,Tier 7,36830000.0,repo_raw_table,enemy_damage_table.csv
750,Tier 7,154460000.0,repo_raw_table,enemy_damage_table.csv
1000,Tier 7,504210000.0,repo_raw_table,enemy_damage_table.csv
1250,Tier 7,1300000000.0,repo_raw_table,enemy_damage_table.csv
1500,Tier 7,2930000000.0,repo_raw_table,enemy_damage_table.csv
2000,Tier 7,13200000000.0,repo_raw_table,enemy_damage_table.csv
2500,Tier 7,45670000000.0,repo_raw_table,enemy_damage_table.csv
3000,Tier 7,149360000000.0,repo_raw_table,enemy_damage_table.csv
3500,Tier 7,431410000000.0,repo_raw_table,enemy_damage_table.csv
4500,Tier 7,3290000000000.0,repo_raw_table,enemy_damage_table.csv
5000,Tier 7,8039999999999.999,repo_raw_table,enemy_damage_table.csv
5500,Tier 7,20330000000000.0,repo_raw_table,enemy_damage_table.csv
6000,Tier 7,49480000000000.0,repo_raw_table,enemy_damage_table.csv
6500,Tier 7,116100000000000.0,repo_raw_table,enemy_damage_table.csv
7000,Tier 7,274590000000000.0,repo_raw_table,enemy_damage_table.csv
7500,Tier 7,626670000000000.0,repo_raw_table,enemy_damage_table.csv
8000,Tier 7,1420000000000000.0,repo_raw_table,enemy_damage_table.csv
8500,Tier 7,3240000000000000.0,repo_raw_table,enemy_damage_table.csv
9000,Tier 7,7140000000000000.0,repo_raw_table,enemy_damage_table.csv
9500,Tier 7,1.521e+16,repo_raw_table,enemy_damage_table.csv
10000,Tier 7,3.362e+16,repo_raw_table,enemy_damage_table.csv
10500,Tier 7,7.154000000000001e+16,repo_raw_table,enemy_damage_table.csv
11000,Tier 7,1.5588e+17,repo_raw_table,enemy_damage_table.csv
11500,Tier 7,3.1943e+17,repo_raw_table,enemy_damage_table.csv
12000,Tier 7,7.0509e+17,repo_raw_table,enemy_damage_table.csv
12500,Tier 7,1.41e+18,repo_raw_table,enemy_damage_table.csv
13000,Tier 7,3.05e+18,repo_raw_table,enemy_damage_table.csv
13500,Tier 7,6.69e+18,repo_raw_table,enemy_damage_table.csv
14500,Tier 7,2.874e+19,repo_raw_table,enemy_damage_table.csv
15000,Tier 7,5.712e+19,repo_raw_table,enemy_damage_table.csv
15500,Tier 7,1.1819e+20,repo_raw_table,enemy_damage_table.csv
16000,Tier 7,2.4643e+20,repo_raw_table,enemy_damage_table.csv
16500,Tier 7,5.0186e+20,repo_raw_table,enemy_damage_table.csv
17000,Tier 7,9.9504e+20,repo_raw_table,enemy_damage_table.csv
17500,Tier 7,2.04e+21,repo_raw_table,enemy_damage_table.csv
18000,Tier 7,4.3e+21,repo_raw_table,enemy_damage_table.csv
18500,Tier 7,8.380000000000001e+21,repo_raw_table,enemy_damage_table.csv
19000,Tier 7,1.704e+22,repo_raw_table,enemy_damage_table.csv
19500,Tier 7,3.388e+22,repo_raw_table,enemy_damage_table.csv
20000,Tier 7,6.826000000000001e+22,repo_raw_table,enemy_damage_table.csv
21000,Tier 7,2.9081e+23,repo_raw_table,enemy_damage_table.csv
22000,Tier 7,1.16e+24,repo_raw_table,enemy_damage_table.csv
23000,Tier 7,4.46e+24,repo_raw_table,enemy_damage_table.csv
24000,Tier 7,1.785e+25,repo_raw_table,enemy_damage_table.csv
25000,Tier 7,6.792e+25,repo_raw_table,enemy_damage_table.csv
30000,Tier 7,6.251000000000001e+28,repo_raw_table,enemy_damage_table.csv
35000,Tier 7,4.983e+31,repo_raw_table,enemy_damage_table.csv
40000,Tier 7,3.771e+34,repo_raw_table,enemy_damage_table.csv
45000,Tier 7,2.697e+37,repo_raw_table,enemy_damage_table.csv
50000,Tier 7,1.8759999999999999e+40,repo_raw_table,enemy_damage_table.csv
55000,Tier 7,1.304e+43,repo_raw_table,enemy_damage_table.csv
60000,Tier 7,8.369999999999999e+45,repo_raw_table,enemy_damage_table.csv
65000,Tier 7,5.5300000000000004e+48,repo_raw_table,enemy_damage_table.csv
70000,Tier 7,3.55e+51,repo_raw_table,enemy_damage_table.csv
75000,Tier 7,2.2400000000000003e+54,repo_raw_table,enemy_damage_table.csv
80000,Tier 7,1.3600000000000002e+57,repo_raw_table,enemy_damage_table.csv
85000,Tier 7,8.7956e+59,repo_raw_table,enemy_damage_table.csv
90000,Tier 7,5.2958e+62,repo_raw_table,enemy_damage_table.csv
95000,Tier 7,3.0647000000000007e+65,repo_raw_table,enemy_damage_table.csv
100000,Tier 7,1.8299e+68,repo_raw_table,enemy_damage_table.csv
1,Tier 8,2070.0,repo_raw_table,enemy_damage_table.csv
10,Tier 8,8450.0,repo_raw_table,enemy_damage_table.csv
20,Tier 8,23970.0,repo_raw_table,enemy_damage_table.csv
30,Tier 8,50530.0,repo_raw_table,enemy_damage_table.csv
40,Tier 8,88550.0,repo_raw_table,enemy_damage_table.csv
50,Tier 8,142870.0,repo_raw_table,enemy_damage_table.csv
60,Tier 8,211130.0,repo_raw_table,enemy_damage_table.csv
70,Tier 8,295090.0,repo_raw_table,enemy_damage_table.csv
80,Tier 8,403950.0,repo_raw_table,enemy_damage_table.csv
90,Tier 8,534960.0,repo_raw_table,enemy_damage_table.csv
100,Tier 8,707810.0,repo_raw_table,enemy_damage_table.csv
150,Tier 8,1990000.0,repo_raw_table,enemy_damage_table.csv
200,Tier 8,4470000.0,repo_raw_table,enemy_damage_table.csv
250,Tier 8,8520000.0,repo_raw_table,enemy_damage_table.csv
300,Tier 8,14640000.0,repo_raw_table,enemy_damage_table.csv
400,Tier 8,37180000.0,repo_raw_table,enemy_damage_table.csv
500,Tier 8,77390000.0,repo_raw_table,enemy_damage_table.csv
750,Tier 8,341000000.0,repo_raw_table,enemy_damage_table.csv
1000,Tier 8,1140000000.0,repo_raw_table,enemy_damage_table.csv
1250,Tier 8,3010000000.0,repo_raw_table,enemy_damage_table.csv
1500,Tier 8,7140000000.0,repo_raw_table,enemy_damage_table.csv
2000,Tier 8,33790000000.0,repo_raw_table,enemy_damage_table.csv
2500,Tier 8,125920000000.0,repo_raw_table,enemy_damage_table.csv
3000,Tier 8,443450000000.0,repo_raw_table,enemy_damage_table.csv
3500,Tier 8,1380000000000.0,repo_raw_table,enemy_damage_table.csv
4500,Tier 8,11890000000000.0,repo_raw_table,enemy_damage_table.csv
5000,Tier 8,31320000000000.0,repo_raw_table,enemy_damage_table.csv
5500,Tier 8,85300000000000.0,repo_raw_table,enemy_damage_table.csv
6000,Tier 8,218080000000000.0,repo_raw_table,enemy_damage_table.csv
6500,Tier 8,551060000000000.0,repo_raw_table,enemy_damage_table.csv
7000,Tier 8,1400000000000000.0,repo_raw_table,enemy_damage_table.csv
7500,Tier 8,3450000000000000.0,repo_raw_table,enemy_damage_table.csv
8000,Tier 8,8210000000000002.0,repo_raw_table,enemy_damage_table.csv
8500,Tier 8,2.017e+16,repo_raw_table,enemy_damage_table.csv
9000,Tier 8,4.791e+16,repo_raw_table,enemy_damage_table.csv
9500,Tier 8,1.0985e+17,repo_raw_table,enemy_damage_table.csv
10000,Tier 8,2.5511e+17,repo_raw_table,enemy_damage_table.csv
10500,Tier 8,5.8456e+17,repo_raw_table,enemy_damage_table.csv
11000,Tier 8,1.37e+18,repo_raw_table,enemy_damage_table.csv
11500,Tier 8,3.03e+18,repo_raw_table,enemy_damage_table.csv
12000,Tier 8,7.02e+18,repo_raw_table,enemy_damage_table.csv
12500,Tier 8,1.51e+19,repo_raw_table,enemy_damage_table.csv
13000,Tier 8,3.518e+19,repo_raw_table,enemy_damage_table.csv
13500,Tier 8,8.318e+19,repo_raw_table,enemy_damage_table.csv
14500,Tier 8,4.0434e+20,repo_raw_table,enemy_damage_table.csv
15000,Tier 8,8.653700000000001e+20,repo_raw_table,enemy_damage_table.csv
15500,Tier 8,1.93e+21,repo_raw_table,enemy_damage_table.csv
16000,Tier 8,4.22e+21,repo_raw_table,enemy_damage_table.csv
16500,Tier 8,9.26e+21,repo_raw_table,enemy_damage_table.csv
17000,Tier 8,1.9780000000000003e+22,repo_raw_table,enemy_damage_table.csv
17500,Tier 8,4.358e+22,repo_raw_table,enemy_damage_table.csv
18000,Tier 8,9.68e+22,repo_raw_table,enemy_damage_table.csv
18500,Tier 8,2.0298e+23,repo_raw_table,enemy_damage_table.csv
19000,Tier 8,4.4447e+23,repo_raw_table,enemy_damage_table.csv
19500,Tier 8,9.5148e+23,repo_raw_table,enemy_damage_table.csv
20000,Tier 8,2.01e+24,repo_raw_table,enemy_damage_table.csv
21000,Tier 8,9.95e+24,repo_raw_table,enemy_damage_table.csv
22000,Tier 8,4.49e+25,repo_raw_table,enemy_damage_table.csv
23000,Tier 8,2.0032e+26,repo_raw_table,enemy_damage_table.csv
24000,Tier 8,9.065999999999999e+26,repo_raw_table,enemy_damage_table.csv
25000,Tier 8,4e+27,repo_raw_table,enemy_damage_table.csv
30000,Tier 8,7.17e+30,repo_raw_table,enemy_damage_table.csv
35000,Tier 8,1.142e+34,repo_raw_table,enemy_damage_table.csv
40000,Tier 8,1.683e+37,repo_raw_table,enemy_damage_table.csv
45000,Tier 8,2.403e+40,repo_raw_table,enemy_damage_table.csv
50000,Tier 8,3.255e+43,repo_raw_table,enemy_damage_table.csv
55000,Tier 8,4.5159999999999993e+46,repo_raw_table,enemy_damage_table.csv
60000,Tier 8,5.649e+49,repo_raw_table,enemy_damage_table.csv
65000,Tier 8,7.451000000000001e+52,repo_raw_table,enemy_damage_table.csv
70000,Tier 8,9.327000000000001e+55,repo_raw_table,enemy_damage_table.csv
75000,Tier 8,1.1724e+59,repo_raw_table,enemy_damage_table.csv
80000,Tier 8,1.3913999999999995e+62,repo_raw_table,enemy_damage_table.csv
85000,Tier 8,1.7920000000000002e+65,repo_raw_table,enemy_damage_table.csv
90000,Tier 8,2.1016000000000001e+68,repo_raw_table,enemy_damage_table.csv
95000,Tier 8,2.3689e+71,repo_raw_table,enemy_damage_table.csv
100000,Tier 8,2.8239999999999997e+74,repo_raw_table,enemy_damage_table.csv
1,Tier 9,6200.0,repo_raw_table,enemy_damage_table.csv
10,Tier 9,25340.0,repo_raw_table,enemy_damage_table.csv
20,Tier 9,71920.0,repo_raw_table,enemy_damage_table.csv
30,Tier 9,151580.0,repo_raw_table,enemy_damage_table.csv
40,Tier 9,265640.0,repo_raw_table,enemy_damage_table.csv
50,Tier 9,428620.0,repo_raw_table,enemy_damage_table.csv
60,Tier 9,633400.0,repo_raw_table,enemy_damage_table.csv
70,Tier 9,885280.0,repo_raw_table,enemy_damage_table.csv
80,Tier 9,1210000.0,repo_raw_table,enemy_damage_table.csv
90,Tier 9,1600000.0,repo_raw_table,enemy_damage_table.csv
100,Tier 9,2120000.0,repo_raw_table,enemy_damage_table.csv
150,Tier 9,5960000.0,repo_raw_table,enemy_damage_table.csv
200,Tier 9,13420000.0,repo_raw_table,enemy_damage_table.csv
250,Tier 9,25570000.0,repo_raw_table,enemy_damage_table.csv
300,Tier 9,43910000.0,repo_raw_table,enemy_damage_table.csv
400,Tier 9,111540000.0,repo_raw_table,enemy_damage_table.csv
500,Tier 9,232180000.0,repo_raw_table,enemy_damage_table.csv
750,Tier 9,1020000000.0,repo_raw_table,enemy_damage_table.csv
1000,Tier 9,3420000000.0,repo_raw_table,enemy_damage_table.csv
1250,Tier 9,9040000000.0,repo_raw_table,enemy_damage_table.csv
1500,Tier 9,21430000000.0,repo_raw_table,enemy_damage_table.csv
2000,Tier 9,101370000000.0,repo_raw_table,enemy_damage_table.csv
2500,Tier 9,377770000000.0,repo_raw_table,enemy_damage_table.csv
3000,Tier 9,1330000000000.0,repo_raw_table,enemy_damage_table.csv
3500,Tier 9,4140000000000.0,repo_raw_table,enemy_damage_table.csv
4500,Tier 9,35680000000000.0,repo_raw_table,enemy_damage_table.csv
5000,Tier 9,93960000000000.0,repo_raw_table,enemy_damage_table.csv
5500,Tier 9,255890000000000.0,repo_raw_table,enemy_damage_table.csv
6000,Tier 9,654230000000000.0,repo_raw_table,enemy_damage_table.csv
6500,Tier 9,1650000000000000.0,repo_raw_table,enemy_damage_table.csv
7000,Tier 9,4210000000000000.0,repo_raw_table,enemy_damage_table.csv
7500,Tier 9,1.035e+16,repo_raw_table,enemy_damage_table.csv
8000,Tier 9,2.463e+16,repo_raw_table,enemy_damage_table.csv
8500,Tier 9,6.052e+16,repo_raw_table,enemy_damage_table.csv
9000,Tier 9,1.4372e+17,repo_raw_table,enemy_damage_table.csv
9500,Tier 9,3.2956e+17,repo_raw_table,enemy_damage_table.csv
10000,Tier 9,7.6534e+17,repo_raw_table,enemy_damage_table.csv
10500,Tier 9,1.75e+18,repo_raw_table,enemy_damage_table.csv
11000,Tier 9,4.110000000000001e+18,repo_raw_table,enemy_damage_table.csv
11500,Tier 9,9.08e+18,repo_raw_table,enemy_damage_table.csv
12000,Tier 9,2.106e+19,repo_raw_table,enemy_damage_table.csv
12500,Tier 9,4.529e+19,repo_raw_table,enemy_damage_table.csv
13000,Tier 9,1.0555e+20,repo_raw_table,enemy_damage_table.csv
13500,Tier 9,2.4953e+20,repo_raw_table,enemy_damage_table.csv
14500,Tier 9,1.21e+21,repo_raw_table,enemy_damage_table.csv
15000,Tier 9,2.6e+21,repo_raw_table,enemy_damage_table.csv
15500,Tier 9,5.78e+21,repo_raw_table,enemy_damage_table.csv
16000,Tier 9,1.267e+22,repo_raw_table,enemy_damage_table.csv
16500,Tier 9,2.779e+22,repo_raw_table,enemy_damage_table.csv
17000,Tier 9,5.9340000000000005e+22,repo_raw_table,enemy_damage_table.csv
17500,Tier 9,1.3073e+23,repo_raw_table,enemy_damage_table.csv
18000,Tier 9,2.904e+23,repo_raw_table,enemy_damage_table.csv
18500,Tier 9,6.0895e+23,repo_raw_table,enemy_damage_table.csv
19000,Tier 9,1.33e+24,repo_raw_table,enemy_damage_table.csv
19500,Tier 9,2.85e+24,repo_raw_table,enemy_damage_table.csv
20000,Tier 9,6.04e+24,repo_raw_table,enemy_damage_table.csv
21000,Tier 9,2.985e+25,repo_raw_table,enemy_damage_table.csv
22000,Tier 9,1.347e+26,repo_raw_table,enemy_damage_table.csv
23000,Tier 9,6.0095e+26,repo_raw_table,enemy_damage_table.csv
24000,Tier 9,2.72e+27,repo_raw_table,enemy_damage_table.csv
25000,Tier 9,1.2e+28,repo_raw_table,enemy_damage_table.csv
30000,Tier 9,2.152e+31,repo_raw_table,enemy_damage_table.csv
35000,Tier 9,3.425e+34,repo_raw_table,enemy_damage_table.csv
40000,Tier 9,5.048e+37,repo_raw_table,enemy_damage_table.csv
45000,Tier 9,7.208e+40,repo_raw_table,enemy_damage_table.csv
50000,Tier 9,9.764e+43,repo_raw_table,enemy_damage_table.csv
55000,Tier 9,1.3549e+47,repo_raw_table,enemy_damage_table.csv
60000,Tier 9,1.6948e+50,repo_raw_table,enemy_damage_table.csv
65000,Tier 9,2.2352e+53,repo_raw_table,enemy_damage_table.csv
70000,Tier 9,2.7982000000000003e+56,repo_raw_table,enemy_damage_table.csv
75000,Tier 9,3.5172000000000006e+59,repo_raw_table,enemy_damage_table.csv
80000,Tier 9,4.1743e+62,repo_raw_table,enemy_damage_table.csv
85000,Tier 9,5.376100000000002e+65,repo_raw_table,enemy_damage_table.csv
90000,Tier 9,6.304799999999999e+68,repo_raw_table,enemy_damage_table.csv
95000,Tier 9,7.106799999999999e+71,repo_raw_table,enemy_damage_table.csv
100000,Tier 9,8.472e+74,repo_raw_table,enemy_damage_table.csv
1,Tier 10,18860.0,repo_raw_table,enemy_damage_table.csv
10,Tier 10,77290.0,repo_raw_table,enemy_damage_table.csv
20,Tier 10,219760.0,repo_raw_table,enemy_damage_table.csv
30,Tier 10,463740.0,repo_raw_table,enemy_damage_table.csv
40,Tier 10,813390.0,repo_raw_table,enemy_damage_table.csv
50,Tier 10,1310000.0,repo_raw_table,enemy_damage_table.csv
60,Tier 10,1940000.0,repo_raw_table,enemy_damage_table.csv
70,Tier 10,2710000.0,repo_raw_table,enemy_damage_table.csv
80,Tier 10,3720000.0,repo_raw_table,enemy_damage_table.csv
90,Tier 10,4920000.0,repo_raw_table,enemy_damage_table.csv
100,Tier 10,6520000.0,repo_raw_table,enemy_damage_table.csv
150,Tier 10,18320000.0,repo_raw_table,enemy_damage_table.csv
200,Tier 10,41260000.0,repo_raw_table,enemy_damage_table.csv
250,Tier 10,78670000.0,repo_raw_table,enemy_damage_table.csv
300,Tier 10,135130000.0,repo_raw_table,enemy_damage_table.csv
400,Tier 10,343500000.0,repo_raw_table,enemy_damage_table.csv
500,Tier 10,715350000.0,repo_raw_table,enemy_damage_table.csv
750,Tier 10,3150000000.0,repo_raw_table,enemy_damage_table.csv
1000,Tier 10,10560000000.0,repo_raw_table,enemy_damage_table.csv
1250,Tier 10,27890000000.0,repo_raw_table,enemy_damage_table.csv
1500,Tier 10,66180000000.00001,repo_raw_table,enemy_damage_table.csv
2000,Tier 10,313230000000.0,repo_raw_table,enemy_damage_table.csv
2500,Tier 10,1170000000000.0,repo_raw_table,enemy_damage_table.csv
3000,Tier 10,4110000000000.001,repo_raw_table,enemy_damage_table.csv
3500,Tier 10,12800000000000.0,repo_raw_table,enemy_damage_table.csv
4500,Tier 10,110450000000000.0,repo_raw_table,enemy_damage_table.csv
5000,Tier 10,290880000000000.0,repo_raw_table,enemy_damage_table.csv
5500,Tier 10,792320000000000.0,repo_raw_table,enemy_damage_table.csv
6000,Tier 10,2030000000000000.0,repo_raw_table,enemy_damage_table.csv
6500,Tier 10,5120000000000000.0,repo_raw_table,enemy_damage_table.csv
7000,Tier 10,1.304e+16,repo_raw_table,enemy_damage_table.csv
7500,Tier 10,3.2060000000000004e+16,repo_raw_table,enemy_damage_table.csv
8000,Tier 10,7.631e+16,repo_raw_table,enemy_damage_table.csv
8500,Tier 10,1.8754e+17,repo_raw_table,enemy_damage_table.csv
9000,Tier 10,4.4544e+17,repo_raw_table,enemy_damage_table.csv
9500,Tier 10,1.02e+18,repo_raw_table,enemy_damage_table.csv
10000,Tier 10,2.37e+18,repo_raw_table,enemy_damage_table.csv
10500,Tier 10,5.44e+18,repo_raw_table,enemy_damage_table.csv
11000,Tier 10,1.276e+19,repo_raw_table,enemy_damage_table.csv
11500,Tier 10,2.816e+19,repo_raw_table,enemy_damage_table.csv
12000,Tier 10,6.531e+19,repo_raw_table,enemy_damage_table.csv
12500,Tier 10,1.4047e+20,repo_raw_table,enemy_damage_table.csv
13000,Tier 10,3.2738e+20,repo_raw_table,enemy_damage_table.csv
13500,Tier 10,7.7401e+20,repo_raw_table,enemy_damage_table.csv
14500,Tier 10,3.76e+21,repo_raw_table,enemy_damage_table.csv
15000,Tier 10,8.050000000000001e+21,repo_raw_table,enemy_damage_table.csv
15500,Tier 10,1.7949999999999998e+22,repo_raw_table,enemy_damage_table.csv
16000,Tier 10,3.932e+22,repo_raw_table,enemy_damage_table.csv
16500,Tier 10,8.623999999999999e+22,repo_raw_table,enemy_damage_table.csv
17000,Tier 10,1.8414e+23,repo_raw_table,enemy_damage_table.csv
17500,Tier 10,4.0573e+23,repo_raw_table,enemy_damage_table.csv
18000,Tier 10,9.013e+23,repo_raw_table,enemy_damage_table.csv
18500,Tier 10,1.89e+24,repo_raw_table,enemy_damage_table.csv
19000,Tier 10,4.14e+24,repo_raw_table,enemy_damage_table.csv
19500,Tier 10,8.859999999999999e+24,repo_raw_table,enemy_damage_table.csv
20000,Tier 10,1.876e+25,repo_raw_table,enemy_damage_table.csv
21000,Tier 10,9.269e+25,repo_raw_table,enemy_damage_table.csv
22000,Tier 10,4.1824e+26,repo_raw_table,enemy_damage_table.csv
23000,Tier 10,1.87e+27,repo_raw_table,enemy_damage_table.csv
24000,Tier 10,8.449999999999999e+27,repo_raw_table,enemy_damage_table.csv
25000,Tier 10,3.728e+28,repo_raw_table,enemy_damage_table.csv
30000,Tier 10,6.685e+31,repo_raw_table,enemy_damage_table.csv
35000,Tier 10,1.0643e+35,repo_raw_table,enemy_damage_table.csv
40000,Tier 10,1.5692e+38,repo_raw_table,enemy_damage_table.csv
45000,Tier 10,2.2412e+41,repo_raw_table,enemy_damage_table.csv
50000,Tier 10,3.0366000000000003e+44,repo_raw_table,enemy_damage_table.csv
55000,Tier 10,4.2144999999999996e+47,repo_raw_table,enemy_damage_table.csv
60000,Tier 10,5.2728e+50,repo_raw_table,enemy_damage_table.csv
65000,Tier 10,6.9553e+53,repo_raw_table,enemy_damage_table.csv
70000,Tier 10,8.708300000000002e+56,repo_raw_table,enemy_damage_table.csv
75000,Tier 10,1.0900000000000001e+60,repo_raw_table,enemy_damage_table.csv
80000,Tier 10,1.3e+63,repo_raw_table,enemy_damage_table.csv
85000,Tier 10,1.6700000000000001e+66,repo_raw_table,enemy_damage_table.csv
90000,Tier 10,1.9600000000000003e+69,repo_raw_table,enemy_damage_table.csv
95000,Tier 10,2.2100000000000003e+72,repo_raw_table,enemy_damage_table.csv
100000,Tier 10,2.6399999999999997e+75,repo_raw_table,enemy_damage_table.csv
1,Tier 11,245180.0,repo_raw_table,enemy_damage_table.csv
10,Tier 11,1010000.0,repo_raw_table,enemy_damage_table.csv
20,Tier 11,2870000.0,repo_raw_table,enemy_damage_table.csv
30,Tier 11,6060000.0,repo_raw_table,enemy_damage_table.csv
40,Tier 11,10640000.0,repo_raw_table,enemy_damage_table.csv
50,Tier 11,17190000.0,repo_raw_table,enemy_damage_table.csv
60,Tier 11,25420000.0,repo_raw_table,enemy_damage_table.csv
70,Tier 11,35560000.0,repo_raw_table,enemy_damage_table.csv
80,Tier 11,48720000.0,repo_raw_table,enemy_damage_table.csv
90,Tier 11,64560000.0,repo_raw_table,enemy_damage_table.csv
100,Tier 11,85460000.0,repo_raw_table,enemy_damage_table.csv
150,Tier 11,240400000.0,repo_raw_table,enemy_damage_table.csv
200,Tier 11,541880000.0,repo_raw_table,enemy_damage_table.csv
