uw_name,level_index,value,cost,provenance,plus_track_name
Black Hole,6,5.0,6,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Consume
Black Hole,7,6.0,7,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Consume
Black Hole,8,7.0,8,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Consume
Black Hole,9,8.0,9,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Consume
Black Hole,10,9.0,10,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Consume
Black Hole,11,10.0,11,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Consume
Black Hole,12,11.0,12,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Consume
Black Hole,13,12.0,13,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Consume
Black Hole,14,13.0,14,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Consume
Black Hole,15,14.0,15,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Consume
Black Hole,16,,16,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Consume
Black Hole,17,,17,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Consume
Black Hole,18,,18,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Consume
Black Hole,19,,19,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Consume
Black Hole,20,,20,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Consume
Black Hole,21,,21,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Consume
Black Hole,22,,22,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Consume
Black Hole,23,,23,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Consume
Spotlight,0,,0,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,1,0.0,1,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,2,1.0,2,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,3,2.0,3,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,4,3.0,4,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,5,4.0,5,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,6,5.0,6,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,7,6.0,7,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,8,7.0,8,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,9,8.0,9,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,10,9.0,10,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,11,10.0,11,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,12,11.0,12,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,13,12.0,13,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,14,13.0,14,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,15,14.0,15,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,16,,16,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,17,,17,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,18,,18,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,19,,19,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,20,,20,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,21,,21,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,22,,22,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,23,,23,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,24,,24,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,25,,25,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,26,,26,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,27,,27,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,28,,28,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,29,,29,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,30,,30,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,31,,31,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,32,,32,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,33,,33,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,34,,34,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,35,,35,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,36,,36,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,37,,37,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,38,,38,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,39,,39,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,40,,40,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,41,,41,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,42,,42,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,43,,43,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,44,,44,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,45,,45,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,46,,46,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,47,,47,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,48,,48,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,49,,49,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,50,,50,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,51,,51,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,52,,52,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,53,,53,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,54,,54,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,55,,55,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,56,,56,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,57,,57,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,58,,58,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,59,,59,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
Spotlight,60,,60,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Light Range
