destination,status,verification_status,kb_alignment_status,verdict,final_value,unit,resolver,contributor_count,issues,level_contributors,unresolved_contributors,semantic_mismatches,ep_compare_status,ep_compare_delta,ep_compare_value,ep_compare_value_type,ep_reference_value,ep_reference_value_type,compare_context,formula_contract,contributor_consumption
derived::ehp.wall_invuln_reduction_pct,resolved,publishable,not_ep_compared,pass,0.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.wall_invuln_factor,resolved,blocked,not_ep_compared,fail,1.0,,query_derived_composites,1,['unresolved_contributor_present'],[],['support_surface::ehp.wall_invuln_reduction_pct'],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.chain_thunder_reduction_pct,resolved,publishable,not_ep_compared,pass,0.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.chain_thunder_factor,resolved,blocked,not_ep_compared,fail,1.0,,query_derived_composites,1,['unresolved_contributor_present'],[],['state::uw.chain_thunder.reduction_pct'],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.tradeoff_defense_reduction_pct,resolved,publishable,not_ep_compared,pass,0.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.tradeoff_defense_factor,resolved,blocked,not_ep_compared,fail,1.0,,query_derived_composites,1,['unresolved_contributor_present'],[],['state::perk.tradeoff_defense_factor'],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.pre_defense_pool,resolved,publishable,not_ep_compared,pass,5.9003725494284557e+20,,query_derived_composites,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp.pre_tradeoff_ehp,resolved,publishable,not_ep_compared,pass,2.9501862747142252e+22,,query_derived_composites,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp_ep_helper.ce_pool_factor,resolved,publishable,not_ep_compared,pass,1116758532848.2915,,query_derived_composites,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp_ep_helper.cf_armor_factor,resolved,blocked,not_ep_compared,fail,1.0,,query_derived_composites,1,['unresolved_contributor_present'],[],['support_surface::ehp.armor_factor'],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp_ep_helper.ci_wall_factor,resolved,publishable,not_ep_compared,pass,528348105.33120006,,query_derived_composites,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp_ep_helper.cj_recovery_factor,resolved,publishable,not_ep_compared,pass,0.0,,query_derived_composites,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp_ep_helper.cg_dabs_factor,resolved,blocked,not_ep_compared,fail,0.0,,query_derived_composites,1,['unresolved_contributor_present'],[],['state::tower.defense_absolute'],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp_ep_helper.ch_defense_taken_factor,resolved,publishable,not_ep_compared,pass,49.99999999999996,,query_derived_composites,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp_ep_helper.ck_tradeoff_factor,resolved,blocked,not_ep_compared,fail,1.0,,query_derived_composites,1,['unresolved_contributor_present'],[],['state::perk.tradeoff_defense_factor'],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp_ep_helper.cl_cfdr_factor,resolved,blocked,not_ep_compared,fail,1.0,,query_derived_composites,1,['unresolved_contributor_present'],[],['state::uw.chrono_field.damage_reduction_pct'],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp_ep_helper.cm_chain_thunder_factor,resolved,blocked,not_ep_compared,fail,1.0,,query_derived_composites,1,['unresolved_contributor_present'],[],['state::uw.chain_thunder.reduction_pct'],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp,resolved,publishable,not_ep_compared,pass,2.9501862747142252e+22,,query_derived_composites,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::ehp_ep,resolved,publishable,not_ep_compared,pass,2.9501862747142252e+22,,query_derived_composites,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::edamage.base_damage_stack,resolved,blocked,not_ep_compared,fail,0.0,,query_derived_composites,1,['unresolved_contributor_present'],[],['state::tower.damage'],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::edamage.acp_factor,resolved,blocked,not_ep_compared,fail,1.0,,query_derived_composites,1,['unresolved_contributor_present'],[],['state::module.anti_cube_portal.damage_multiplier'],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::edamage.bullet_crit_factor,resolved,blocked,not_ep_compared,fail,1.0,,query_derived_composites,2,['unresolved_contributor_present'],[],"['state::tower.crit_chance_pct', 'state::tower.supercrit_chance_pct']",[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::edamage.bullet_per_second,resolved,blocked,not_ep_compared,fail,120.75505,,query_derived_composites,1,['unresolved_contributor_present'],[],['state::tower.attack_speed'],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::edamage.multishot_factor,resolved,blocked,not_ep_compared,fail,1.0,,query_derived_composites,2,['unresolved_contributor_present'],[],"['state::tower.multishot_chance_pct', 'state::tower.multishot_targets']",[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::edamage.bounce_factor,resolved,blocked,not_ep_compared,fail,1.0,,query_derived_composites,2,['unresolved_contributor_present'],[],"['state::tower.bounce_shot_chance_pct', 'state::tower.bounce_shot_targets']",[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::edamage.rapidfire_factor,resolved,blocked,not_ep_compared,fail,1.0,,query_derived_composites,2,['unresolved_contributor_present'],[],"['state::tower.rapid_fire_chance_pct', 'state::tower.rapid_fire_duration_seconds']",[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::edamage.range_dpm_factor,resolved,blocked,not_ep_compared,fail,1.0,,query_derived_composites,2,['unresolved_contributor_present'],[],"['state::tower.damage_per_meter_multiplier', 'state::tower.range_m']",[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::edamage.spotlight_light_range_factor,resolved,blocked,not_ep_compared,fail,1.0,,query_derived_composites,1,['unresolved_contributor_present'],[],['state::uw.spotlight.light_range'],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::edamage.spotlight_bonus_term,resolved,blocked,not_ep_compared,fail,1.0,,query_derived_composites,1,['unresolved_contributor_present'],[],['state::uw.spotlight.damage_multiplier'],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::edamage.spotlight_coverage,resolved,blocked,not_ep_compared,fail,0.0,,query_derived_composites,2,['unresolved_contributor_present'],[],"['state::uw.spotlight.quantity', 'state::uw.spotlight.angle_degrees']",[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::edamage.super_tower_factor,resolved,blocked,not_ep_compared,fail,1.0,,query_derived_composites,1,['unresolved_contributor_present'],[],['state::cards.super_tower.bonus_multiplier'],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::edamage.rend_factor,resolved,blocked,not_ep_compared,fail,1.0,,query_derived_composites,1,['unresolved_contributor_present'],[],['state::rend.lab_level'],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::edamage.bullet_pipeline_factor,resolved,blocked,not_ep_compared,fail,120.75505,,query_derived_composites,1,['unresolved_contributor_present'],[],['state::tower.attack_speed'],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::edamage.spotlight_factor,resolved,blocked,not_ep_compared,fail,1.0,,query_derived_composites,1,['unresolved_contributor_present'],[],['state::uw.spotlight.damage_multiplier'],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::edamage.uw.death_wave_dps,resolved,blocked,not_ep_compared,fail,0.0,,query_derived_composites,1,['unresolved_contributor_present'],[],['state::uw.death_wave.damage_multiplier'],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::edamage.uw.chain_lightning_dps,resolved,blocked,not_ep_compared,fail,0.0,,query_derived_composites,1,['unresolved_contributor_present'],[],['state::uw.chain_lightning.damage_multiplier'],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::edamage.uw.smart_missiles_dps,resolved,blocked,not_ep_compared,fail,0.0,,query_derived_composites,1,['unresolved_contributor_present'],[],['state::uw.smart_missiles.damage_multiplier'],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::edamage.uw.spotlight_missiles_dps,resolved,blocked,not_ep_compared,fail,0.0,,query_derived_composites,1,['unresolved_contributor_present'],[],['state::uw.spotlight_missiles.damage_multiplier'],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::edamage.uw.poison_swamp_dps,resolved,blocked,not_ep_compared,fail,0.0,,query_derived_composites,1,['unresolved_contributor_present'],[],['state::uw.poison_swamp.damage_multiplier'],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::edamage.uw.ilm_dps,resolved,blocked,not_ep_compared,fail,0.0,,query_derived_composites,1,['unresolved_contributor_present'],[],['state::uw.inner_land_mines.damage_multiplier'],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::edamage.uw_total_damage,resolved,blocked,not_ep_compared,fail,0.0,,query_derived_composites,1,['unresolved_contributor_present'],[],['state::uw.chain_lightning.damage_multiplier'],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::edamage.uw_crit_factor,resolved,blocked,not_ep_compared,fail,1.0,,query_derived_composites,1,['unresolved_contributor_present'],[],['state::tower.crit_chance_pct'],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::edamage.slow_factor,resolved,blocked,not_ep_compared,fail,1.0,,query_derived_composites,1,['unresolved_contributor_present'],[],['state::uw.chrono_field.slow_pct'],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::edamage_ep_helper.dx_spotlight_light_range_factor,resolved,blocked,not_ep_compared,fail,1.0,,query_derived_composites,1,['unresolved_contributor_present'],[],['state::uw.spotlight.light_range'],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::edamage_ep_helper.dx_spotlight_bonus_term,resolved,blocked,not_ep_compared,fail,1.0,,query_derived_composites,1,['unresolved_contributor_present'],[],['state::uw.spotlight.damage_multiplier'],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::edamage_ep_helper.dx_spotlight_coverage,resolved,blocked,not_ep_compared,fail,0.0,,query_derived_composites,2,['unresolved_contributor_present'],[],"['state::uw.spotlight.quantity', 'state::uw.spotlight.angle_degrees']",[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::edamage_ep_helper.dc_base_damage_stack,resolved,blocked,not_ep_compared,fail,0.0,,query_derived_composites,1,['unresolved_contributor_present'],[],['state::tower.damage'],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::edamage_ep_helper.di_bullet_crit_factor,resolved,blocked,not_ep_compared,fail,1.0,,query_derived_composites,1,['unresolved_contributor_present'],[],['state::tower.crit_chance_pct'],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::edamage_ep_helper.dj_uw_crit_factor,resolved,blocked,not_ep_compared,fail,1.0,,query_derived_composites,1,['unresolved_contributor_present'],[],['state::tower.crit_chance_pct'],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::edamage_ep_helper.dv_bullet_pipeline_factor,resolved,blocked,not_ep_compared,fail,120.75505,,query_derived_composites,1,['unresolved_contributor_present'],[],['state::tower.attack_speed'],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::edamage_ep_helper.ei_uw_total_damage,resolved,blocked,not_ep_compared,fail,0.0,,query_derived_composites,1,['unresolved_contributor_present'],[],['state::uw.chain_lightning.damage_multiplier'],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::edamage_ep_helper.el_slow_factor,resolved,blocked,not_ep_compared,fail,1.0,,query_derived_composites,1,['unresolved_contributor_present'],[],['state::uw.chrono_field.slow_pct'],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::edamage,resolved,blocked,not_ep_compared,fail,0.0,,query_derived_composites,1,['unresolved_contributor_present'],[],['state::tower.damage'],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::edamage_ep,resolved,blocked,not_ep_compared,fail,0.0,,query_derived_composites,1,['unresolved_contributor_present'],[],['state::tower.damage'],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::eecon.base_meta_factor,resolved,publishable,not_ep_compared,pass,1.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::eecon.cpk_factor,resolved,blocked,not_ep_compared,fail,0.0,,query_derived_composites,1,['unresolved_contributor_present'],[],['state::economy.coin_kill_multiplier'],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::eecon.freeup_factor,resolved,publishable,not_ep_compared,pass,1.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::eecon.coin_card_factor,resolved,blocked,not_ep_compared,fail,1.0,,query_derived_composites,1,['unresolved_contributor_present'],[],['state::cards.coins.multiplier'],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::eecon.module_factor,resolved,publishable,not_ep_compared,pass,1.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::eecon.cl_factor,resolved,publishable,not_ep_compared,pass,0.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::eecon.eom_factor,resolved,publishable,not_ep_compared,pass,1.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::eecon_ep_helper.cl_meta_stack,resolved,publishable,not_ep_compared,pass,0.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::eecon_ep_helper.cm_eom_factor,resolved,publishable,not_ep_compared,pass,1.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::eecon.gcomp_factor,resolved,publishable,not_ep_compared,pass,1.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::eecon.mvn_offset,resolved,publishable,not_ep_compared,pass,0.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::eecon.gt_bonus_term,resolved,publishable,not_ep_compared,pass,5.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::eecon.gt_duration_term,resolved,publishable,not_ep_compared,pass,15.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::eecon.gt_cooldown_term,resolved,publishable,not_ep_compared,pass,0.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::eecon.gt_gc_factor,resolved,publishable,not_ep_compared,pass,1.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::eecon.bh_bonus_term,resolved,publishable,not_ep_compared,pass,1.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::eecon.bh_duration_term,resolved,publishable,not_ep_compared,pass,15.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::eecon.bh_cooldown_term,resolved,publishable,not_ep_compared,pass,0.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::eecon.dw_bonus_term,resolved,publishable,not_ep_compared,pass,1.5,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::eecon.dw_duration_term,resolved,publishable,not_ep_compared,pass,4.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::eecon.dw_cooldown_term,resolved,publishable,not_ep_compared,pass,0.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::eecon.sync_factor,resolved,publishable,not_ep_compared,pass,1.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::eecon_ep_helper.dc_sync_factor,resolved,publishable,not_ep_compared,pass,1.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::eecon.spotlight_coin_bonus_term,resolved,blocked,not_ep_compared,fail,1.0,,query_derived_composites,1,['unresolved_contributor_present'],[],['support_surface::eecon.sl_coin_bonus_lab_level'],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::eecon.spotlight_coin_coverage,resolved,blocked,not_ep_compared,fail,0.0,,query_derived_composites,2,['unresolved_contributor_present'],[],"['support_surface::eecon.sl_quantity', 'support_surface::eecon.sl_angle']",[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::eecon.spotlight_coin_factor,resolved,blocked,not_ep_compared,fail,1.0,,query_derived_composites,1,['unresolved_contributor_present'],[],['state::uw.spotlight.coin_bonus_multiplier'],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::eecon_ep_helper.dg_spotlight_coin_bonus_term,resolved,blocked,not_ep_compared,fail,1.0,,query_derived_composites,1,['unresolved_contributor_present'],[],['support_surface::eecon.sl_coin_bonus_lab_level'],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::eecon_ep_helper.dg_spotlight_coin_coverage,resolved,blocked,not_ep_compared,fail,0.0,,query_derived_composites,2,['unresolved_contributor_present'],[],"['support_surface::eecon.sl_quantity', 'support_surface::eecon.sl_angle']",[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::eecon_ep_helper.dg_spotlight_coin_factor,resolved,blocked,not_ep_compared,fail,1.0,,query_derived_composites,1,['unresolved_contributor_present'],[],['state::uw.spotlight.coin_bonus_multiplier'],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::eecon.wave_factor,resolved,publishable,not_ep_compared,pass,1.0,,query_derived_composites,0,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::eecon.base_coin_income,resolved,blocked,not_ep_compared,fail,0.0,,query_derived_composites,1,['unresolved_contributor_present'],[],['state::economy.coin_kill_multiplier'],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::eecon,resolved,blocked,not_ep_compared,fail,0.0,,query_derived_composites,1,['unresolved_contributor_present'],[],['state::economy.coin_kill_multiplier'],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::eecon_ep,resolved,blocked,not_ep_compared,fail,0.0,,query_derived_composites,1,['unresolved_contributor_present'],[],['state::economy.coin_kill_multiplier'],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::module.runtime_profile.farming_hours_per_day,resolved,publishable,not_ep_compared,pass,23.5,hours_per_day,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::module.draw_policy.common_rate_pct,resolved,publishable,not_ep_compared,pass,68.5,pct,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::module.draw_policy.rare_rate_pct,resolved,publishable,not_ep_compared,pass,29.0,pct,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::module.draw_policy.epic_rate_pct,resolved,publishable,not_ep_compared,pass,2.5,pct,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::module.draw_policy.epic_pity_draws,resolved,publishable,not_ep_compared,pass,150.0,draws,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::module.draw_policy.ten_pull_minimum_rare,resolved,publishable,not_ep_compared,pass,1.0,rare_per_ten_pull,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::module.draw_policy.gem_cost_per_draw,resolved,publishable,not_ep_compared,pass,20.0,gems,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::module.draw_policy.epic_draw_immediate_shard_value,resolved,publishable,not_ep_compared,pass,0.0,shards,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::module.draw_policy.ten_pull_ev_multiplier,resolved,publishable,not_ep_compared,pass,1.0,multiplier,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::module.lab.reroll_shards_bonus,resolved,publishable,not_ep_compared,pass,100.0,shards,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::module.lab.common_drop_chance_bonus_pct,resolved,publishable,not_ep_compared,pass,1.0,pct,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::module.lab.rare_drop_chance_bonus_pct,resolved,publishable,not_ep_compared,pass,1.0,pct,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::module.lab.daily_mission_shards_bonus,resolved,publishable,not_ep_compared,pass,50.0,shards_per_mission,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::module.lab.shatter_shards_bonus_pct,resolved,publishable,not_ep_compared,pass,100.0,pct,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
derived::economy.income.coins,resolved,publishable,not_ep_compared,pass,0.0,coins_income_proxy,,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
