bot,attribute,level,value,cost,is_max,source_path,source_sha256,source_modified_utc,source_sheet
Thunder Bot,Cooldown,4,108,220,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Cooldown,5,105,260,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Cooldown,6,102,300,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Cooldown,7,99,340,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Cooldown,8,96,380,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Cooldown,9,93,420,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Cooldown,10,90,460,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Cooldown,11,87,500,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Cooldown,12,84,540,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Cooldown,13,81,580,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Cooldown,14,78,620,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Cooldown,15,75,660,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Cooldown,16,75,,true,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Linger,0,0.2,0,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Linger,1,0.23,100,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Linger,2,0.26,140,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Linger,3,0.29,180,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Linger,4,0.32,220,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Linger,5,0.35,260,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Linger,6,0.38,300,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Linger,7,0.41,340,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Linger,8,0.44,380,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Linger,9,0.47,420,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Linger,10,0.5,460,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Linger,11,0.53,500,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Linger,12,0.56,540,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Linger,13,0.59,580,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Linger,14,0.62,620,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Linger,15,0.65,660,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Linger,16,0.68,700,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Linger,17,0.71,740,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Linger,18,0.74,780,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Linger,19,0.77,820,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Linger,20,0.8,860,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Linger,21,0.8,,true,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Range,0,25,0,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Range,1,28,100,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Range,2,31,140,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Range,3,34,180,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Range,4,37,220,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Range,5,40,260,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Range,6,43,300,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Range,7,46,340,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Range,8,49,380,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Range,9,52,420,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Range,10,55,460,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Range,11,58,500,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Range,12,61,540,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Range,13,64,580,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Range,14,67,620,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Range,15,70,660,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Thunder Bot,Range,16,70,,true,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Duration,0,20,0,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Duration,1,20.5,100,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Duration,2,21,140,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Duration,3,21.5,180,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Duration,4,22,220,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Duration,5,22.5,260,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Duration,6,23,300,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Duration,7,23.5,340,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Duration,8,24,380,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Duration,9,24.5,420,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Duration,10,25,460,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Duration,11,25.5,500,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Duration,12,26,540,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Duration,13,26.5,580,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Duration,14,27,620,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Duration,15,27.5,660,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Duration,16,28,700,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Duration,17,28.5,740,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Duration,18,29,780,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Duration,19,29.5,820,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Duration,20,30,860,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Duration,21,30.5,900,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Duration,22,31,940,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Duration,23,31.5,980,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Duration,24,32,1020,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Duration,25,32.5,1060,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Duration,26,33,1100,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Duration,27,33.5,1140,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Duration,28,34,1180,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Duration,29,34.5,1220,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Duration,30,35,1260,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Duration,31,35,,true,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Cooldown,0,120,0,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Cooldown,1,117,100,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Cooldown,2,114,140,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Cooldown,3,111,180,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Cooldown,4,108,220,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Cooldown,5,105,260,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Cooldown,6,102,300,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Cooldown,7,99,340,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Cooldown,8,96,380,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Cooldown,9,93,420,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Cooldown,10,90,460,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Cooldown,11,87,500,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Cooldown,12,84,540,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Cooldown,13,81,580,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Cooldown,14,78,620,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Cooldown,15,75,660,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Cooldown,16,75,,true,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Bonus,0,2,0,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Bonus,1,2.2,100,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Bonus,2,2.4,140,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Bonus,3,2.6,180,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Bonus,4,2.8,220,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Bonus,5,3,260,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Bonus,6,3.2,300,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Bonus,7,3.4,340,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Bonus,8,3.6,380,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Bonus,9,3.8,420,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Bonus,10,4,460,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Bonus,11,4.2,500,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Bonus,12,4.4,540,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Bonus,13,4.6,580,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Bonus,14,4.8,620,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Bonus,15,5,660,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Bonus,16,5.2,700,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
Golden Bot,Bonus,17,5.4,740,false,reference/effective_paths/copy_of_bots_v2_2.xlsx,f329a9751b3cf7c15450e8c0f402bd989c57eea7b858b48940c38ec390b40661,2026-01-28T23:40:52.687558+00:00,DVT_Bot
