wave_actual,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,Tier 10,Tier 11,Tier 12,Tier 13,Tier 14,Tier 15,Tier 16,Tier 17,Tier 18,Tier 19,Tier 20,Tier 21,Champion,Copper,Gold,Legend,Platinum,Silver
45000,1.055e+31,2.1108000000000003e+32,6.3324e+32,1.21e+33,2.4300000000000002e+33,4.849999999999999e+33,2.697e+37,2.403e+40,7.208e+40,2.2411999999999998e+41,2.98e+42,2.12e+44,2.7999999999999996e+45,2.244e+46,1.8372e+47,1.5300000000000002e+48,9.19e+48,4.5930000000000004e+49,1.194e+52,2.8700000000000004e+54,6.878500000000001e+56,2.341e+58,1.17e+45,2.6783999999999997e+47,1.01e+63,2.65e+54,6.993999999999999e+46
50000,3.02e+33,6.035e+34,1.8104e+35,3.4667e+35,6.9334e+35,1.39e+36,1.876e+40,3.255e+43,9.764e+43,3.0366000000000003e+44,4.03e+45,2.8776999999999995e+47,3.81e+48,3.064e+49,2.5156e+50,2.1e+51,1.258e+52,6.289e+52,1.6350000000000002e+55,3.92e+57,9.4183e+59,6.086e+62,6.38e+48,1.4699999999999999e+51,2.66e+67,6.883e+58,3.8286e+50
55000,8.621299999999999e+35,1.724e+37,5.172999999999999e+37,9.905e+37,1.9811000000000004e+38,3.9620999999999996e+38,1.304e+43,4.5159999999999993e+46,1.3549e+47,4.2144999999999996e+47,5.5999999999999996e+48,4.0009e+50,5.3099999999999995e+51,4.281e+52,3.5249000000000002e+53,2.9400000000000003e+54,1.762e+55,8.812000000000002e+55,2.2910000000000002e+58,5.5e+60,1.3200000000000002e+63,1.614e+67,3.478e+52,7.990000000000001e+54,7.1114e+71,1.8200000000000003e+63,2.09e+54
60000,2.2761000000000003e+38,4.5499999999999995e+39,1.366e+40,2.615e+40,5.23e+40,1.046e+41,8.369999999999999e+45,5.649e+49,1.6948e+50,5.2728e+50,7.009999999999999e+51,5.0134e+53,6.67e+54,5.389000000000001e+55,4.448600000000001e+56,3.71e+57,2.2239999999999999e+58,1.1121e+59,2.892e+61,6.940000000000001e+63,1.67e+66,3.8472000000000004e+71,1.7466e+56,4.0130000000000004e+58,1.707e+76,4.3349999999999997e+67,1.0480000000000001e+58
65000,6.181e+40,1.24e+42,3.7100000000000004e+42,7.1e+42,1.42e+43,2.841e+43,5.5300000000000004e+48,7.451000000000001e+52,2.2352e+53,6.9553e+53,9.240000000000001e+54,6.6227e+56,8.83e+57,7.149e+58,5.9153e+59,4.929999999999999e+60,2.958e+61,1.4787999999999998e+62,3.8450000000000006e+64,9.23e+66,2.21e+69,9.64e+75,8.9983e+59,2.0677e+62,4.306e+80,1.08e+72,5.399e+61
70000,1.6329999999999998e+43,3.2662000000000004e+44,9.7986e+44,1.8799999999999998e+45,3.7499999999999997e+45,7.509999999999999e+45,3.55e+51,9.327000000000001e+55,2.7982000000000003e+56,8.708300000000002e+56,1.1580000000000001e+58,8.3029e+59,1.1099999999999999e+61,8.998e+61,7.4613e+62,6.22e+63,3.7310000000000003e+64,1.8653000000000002e+65,4.85e+67,1.164e+70,2.79e+72,2.2881e+80,4.5e+63,1.03e+66,1.028e+85,2.5699999999999996e+76,2.7002e+65
75000,4.23e+45,8.453e+46,2.5359999999999998e+47,4.8561999999999995e+47,9.7125e+47,1.94e+48,2.2400000000000003e+54,1.1724e+59,3.5172000000000006e+59,1.0900000000000001e+60,1.455e+61,1.05e+63,1.399e+64,1.1367e+65,9.4447e+65,7.87e+66,4.722e+67,2.3612e+68,6.139e+70,1.473e+73,3.5399999999999997e+75,5.4400000000000006e+84,2.201e+67,5.06e+69,2.4588999999999998e+89,6.1042e+80,1.3200000000000002e+69
80000,1.0600000000000002e+48,2.1170000000000004e+49,6.352000000000001e+49,1.2164000000000002e+50,2.4329e+50,4.8657000000000005e+50,1.3600000000000002e+57,1.3913999999999997e+62,4.1743e+62,1.3e+63,1.7280000000000003e+64,1.24e+66,1.666e+67,1.3555e+68,1.13e+69,9.400000000000001e+69,5.642000000000001e+70,2.8208e+71,7.334e+73,1.76e+76,4.22e+78,1.2197999999999999e+89,1.0398000000000001e+71,2.389e+73,5.54e+93,1.3670000000000002e+85,6.24e+72
85000,2.8076999999999997e+50,5.6200000000000004e+51,1.6850000000000002e+52,3.226e+52,6.452e+52,1.2903e+53,8.7956e+59,1.792e+65,5.376100000000001e+65,1.67e+66,2.2260000000000002e+67,1.6000000000000001e+69,2.1510000000000003e+70,1.7535e+71,1.4599999999999998e+72,1.219e+73,7.311e+73,3.6555e+74,9.504e+76,2.281e+79,5.47e+81,2.96e+93,5.1939e+74,1.1935e+77,1.3525999999999999e+98,3.3151e+89,3.116e+76
90000,6.948999999999999e+52,1.39e+54,4.17e+54,7.980000000000001e+54,1.597e+55,3.194e+55,5.2958e+62,2.1016e+68,6.304799999999999e+68,1.9600000000000003e+69,2.611e+70,1.88e+72,2.5289999999999998e+73,2.0649999999999998e+74,1.7199999999999998e+75,1.4369999999999997e+76,8.623999999999999e+76,4.3120999999999997e+77,1.1211e+80,2.6909999999999997e+82,6.46e+84,6.5430000000000014e+97,2.4199999999999998e+78,5.557200000000001e+80,3e+102,7.31e+93,1.4511e+80
95000,1.6530000000000003e+55,3.3066000000000007e+56,9.9198e+56,1.9e+57,3.8e+57,7.6e+57,3.0647000000000007e+65,2.3689e+71,7.1068e+71,2.21e+72,2.9439999999999997e+73,2.12e+75,2.8579999999999995e+76,2.3369e+77,1.96e+78,1.629e+79,9.775e+79,4.8875e+80,1.2708e+83,3.0500000000000003e+85,7.32e+87,1.3899999999999998e+102,1.081e+82,2.48e+84,6.392e+106,1.5491e+98,6.486699999999999e+83
100000,4.06e+57,8.116e+58,2.4349000000000003e+59,4.6626e+59,9.3252e+59,1.87e+60,1.8299e+68,2.8239999999999997e+74,8.472e+74,2.6399999999999997e+75,3.51e+76,2.53e+78,3.415e+79,2.7963e+80,2.3399999999999995e+81,1.952e+82,1.1713999999999999e+83,5.857e+83,1.5228e+86,3.6549999999999995e+88,8.769999999999998e+90,3.1079999999999996e+106,4.981e+85,1.1449999999999998e+88,1.44e+111,3.4700000000000003e+102,2.9900000000000002e+87
