bc_name,bc_key,bc_variant,level_or_heat,value_num,value_unit,value_kind,behavior,source_class
Plasma Cannon Resistance,plasma_cannon_resistance,,20,0.9,ratio,multiplier,Plasma Cannon deals x% of normal damage,repo_input_curve
Plasma Cannon Resistance,plasma_cannon_resistance,,40,0.8,ratio,multiplier,Plasma Cannon deals x% of normal damage,repo_input_curve
Plasma Cannon Resistance,plasma_cannon_resistance,,60,0.75,ratio,multiplier,Plasma Cannon deals x% of normal damage,repo_input_curve
Plasma Cannon Resistance,plasma_cannon_resistance,,80,0.7,ratio,multiplier,Plasma Cannon deals x% of normal damage,repo_input_curve
Plasma Cannon Resistance,plasma_cannon_resistance,,100,0.65,ratio,multiplier,Plasma Cannon deals x% of normal damage,repo_input_curve
Plasma Cannon Resistance,plasma_cannon_resistance,,150,0.6,ratio,multiplier,Plasma Cannon deals x% of normal damage,repo_input_curve
Plasma Cannon Resistance,plasma_cannon_resistance,,200,0.58,ratio,multiplier,Plasma Cannon deals x% of normal damage,repo_input_curve
Plasma Cannon Resistance,plasma_cannon_resistance,,250,0.56,ratio,multiplier,Plasma Cannon deals x% of normal damage,repo_input_curve
Plasma Cannon Resistance,plasma_cannon_resistance,,300,0.54,ratio,multiplier,Plasma Cannon deals x% of normal damage,repo_input_curve
Plasma Cannon Resistance,plasma_cannon_resistance,,350,0.5,ratio,multiplier,Plasma Cannon deals x% of normal damage,repo_input_curve
Plasma Cannon Resistance,plasma_cannon_resistance,,400,0.45,ratio,multiplier,Plasma Cannon deals x% of normal damage,repo_input_curve
Plasma Cannon Resistance,plasma_cannon_resistance,,450,0.4,ratio,multiplier,Plasma Cannon deals x% of normal damage,repo_input_curve
Plasma Cannon Resistance,plasma_cannon_resistance,,500,0.35,ratio,multiplier,Plasma Cannon deals x% of normal damage,repo_input_curve
Plasma Cannon Resistance,plasma_cannon_resistance,,600,0.3,ratio,multiplier,Plasma Cannon deals x% of normal damage,repo_input_curve
Plasma Cannon Resistance,plasma_cannon_resistance,,700,0.25,ratio,multiplier,Plasma Cannon deals x% of normal damage,repo_input_curve
Plasma Cannon Resistance,plasma_cannon_resistance,,800,0.2,ratio,multiplier,Plasma Cannon deals x% of normal damage,repo_input_curve
Plasma Cannon Resistance,plasma_cannon_resistance,,900,0.15,ratio,multiplier,Plasma Cannon deals x% of normal damage,repo_input_curve
Plasma Cannon Resistance,plasma_cannon_resistance,,1000,0.05,ratio,multiplier,Plasma Cannon deals x% of normal damage,repo_input_curve
Protector's Ultimate,protector_s_ultimate,,0,3.0,s,duration_or_cooldown,,repo_input_curve
Protector's Ultimate,protector_s_ultimate,,20,15.0,s,duration_or_cooldown,,repo_input_curve
Protector's Ultimate,protector_s_ultimate,,40,30.0,s,duration_or_cooldown,,repo_input_curve
Protector's Ultimate,protector_s_ultimate,,60,45.0,s,duration_or_cooldown,,repo_input_curve
Protector's Ultimate,protector_s_ultimate,,80,60.0,s,duration_or_cooldown,,repo_input_curve
Protector's Ultimate,protector_s_ultimate,,100,75.0,s,duration_or_cooldown,,repo_input_curve
Protector's Ultimate,protector_s_ultimate,,150,90.0,s,duration_or_cooldown,,repo_input_curve
Protector's Ultimate,protector_s_ultimate,,200,105.0,s,duration_or_cooldown,,repo_input_curve
Protector's Ultimate,protector_s_ultimate,,250,120.0,s,duration_or_cooldown,,repo_input_curve
Protector's Ultimate,protector_s_ultimate,,300,135.0,s,duration_or_cooldown,,repo_input_curve
Protector's Ultimate,protector_s_ultimate,,350,150.0,s,duration_or_cooldown,,repo_input_curve
Protector's Ultimate,protector_s_ultimate,,400,165.0,s,duration_or_cooldown,,repo_input_curve
Protector's Ultimate,protector_s_ultimate,,450,180.0,s,duration_or_cooldown,,repo_input_curve
Protector's Ultimate,protector_s_ultimate,,500,195.0,s,duration_or_cooldown,,repo_input_curve
Protector's Ultimate,protector_s_ultimate,,600,210.0,s,duration_or_cooldown,,repo_input_curve
Protector's Ultimate,protector_s_ultimate,,700,240.0,s,duration_or_cooldown,,repo_input_curve
Protector's Ultimate,protector_s_ultimate,,800,270.0,s,duration_or_cooldown,,repo_input_curve
Protector's Ultimate,protector_s_ultimate,,900,285.0,s,duration_or_cooldown,,repo_input_curve
Protector's Ultimate,protector_s_ultimate,,1000,300.0,s,duration_or_cooldown,,repo_input_curve
Ranged Ultimate,ranged_ultimate,,0,0.1,s,duration,,repo_input_curve
Ranged Ultimate,ranged_ultimate,,20,0.1,s,duration,,repo_input_curve
Ranged Ultimate,ranged_ultimate,,40,0.2,s,duration,,repo_input_curve
Ranged Ultimate,ranged_ultimate,,60,0.2,s,duration,,repo_input_curve
Ranged Ultimate,ranged_ultimate,,80,0.3,s,duration,,repo_input_curve
Ranged Ultimate,ranged_ultimate,,100,0.3,s,duration,,repo_input_curve
Ranged Ultimate,ranged_ultimate,,150,0.4,s,duration,,repo_input_curve
Ranged Ultimate,ranged_ultimate,,200,0.4,s,duration,,repo_input_curve
Ranged Ultimate,ranged_ultimate,,250,0.5,s,duration,,repo_input_curve
Ranged Ultimate,ranged_ultimate,,300,0.5,s,duration,,repo_input_curve
Ranged Ultimate,ranged_ultimate,,350,0.6,s,duration,,repo_input_curve
Ranged Ultimate,ranged_ultimate,,400,0.6,s,duration,,repo_input_curve
Ranged Ultimate,ranged_ultimate,,450,0.7,s,duration,,repo_input_curve
Ranged Ultimate,ranged_ultimate,,500,0.7,s,duration,,repo_input_curve
Ranged Ultimate,ranged_ultimate,,600,0.8,s,duration,,repo_input_curve
Ranged Ultimate,ranged_ultimate,,700,0.8,s,duration,,repo_input_curve
Ranged Ultimate,ranged_ultimate,,800,0.9,s,duration,,repo_input_curve
Ranged Ultimate,ranged_ultimate,,900,0.9,s,duration,,repo_input_curve
Ranged Ultimate,ranged_ultimate,,1000,1.0,s,duration,,repo_input_curve
Tank's Ultimate,tank_s_ultimate,,0,3.0,s,duration_or_cooldown,,repo_input_curve
Tank's Ultimate,tank_s_ultimate,,20,15.0,s,duration_or_cooldown,,repo_input_curve
Tank's Ultimate,tank_s_ultimate,,40,30.0,s,duration_or_cooldown,,repo_input_curve
Tank's Ultimate,tank_s_ultimate,,60,45.0,s,duration_or_cooldown,,repo_input_curve
Tank's Ultimate,tank_s_ultimate,,80,60.0,s,duration_or_cooldown,,repo_input_curve
Tank's Ultimate,tank_s_ultimate,,100,75.0,s,duration_or_cooldown,,repo_input_curve
Tank's Ultimate,tank_s_ultimate,,150,90.0,s,duration_or_cooldown,,repo_input_curve
Tank's Ultimate,tank_s_ultimate,,200,105.0,s,duration_or_cooldown,,repo_input_curve
Tank's Ultimate,tank_s_ultimate,,250,120.0,s,duration_or_cooldown,,repo_input_curve
Tank's Ultimate,tank_s_ultimate,,300,135.0,s,duration_or_cooldown,,repo_input_curve
Tank's Ultimate,tank_s_ultimate,,350,150.0,s,duration_or_cooldown,,repo_input_curve
Tank's Ultimate,tank_s_ultimate,,400,165.0,s,duration_or_cooldown,,repo_input_curve
Tank's Ultimate,tank_s_ultimate,,450,180.0,s,duration_or_cooldown,,repo_input_curve
Tank's Ultimate,tank_s_ultimate,,500,210.0,s,duration_or_cooldown,,repo_input_curve
Tank's Ultimate,tank_s_ultimate,,600,225.0,s,duration_or_cooldown,,repo_input_curve
Tank's Ultimate,tank_s_ultimate,,700,240.0,s,duration_or_cooldown,,repo_input_curve
Tank's Ultimate,tank_s_ultimate,,800,255.0,s,duration_or_cooldown,,repo_input_curve
Tank's Ultimate,tank_s_ultimate,,900,270.0,s,duration_or_cooldown,,repo_input_curve
Tank's Ultimate,tank_s_ultimate,,1000,300.0,s,duration_or_cooldown,,repo_input_curve
Thorns Resistance,thorns_resistance,,0,0.95,ratio,multiplier,Thorns deals x% damage,repo_input_curve
Thorns Resistance,thorns_resistance,,20,0.9,ratio,multiplier,Thorns deals x% damage,repo_input_curve
Thorns Resistance,thorns_resistance,,40,0.8,ratio,multiplier,Thorns deals x% damage,repo_input_curve
Thorns Resistance,thorns_resistance,,60,0.75,ratio,multiplier,Thorns deals x% damage,repo_input_curve
Thorns Resistance,thorns_resistance,,80,0.7,ratio,multiplier,Thorns deals x% damage,repo_input_curve
Thorns Resistance,thorns_resistance,,100,0.65,ratio,multiplier,Thorns deals x% damage,repo_input_curve
Thorns Resistance,thorns_resistance,,150,0.6,ratio,multiplier,Thorns deals x% damage,repo_input_curve
Thorns Resistance,thorns_resistance,,200,0.58,ratio,multiplier,Thorns deals x% damage,repo_input_curve
Thorns Resistance,thorns_resistance,,250,0.56,ratio,multiplier,Thorns deals x% damage,repo_input_curve
Thorns Resistance,thorns_resistance,,300,0.54,ratio,multiplier,Thorns deals x% damage,repo_input_curve
Thorns Resistance,thorns_resistance,,350,0.5,ratio,multiplier,Thorns deals x% damage,repo_input_curve
Thorns Resistance,thorns_resistance,,400,0.45,ratio,multiplier,Thorns deals x% damage,repo_input_curve
Thorns Resistance,thorns_resistance,,450,0.4,ratio,multiplier,Thorns deals x% damage,repo_input_curve
Thorns Resistance,thorns_resistance,,500,0.35,ratio,multiplier,Thorns deals x% damage,repo_input_curve
Thorns Resistance,thorns_resistance,,600,0.3,ratio,multiplier,Thorns deals x% damage,repo_input_curve
Thorns Resistance,thorns_resistance,,700,0.25,ratio,multiplier,Thorns deals x% damage,repo_input_curve
Thorns Resistance,thorns_resistance,,800,0.2,ratio,multiplier,Thorns deals x% damage,repo_input_curve
Thorns Resistance,thorns_resistance,,900,0.15,ratio,multiplier,Thorns deals x% damage,repo_input_curve
Thorns Resistance,thorns_resistance,,1000,0.05,ratio,multiplier,Thorns deals x% damage,repo_input_curve
Ultimate Weapon Durations,ultimate_weapon_durations,,0,-1.0,s,duration_delta,"Reduce the durations of Chrono Field, Golden Tower, Poison Swamp, and Black Hole by Xs",repo_input_curve
Ultimate Weapon Durations,ultimate_weapon_durations,,20,-1.0,s,duration_delta,"Reduce the durations of Chrono Field, Golden Tower, Poison Swamp, and Black Hole by Xs",repo_input_curve
Ultimate Weapon Durations,ultimate_weapon_durations,,40,-1.0,s,duration_delta,"Reduce the durations of Chrono Field, Golden Tower, Poison Swamp, and Black Hole by Xs",repo_input_curve
Ultimate Weapon Durations,ultimate_weapon_durations,,60,-2.0,s,duration_delta,"Reduce the durations of Chrono Field, Golden Tower, Poison Swamp, and Black Hole by Xs",repo_input_curve
Ultimate Weapon Durations,ultimate_weapon_durations,,80,-2.0,s,duration_delta,"Reduce the durations of Chrono Field, Golden Tower, Poison Swamp, and Black Hole by Xs",repo_input_curve
Ultimate Weapon Durations,ultimate_weapon_durations,,100,-3.0,s,duration_delta,"Reduce the durations of Chrono Field, Golden Tower, Poison Swamp, and Black Hole by Xs",repo_input_curve
Ultimate Weapon Durations,ultimate_weapon_durations,,150,-3.0,s,duration_delta,"Reduce the durations of Chrono Field, Golden Tower, Poison Swamp, and Black Hole by Xs",repo_input_curve
Ultimate Weapon Durations,ultimate_weapon_durations,,200,-4.0,s,duration_delta,"Reduce the durations of Chrono Field, Golden Tower, Poison Swamp, and Black Hole by Xs",repo_input_curve
Ultimate Weapon Durations,ultimate_weapon_durations,,250,-4.0,s,duration_delta,"Reduce the durations of Chrono Field, Golden Tower, Poison Swamp, and Black Hole by Xs",repo_input_curve
Ultimate Weapon Durations,ultimate_weapon_durations,,300,-5.0,s,duration_delta,"Reduce the durations of Chrono Field, Golden Tower, Poison Swamp, and Black Hole by Xs",repo_input_curve
Ultimate Weapon Durations,ultimate_weapon_durations,,350,-5.0,s,duration_delta,"Reduce the durations of Chrono Field, Golden Tower, Poison Swamp, and Black Hole by Xs",repo_input_curve
Ultimate Weapon Durations,ultimate_weapon_durations,,400,-6.0,s,duration_delta,"Reduce the durations of Chrono Field, Golden Tower, Poison Swamp, and Black Hole by Xs",repo_input_curve
Ultimate Weapon Durations,ultimate_weapon_durations,,450,-6.0,s,duration_delta,"Reduce the durations of Chrono Field, Golden Tower, Poison Swamp, and Black Hole by Xs",repo_input_curve
Ultimate Weapon Durations,ultimate_weapon_durations,,500,-7.0,s,duration_delta,"Reduce the durations of Chrono Field, Golden Tower, Poison Swamp, and Black Hole by Xs",repo_input_curve
Ultimate Weapon Durations,ultimate_weapon_durations,,600,-7.0,s,duration_delta,"Reduce the durations of Chrono Field, Golden Tower, Poison Swamp, and Black Hole by Xs",repo_input_curve
Ultimate Weapon Durations,ultimate_weapon_durations,,700,-8.0,s,duration_delta,"Reduce the durations of Chrono Field, Golden Tower, Poison Swamp, and Black Hole by Xs",repo_input_curve
Ultimate Weapon Durations,ultimate_weapon_durations,,800,-8.0,s,duration_delta,"Reduce the durations of Chrono Field, Golden Tower, Poison Swamp, and Black Hole by Xs",repo_input_curve
Ultimate Weapon Durations,ultimate_weapon_durations,,900,-9.0,s,duration_delta,"Reduce the durations of Chrono Field, Golden Tower, Poison Swamp, and Black Hole by Xs",repo_input_curve
Ultimate Weapon Durations,ultimate_weapon_durations,,1000,-10.0,s,duration_delta,"Reduce the durations of Chrono Field, Golden Tower, Poison Swamp, and Black Hole by Xs",repo_input_curve
