wave_actual,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,Tier 10,Tier 11,Tier 12,Tier 13,Tier 14,Tier 15,Tier 16,Tier 17,Tier 18,Tier 19,Tier 20,Tier 21,Champion,Copper,Gold,Legend,Platinum,Silver
30000,5.230000000000001e+84,1.0456000000000001e+86,3.1368000000000004e+86,6.273600000000001e+86,1.25e+87,2.5099999999999996e+87,5.019999999999999e+87,1.0039999999999998e+88,3.0109999999999998e+88,2.3368e+89,1.684e+91,2.3050000000000003e+94,3.970000000000001e+97,5.043e+100,7.102e+103,3.5499999999999996e+105,1.0654e+107,2.66e+108,3.46e+111,4.15e+114,4.99e+117,4.12e+213,9.34e+203,2.24e+206,1.9e+226,1.79e+207,5.61e+205
35000,1.586e+97,3.1714e+98,9.5143e+98,1.8999999999999998e+99,3.81e+99,7.61e+99,1.522e+100,3.045e+100,9.134e+100,7.0987e+101,5.122999999999999e+103,7.098999999999999e+106,1.2457e+110,1.6169999999999997e+113,2.33e+116,1.17e+118,3.5e+119,8.74e+120,1.14e+124,1.36e+127,1.64e+130,4.62e+245,1.03e+236,2.48e+238,2.28e+258,1.98e+239,6.19e+237
40000,4.339e+109,8.6775e+110,2.6e+111,5.209999999999999e+111,1.041e+112,2.0829999999999998e+112,4.1649999999999996e+112,8.329999999999999e+112,2.4990999999999998e+113,1.94e+114,1.41e+116,1.97e+119,3.51e+122,4.64e+125,6.83e+128,3.41e+130,1.02e+132,2.56e+133,3.33e+136,3.99e+139,4.79e+142,4.64e+277,1.02e+268,2.45e+270,2.41e+290,1.96e+271,6.14e+269
45000,1.28e+122,2.56e+123,7.67e+123,1.53e+124,3.07e+124,6.13e+124,1.23e+125,2.45e+125,7.36e+125,5.73e+126,4.15e+128,5.87e+131,1.06e+135,1.43e+138,2.13e+141,1.07e+143,3.2e+144,8.01e+145,1.04e+149,1.25e+152,1.5e+155,inf,1.09e+300,2.61e+302,inf,2.09e+303,6.52e+301
50000,3.1e+134,6.2e+135,1.86e+136,3.72e+136,7.44e+136,1.49e+137,2.98e+137,5.95e+137,1.79e+138,1.39e+139,1.01e+141,1.44e+144,2.63e+147,3.59e+150,5.46e+153,2.73e+155,8.2e+156,2.05e+158,2.66e+161,3.2e+164,3.84e+167,inf,inf,inf,inf,inf,inf
55000,9.36e+146,1.87e+148,5.61e+148,1.12e+149,2.25e+149,4.49e+149,8.98e+149,1.8e+150,5.39e+150,4.21e+151,3.05e+153,4.38e+156,8.12e+159,1.12e+163,1.73e+166,8.66e+167,2.6e+169,6.49e+170,8.44e+173,1.01e+177,1.22e+180,inf,inf,inf,inf,inf,inf
60000,2.01e+159,4.02e+160,1.21e+161,2.41e+161,4.83e+161,9.66e+161,1.93e+162,3.86e+162,1.16e+163,9.06e+163,6.57e+165,9.51e+168,1.78e+172,2.49e+175,3.89e+178,1.95e+180,5.84e+181,1.46e+183,1.9e+186,2.28e+189,2.73e+192,inf,inf,inf,inf,inf,inf
65000,5.59e+171,1.12e+173,3.36e+173,6.71e+173,1.34e+174,2.69e+174,5.37e+174,1.07e+175,3.22e+175,2.52e+176,1.83e+178,2.66e+181,5.04e+184,7.13e+187,1.13e+191,5.64e+192,1.69e+194,4.23e+195,5.5e+198,6.6e+201,7.92e+204,inf,inf,inf,inf,inf,inf
70000,1.31e+184,2.61e+185,7.83e+185,1.57e+186,3.13e+186,6.27e+186,1.25e+187,2.51e+187,7.52e+187,5.89e+188,4.28e+190,6.27e+193,1.19e+197,1.71e+200,2.73e+203,1.37e+205,4.1e+206,1.02e+208,1.33e+211,1.6e+214,1.92e+217,inf,inf,inf,inf,inf,inf
75000,3.52e+196,7.05e+197,2.11e+198,4.23e+198,8.46e+198,1.69e+199,3.38e+199,6.77e+199,2.03e+200,1.59e+201,1.16e+203,1.7e+206,3.27e+209,4.73e+212,7.64e+215,3.82e+217,1.15e+219,2.87e+220,3.72e+223,4.47e+226,5.36e+229,inf,inf,inf,inf,inf,inf
80000,7.03e+208,1.41e+210,4.22e+210,8.44e+210,1.69e+211,3.37e+211,6.75e+211,1.35e+212,4.05e+212,3.17e+213,2.31e+215,3.42e+218,6.63e+221,9.66e+224,1.58e+228,7.88e+229,2.36e+231,5.91e+232,7.68e+235,9.22e+238,1.11e+242,inf,inf,inf,inf,inf,inf
85000,2.15e+221,4.3e+222,1.29e+223,2.58e+223,5.16e+223,1.03e+224,2.07e+224,4.13e+224,1.24e+225,9.72e+225,7.08e+227,1.05e+231,2.05e+234,3.02e+237,4.97e+240,2.49e+242,7.46e+243,1.86e+245,2.42e+248,2.91e+251,3.49e+254,inf,inf,inf,inf,inf,inf
90000,4.86e+233,9.72e+234,2.91e+235,5.83e+235,1.17e+236,2.33e+236,4.66e+236,9.33e+236,2.8e+237,2.2e+238,1.6e+240,2.39e+243,4.7e+246,6.96e+249,1.16e+253,5.78e+254,1.73e+256,4.33e+257,5.63e+260,6.76e+263,8.11e+266,inf,inf,inf,inf,inf,inf
95000,9.28e+245,1.86e+247,5.57e+247,1.11e+248,2.23e+248,4.46e+248,8.91e+248,1.78e+249,5.35e+249,4.2e+250,3.06e+252,4.59e+255,9.09e+258,1.36e+262,2.27e+265,1.14e+267,3.41e+268,8.51e+269,1.11e+273,1.33e+276,1.59e+279,inf,inf,inf,inf,inf,inf
100000,2.22e+258,4.45e+259,1.33e+260,2.67e+260,5.34e+260,1.07e+261,2.13e+261,4.27e+261,1.28e+262,1.01e+263,7.34e+264,1.11e+268,2.2e+271,3.31e+274,5.58e+277,2.79e+279,8.37e+280,2.09e+282,2.72e+285,3.27e+288,3.92e+291,inf,inf,inf,inf,inf,inf
