ledger_scope,source_family,wiki_track_name,source_item,wiki_page_title,wiki_page_url,state_field,max_level_field,activation_field,contributor_id,semantic_type,operation,target_stat,raw_or_derived,dependencies,unlock_notes,wiki_semantic_note,confidence,uncertainty_notes,source_ref
lab_extended,lab,Garlic Thorns,Garlic Thorns,Lab/Garlic Thorns,https://the-tower-idle-tower-defense.fandom.com/wiki/Thorn_Damage,lab__garlic_thorns__level,lab__garlic_thorns__max_level,—,lab__garlic_thorns__pct,pct,set_pct,garlic_thorns_pct,raw,thorn_damage_pct,Unlocked at tier 2 wave 1000.,There are 10 upgrades. The lab causes Vampire elite enemies to take a percent of your thorns damage per second while using its ranged attack. Values shown 0.5 to 5.0.,strong,Special-case elite interaction represented as a direct percent parameter rather than full runtime behavior.,turn573016search3; turn396472search2; turn396472search14
lab,lab,Golden Bot Cooldown,Golden Bot Cooldown,Lab/Golden Bot Cooldown,https://the-tower-idle-tower-defense.fandom.com/wiki/Lab/Golden_Bot_Cooldown,lab__golden_bot_cooldown__level,lab__golden_bot_cooldown__max_level,—,lab__golden_bot_cooldown__cooldown_seconds_reduction,cooldown_seconds_reduction,reduce_cooldown_seconds,golden_bot_cooldown_seconds,raw,—,Unlock lab in milestones.,Reduces the bot cooldown by 1 second for each level. Has 25 levels for a 25-second reduction to cooldown.,strong,Tier/wave unlock differs by bot; see source page.,Golden Bot Cooldown page snippet
lab,lab,Golden Bot Duration,Golden Bot Duration,Lab/Golden Bot Duration,https://the-tower-idle-tower-defense.fandom.com/wiki/Lab/Golden_Bot_Duration,lab__golden_bot_duration__level,lab__golden_bot_duration__max_level,—,lab__golden_bot_duration__duration_seconds_bonus,duration_seconds_bonus,add_duration_seconds,golden_bot_duration_seconds,raw,—,Unlock Lab in Milestones at tier 10 wave 50.,Has 20 levels increasing duration by 0.5s for a max increase of 10s.,strong,—,Golden Bot Duration page snippet
lab_basic,lab,Golden Tower Bonus,Golden Tower Bonus,Golden Tower,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Tower,lab__golden_tower_bonus__level,lab__golden_tower_bonus__max_level,—,lab__golden_tower_bonus__bonus,bonus,review_required,golden_tower_bonus_multiplier,raw,uw__golden_tower_bonus__multiplier,Golden Tower labs unlock in Milestones at tier 4 wave 200 after owning Golden Tower.,"Has 25 levels, with each level increasing the Golden Tower bonus by 0.15, for a total additional bonus of 3.75.",strong,"Resolved property is multiplier-shaped, but lab page expresses additive increase to the GT bonus track. 25 levels per page snippet.",Golden Tower labs snippet (turn722442search9)
lab_basic,lab,Golden Tower Duration,Golden Tower Duration,Lab/Golden Tower Duration,https://the-tower-idle-tower-defense.fandom.com/wiki/Lab/Golden_Tower_Duration,lab__golden_tower_duration__level,lab__golden_tower_duration__max_level,—,lab__golden_tower_duration__duration_seconds_bonus,duration_seconds_bonus,add_duration_seconds,golden_tower_duration_seconds,raw,uw__golden_tower_duration__duration_seconds,Golden Tower labs unlock in Milestones at tier 4 wave 200 after owning Golden Tower.,"Has 20 levels, each increasing the duration of Golden Tower, for a total duration increase of 20s.",strong,Resolved property is explicitly unit-tagged because the lab effect is stated in seconds. 20 levels per page snippet.,Golden Tower Duration snippet (turn735016search0; turn735016search4)
lab_basic,lab,Health,Health,Lab/Health,https://the-tower-idle-tower-defense.fandom.com/wiki/Lab/Health,lab__health__level,lab__health__max_level,—,lab__health__bonus,bonus,review_required,health,raw,workshop__health__base,Unlocked at the start.,Lab upgrades increase the increments of each workshop level as well as raise the maximum workshop health.,strong,Wiki wording implies workshop-scaling contribution rather than a simple standalone scalar; retained as bonus for contributor typing. Max levels not visible in search snippet; needs full page confirmation later.,Lab/Health snippet (turn386068search1)
lab_basic,lab,Health Regen,Health Regen,Lab/Health Regen,https://the-tower-idle-tower-defense.fandom.com/wiki/Lab/Health_Regen,lab__health_regen__level,lab__health_regen__max_level,—,lab__health_regen__bonus,bonus,review_required,health_regen,raw,workshop__health_regen__base,Unlocked at the start.,The lab increases the increments of each workshop level and raises the maximum workshop value. There are 100 levels.,strong,Contributor effect is workshop-scaling rather than a directly listed flat amount. 100 levels per page snippet.,Lab/Health Regen snippet (turn386068search4; turn735016search3)
active,lab,Inner Land Mine - Chrono Jump,Inner Land Mine - Chrono Jump,Lab/Inner Land Mine - Chrono Jump,https://the-tower-idle-tower-defense.fandom.com/wiki/Lab/Inner_Land_Mine_-_Chrono_Jump,lab__inner_land_mine_chrono_jump__level,lab__inner_land_mine_chrono_jump__max_level,—,lab__inner_land_mine_chrono_jump_charge__duration_seconds,duration_seconds,set_duration_seconds,inner_land_mine_chrono_jump_charge_seconds,raw,"uw_plus__charged_mine__rotation_rate, inner_land_mines_hit_count",Requires ILM+. Has 10 levels.,"When an enemy is hit by an Inner Land Mine, the charge is boosted by this lab times the number of times that enemy has hit an Inner Land Mine. Values run from 5s to 50s.",strong,Modeled as a direct charge-time parameter even though runtime application scales by repeated enemy hits.,turn625692search4
lab,lab,Inner Mine Blast Radius,Inner Mine Blast Radius,Lab/Inner Mine Blast Radius,https://the-tower-idle-tower-defense.fandom.com/wiki/Lab/Inner_Mine_Blast_Radius,lab__inner_mine_blast_radius__level,lab__inner_mine_blast_radius__max_level,—,lab__inner_land_mines_blast_radius__range_m_bonus,range_m_bonus,add_range_m,inner_land_mines_blast_radius,raw,inner land mines,—,Increases the area Inner Land Mines will damage when it is triggered. Has 20 levels.,strong,Represented as a radius/range increase parameter.,Lab/Inner Mine Blast Radius page snippet
lab,lab,Inner Mine Rotation Speed,Inner Mine Rotation Speed,Lab/Inner Mine Rotation Speed,https://the-tower-idle-tower-defense.fandom.com/wiki/Lab/Inner_Mine_Rotation_Speed,lab__inner_mine_rotation_speed__level,lab__inner_mine_rotation_speed__max_level,—,lab__inner_land_mines_rotation_rate__rotation_rate,rotation_rate,set_rotation_rate,inner_land_mines_rotation_rate,raw,inner land mines,—,Increase the speed that mines rotate around the tower. Has 20 levels.,strong,Modeled as a direct rotation-rate contributor.,Lab/Inner Mine Rotation Speed page snippet
lab,lab,Inner Mine Stun,Inner Mine Stun,Lab/Inner Mine Stun,https://the-tower-idle-tower-defense.fandom.com/wiki/Lab/Inner_Mine_Stun,lab__inner_mine_stun__level,lab__inner_mine_stun__max_level,—,lab__inner_land_mines_stun__enabled,enabled,enable,inner_land_mines_stun_enabled,raw,inner land mines,—,When inner mines explode they will stun nearby enemies for 2.5 seconds. Has 1 level.,strong,Enable flag for stun behavior; base duration is captured separately below.,Lab/Inner Mine Stun page snippet
lab,lab,Inner Mine Stun,Inner Mine Stun,Lab/Inner Mine Stun,https://the-tower-idle-tower-defense.fandom.com/wiki/Lab/Inner_Mine_Stun,lab__inner_mine_stun__level,lab__inner_mine_stun__max_level,—,lab__inner_land_mines_stun_duration__duration_seconds,duration_seconds,set_duration_seconds,inner_land_mines_stun_duration_seconds,raw,inner land mines stun enabled,—,Base stun duration for the unlocked Inner Mine stun effect is 2.5 seconds.,strong,Direct fixed duration from the one-level unlock lab.,Lab/Inner Mine Stun page snippet
lab_extended,lab,Interest,Interest,Lab/Interest,https://the-tower-idle-tower-defense.fandom.com/wiki/Lab/Interest,lab__interest__level,lab__interest__max_level,—,lab__interest__bonus,bonus,add,interest_per_wave_pct,raw,workshop__interest_per_wave_pct__pct,Unlocked with labs in Milestones at tier 1 wave 30.,Interest increases the increments of each Interest/Wave workshop level and the maximum workshop value. There are 99 levels.,strong,Modeled as a direct workshop-scaling additive contributor to the interest-per-wave percent property.,turn700228search8
active,lab,Lab Speed,Lab Speed,Lab/Lab Speed,https://the-tower-idle-tower-defense.fandom.com/wiki/Lab/Lab_Speed,lab__lab_speed__level,lab__lab_speed__max_level,—,lab__lab_speed__multiplier,multiplier,set_multiplier,lab_speed_multiplier,raw,—,Unlocked in Milestones at tier 1 wave 150.,Lab Speed has 99 levels and increases lab speed from 1.02x upward; lab speed stacks multiplicatively with relic lab speed bonuses.,strong,"None material for contributor identity, target mapping, or max level.",turn522006search0
active,lab,Labs Coin Discount,Labs Coin Discount,Lab/Labs Coin Discount,https://the-tower-idle-tower-defense.fandom.com/wiki/Lab/Labs_Coin_Discount,lab__labs_coin_discount__level,lab__labs_coin_discount__max_level,—,lab__labs_coin_cost_reduction__pct,pct,set_pct,lab_coin_cost_reduction_pct,raw,—,Unlocked with labs in Milestones at tier 1 wave 30.,"Labs Coin Discount has 99 levels and provides a percent reduction to lab coin costs, starting at 0.30% and increasing by 0.30% per level.",strong,Target-stat naming reflects a direct lab coin cost reduction parameter rather than full cost formula ownership.,turn709366search2
lab_extended,lab,Land Mine Damage,Land Mine Damage,Lab/Land Mine Damage,https://the-tower-idle-tower-defense.fandom.com/wiki/Lab/Land_Mine_Damage,lab__land_mine_damage__level,lab__land_mine_damage__max_level,—,lab__land_mine_damage__pct_bonus,pct_bonus,add_pct,land_mine_damage_multiplier,raw,workshop__land_mine_damage_multiplier__multiplier,Unlock Lab in Milestones at Tier 6 Wave 30.,Increases the amount of damage land mine deals by an additional percent. Has 20 levels with values from 10% to 200%.,strong,Modeled as an additive percent contributor to the land mine damage multiplier; target naming follows the existing workshop/enhancement convention.,turn364246search1
lab_extended,lab,Land Mine Decay,Land Mine Decay,Lab/Land Mine Decay,https://the-tower-idle-tower-defense.fandom.com/wiki/Lab/Land_Mine_Decay,lab__land_mine_decay__level,lab__land_mine_decay__max_level,—,lab__land_mine_decay__duration_seconds,duration_seconds,set_duration_seconds,land_mine_decay_seconds,raw,—,Unlock Lab in Milestones at Tier 6 Wave 30.,Increase the amount of time before land mines explode without being hit. Has 35 upgrades with values increasing by 0.5s per level.,strong,Represented as a direct duration parameter for land mine auto-explosion delay.,turn364246search0
active,lab,Light Speed Shots,Light Speed Shots,Lab/Light Speed Shots,https://the-tower-idle-tower-defense.fandom.com/wiki/Lab/Light_Speed_Shots,lab__light_speed_shots__level,lab__light_speed_shots__max_level,—,lab__light_speed_shots__enabled,enabled,enable,light_speed_shots_enabled,raw,projectile_attack_resolution,Unlocked in Milestones at tier 7 wave 10. Has 1 level.,"Allows projectiles, once fired, to travel instantly to their target. An untargeted enemy between the tower and the target can still block the shot and take damage instead.",strong,"Modeled as an enable flag only; full projectile interception behavior remains part of runtime combat logic, not this contributor row.",turn475706view3
lab,lab,Lightning Amplifier - Scatter,Lightning Amplifier - Scatter,Lab/Lightning Amplifier - Scatter,https://the-tower-idle-tower-defense.fandom.com/wiki/Lab/Lightning_Amplifier_-_Scatter,lab__lightning_amplifier_scatter__level,lab__lightning_amplifier_scatter__max_level,—,lab__chain_lightning_scatter_damage__multiplier,multiplier,set_multiplier,chain_lightning_scatter_damage_multiplier,raw,chain lightning consecutive hits on scatter enemies,Unlock Lab in Milestones on tier 16 wave 60.,Increases chain lightning damage done to scatters by each consecutive hit as an additive bonus; values are 1+ higher than shown to add to the original 1x damage from the first hit.,strong,Target stat represents the per-consecutive-hit scatter-only damage multiplier parameter.,Lab/Lightning Amplifier - Scatter page snippet
lab,lab,Max Interest,Max Interest,Lab/Max Interest,https://the-tower-idle-tower-defense.fandom.com/wiki/Lab/Max_Interest,lab__max_interest__level,lab__max_interest__max_level,—,lab__max_interest_cash__bonus,bonus,add,max_interest_cash,raw,—,Unlocked with labs in Milestones at tier 1 wave 30.,Increases the maximum amount of interest you can receive (starts at $50). There are 15 levels.,strong,Exact value table not added in this pass; represented as additive contributor to max_interest_cash.,turn982530search0
lab,lab,Missile Amplifier,Missile Amplifier,Lab/Missile Amplifier,https://the-tower-idle-tower-defense.fandom.com/wiki/Lab/Missile_Amplifier,lab__missile_amplifier__level,lab__missile_amplifier__max_level,—,lab__smart_missiles_chain_hit_damage__multiplier,multiplier,set_multiplier,smart_missiles_chain_hit_damage_multiplier,raw,successive smart missile hits on same target,—,Each missile hit on target amplifies the damage for the next missile on the same target (additive). Has 25 levels.,strong,Represented as the additive chain-hit damage multiplier parameter rather than flattening into generic smart missile damage.,Lab/Missile Amplifier page snippet
lab_extended,lab,Missile Barrage,Missile Barrage,Lab/Missile Barrage,https://the-tower-idle-tower-defense.fandom.com/wiki/Lab/Missile_Barrage,lab__missile_barrage__level,lab__missile_barrage__max_level,—,lab__missile_barrage__enabled,enabled,enable,missile_barrage_enabled,raw,—,Unlocks Missile Barrage and then unlocks Missile Barrage Quantity after completion.,Once per run launch a barrage of missiles at the same time. This ability is manually activated during a round with a base amount of 20 missiles. Has 1 level.,strong,Represented as an enable/state gate; the base missile count stated on the page is captured separately in notes rather than forced into an extra contributor row here.,turn884868search0
lab_extended,lab,Missile Barrage Quantity,Missile Barrage Quantity,Lab/Missile Barrage Quantity,https://the-tower-idle-tower-defense.fandom.com/wiki/Lab/Missile_Barrage_Quantity,lab__missile_barrage_quantity__level,lab__missile_barrage_quantity__max_level,lab__missile_barrage__enabled,lab__missile_barrage_missile_count__count,count,set_count,missile_barrage_missile_count,raw,lab__missile_barrage__enabled,Unlocked after Missile Barrage completion.,"Increases missiles launched during Missile Barrage. Has 6 levels with displayed values 25, 30, 35, 40, 45, 50.",strong,"Modeled as the total missile-count parameter after Missile Barrage is unlocked. The base unlock page states 20 missiles, while the Quantity page lists total counts of 25 to 50.",turn189982search2 + prior Missile Barrage Quantity page
active,lab,Missile Despawn Time,Missile Despawn Time,Lab/Missile Despawn Time,https://the-tower-idle-tower-defense.fandom.com/wiki/Lab/Missile_Despawn_Time,lab__missile_despawn_time__level,lab__missile_despawn_time__max_level,—,lab__smart_missiles_despawn_time__duration_seconds,duration_seconds,set_duration_seconds,smart_missiles_despawn_time_seconds,raw,uw__smart_missiles_cooldown__cooldown_seconds,Has 20 levels.,Increase time until missiles disappear without hitting an enemy. Values shown rise from 1 to at least 15 seconds in the retrieved table.,strong,Modeled as a direct duration parameter for missile lifetime rather than a behavioral flag.,turn625692search1
lab,lab,Missiles Explosion,Missiles Explosion,Lab/Missiles Explosion,https://the-tower-idle-tower-defense.fandom.com/wiki/Lab/Missiles_Explosion,lab__missiles_explosion__level,lab__missiles_explosion__max_level,—,lab__missiles_explosion__enabled,enabled,enable,smart_missiles_explosion_enabled,raw,smart missiles,Unlocks Missile Radius after completion.,Missiles deal area of effect damage damaging surrounding enemies. Has 1 level. Starting radius is 0.30.,strong,Represented as an enable flag for the explosion behavior; the unlocked follow-on radius lab is separate.,Lab/Missiles Explosion page snippet
lab,lab,Missiles Radius,Missiles Radius,Lab/Missiles Radius,https://the-tower-idle-tower-defense.fandom.com/wiki/Lab/Missiles_Radius,lab__missiles_radius__level,lab__missiles_radius__max_level,lab__missiles_explosion__enabled,lab__smart_missiles_explosion_radius__range_m_bonus,range_m_bonus,add_range_m,smart_missiles_explosion_radius,raw,smart missiles explosion enabled,Unlocked after Missile Explosion.,Increase the radius of the missiles explosion. Has 20 levels.,strong,Represented as direct explosion radius increase after the explosion lab unlock.,Lab/Missiles Radius page snippet
lab_basic,lab,Orb Boss Hit,Orb Boss Hit,Lab/Orb Boss Hit,https://the-tower-idle-tower-defense.fandom.com/wiki/Lab/Orb_Boss_Hit,lab__orb_boss_hit__level,lab__orb_boss_hit__max_level,—,lab__orb_boss_hit_pct__pct,pct,set_pct,orb_boss_hit_pct,raw,—,Unlocked at tier 6 wave 750.,There are 10 levels. The lab allows orbs to deal damage to bosses for a percent of their total health.,strong,This is a primary percent-valued lab-emitted property rather than a bonus to an existing workshop stat. 10 levels per page snippet.,Lab/Orb Boss Hit snippet (turn735016search1)
lab_basic,lab,Orb Speed,Orb Speed,Lab/Orb Speed,https://the-tower-idle-tower-defense.fandom.com/wiki/Lab/Orb_Speed,lab__orb_speed__level,lab__orb_speed__max_level,—,lab__orb_speed__bonus,bonus,review_required,orb_speed,raw,workshop__orb_speed__base,Unlocked at tier 3 wave 80.,There are 20 upgrades. The upgrades add to the orb speed workshop values.,strong,Additive semantic is explicit in page wording. 20 levels per page snippet.,Lab/Orb Speed snippet (turn101130search1)
lab,lab,Package After Boss,Package After Boss,Lab/Package After Boss,https://the-tower-idle-tower-defense.fandom.com/wiki/Lab/Package_After_Boss,lab__package_after_boss__level,lab__package_after_boss__max_level,—,lab__package_after_boss__enabled,enabled,enable,package_after_boss_enabled,raw,—,1-level lab unlock.,Package spawns after boss wave.,strong,Represented as a direct enable flag only; runtime spawning remains outside the contributor ledger.,turn473482search3
lab,lab,Poison Swamp Stun,Poison Swamp Stun,Lab/Poison Swamp Stun,https://the-tower-idle-tower-defense.fandom.com/wiki/Lab/Poison_Swamp_Stun,lab__poison_swamp_stun__level,lab__poison_swamp_stun__max_level,—,lab__poison_swamp_stun__enabled,enabled,enable,poison_swamp_stun_enabled,raw,poison swamp,Unlocks Swamp Stun Chance and Swamp Stun Time after completion.,Chance to stun enemies entering Poison Swamp. Enemies can be stunned once per entry and may be stunned again upon re-entry or entering another Poison Swamp. Has 1 level.,strong,Enable flag only; base chance and duration are captured as separate direct contributors below because the wiki specifies starting values.,Lab/Poison Swamp Stun page snippet
lab,lab,Poison Swamp Stun,Poison Swamp Stun,Lab/Poison Swamp Stun,https://the-tower-idle-tower-defense.fandom.com/wiki/Lab/Poison_Swamp_Stun,lab__poison_swamp_stun__level,lab__poison_swamp_stun__max_level,—,lab__poison_swamp_stun_chance__chance,chance,set_chance,poison_swamp_stun_chance,raw,poison swamp stun enabled,Starts with a 5% chance to stun for 1 second.,Base chance to stun enemies entering Poison Swamp from the unlock lab.,strong,Modeled as a direct base chance contributor from the unlock lab because the wiki states the starting chance explicitly.,Lab/Poison Swamp Stun page snippet
lab,lab,Poison Swamp Stun,Poison Swamp Stun,Lab/Poison Swamp Stun,https://the-tower-idle-tower-defense.fandom.com/wiki/Lab/Poison_Swamp_Stun,lab__poison_swamp_stun__level,lab__poison_swamp_stun__max_level,—,lab__poison_swamp_stun_duration__duration_seconds,duration_seconds,set_duration_seconds,poison_swamp_stun_duration_seconds,raw,poison swamp stun enabled,Starts with a 5% chance to stun for 1 second.,Base stun duration from the unlock lab.,strong,Modeled as a direct base duration contributor from the unlock lab because the wiki states the starting duration explicitly.,Lab/Poison Swamp Stun page snippet
lab,lab,Range,Range,Lab/Range,https://the-tower-idle-tower-defense.fandom.com/wiki/Lab/Range,lab__range__level,lab__range__max_level,—,lab__range_m__range_m_bonus,range_m_bonus,add_range_m,range_m,raw,—,Unlock lab in Milestones at tier 2 wave 30.,There are 80 levels in the lab. Each level increases the increments of each workshop level and the maximum workshop value.,strong,Represented as an additive range contributor to the workshop-derived range stat; exact per-level table not added in this pass.,turn982530search10
lab,lab,Recharge Demon Mode,Recharge Demon Mode,Lab/Recharge Demon Mode,https://the-tower-idle-tower-defense.fandom.com/wiki/Lab/Recharge_Demon_Mode,lab__recharge_demon_mode__level,lab__recharge_demon_mode__max_level,—,lab__demon_mode_recharge_waves__count,count,set_count,demon_mode_recharge_waves,raw,—,Unlock Lab in Milestones at tier 14 wave 60.,Allows Demon Mode to recharge a number of waves after activating. Has 7 levels.,strong,Modeled as direct wave-count parameter; full recharge runtime remains outside the contributor ledger.,turn982530search13
lab_extended,lab,Recharge Missile Barrage,Recharge Missile Barrage,Lab/Recharge Missile Barrage,https://the-tower-idle-tower-defense.fandom.com/wiki/Lab/Recharge_Missile_Barrage,lab__recharge_missile_barrage__level,lab__recharge_missile_barrage__max_level,lab__missile_barrage__enabled,lab__missile_barrage_recharge_waves__count,count,set_count,missile_barrage_recharge_waves,raw,lab__missile_barrage__enabled,Unlock Lab in Milestones at tier 14 wave 60.,"Allows Missile Barrage to recharge after a number of waves. Has 7 levels with values 1500, 1250, 1000, 750, 500, 350, 200.",strong,Modeled as a direct recharge-wave parameter; full once-per-run recharge runtime remains outside the contributor ledger.,turn884868search2
active,lab,Recharge Nuke,Recharge Nuke,Lab/Recharge Nuke,https://the-tower-idle-tower-defense.fandom.com/wiki/Lab/Recharge_Nuke,lab__recharge_nuke__level,lab__recharge_nuke__max_level,—,lab__nuke_recharge_waves__count,count,set_count,nuke_recharge_waves,raw,card__nuke__equipped,Unlock Lab in Milestones at tier 14 wave 60. Has 7 levels.,"Nuke will recharge after a number of waves. Values are 1500, 1250, 1000, 750, 550, 400, and 300 waves across 7 levels.",strong,Modeled as a wave-count recharge parameter; broader once-per-run/runtime card system remains outside this contributor row.,turn475706view1
lab_extended,lab,Recovery Package Amount,Recovery Package Amount,Lab/Recovery Package Amount,https://the-tower-idle-tower-defense.fandom.com/wiki/Lab/Recovery_Package_Amount,lab__recovery_amount_pct__level,lab__recovery_amount_pct__max_level,—,lab__recovery_amount_pct__pct_bonus,pct_bonus,add_pct,recovery_amount_pct,derived,"workshop__recovery_amount_pct__pct,health",Unlocked after Recovery Packages are available.,Adds to max recovery amount workshop. Has 20 levels with values increasing by 0.40% per level.,strong,Target stat is the package-heal percent of current maximum health; represented as an additive percent contributor to the workshop-derived recovery amount relationship.,turn700228search5
lab_basic,lab,Recovery Package Chance,Recovery Package Chance,Lab/Recovery Package Chance,https://the-tower-idle-tower-defense.fandom.com/wiki/Lab/Recovery_Package_Chance,lab__package_chance__level,lab__package_chance__max_level,—,lab__package_chance__chance_bonus,chance_bonus,add_chance,package_chance,raw,workshop__package_chance__chance,Lab track for package spawn chance.,Increase the workshop chance the package spawns after a wave. Has 20 levels.,strong,Lab naming uses package_chance resolved property rather than full UI title for consistency with workshop utility slice. 20 levels per page snippet.,Lab/Recovery Package Chance snippet (turn722442search2)
lab_extended,lab,Recovery Package Max,Recovery Package Max,Lab/Recovery Package Max,https://the-tower-idle-tower-defense.fandom.com/wiki/Lab/Recovery_Package_Max,lab__max_recovery__level,lab__max_recovery__max_level,—,lab__max_recovery__bonus,bonus,add,max_recovery_multiplier,derived,"workshop__max_recovery__multiplier,health",Unlocked after Recovery Packages are available.,Increases the max amount of health recovery packages can heal. Has 20 levels.,strong,,turn916358search2
active,lab,Rend Armor Max,Rend Armor Max,Lab/Rend Armor Max,https://the-tower-idle-tower-defense.fandom.com/wiki/Lab/Rend_Armor_Max,lab__rend_armor_max__level,lab__rend_armor_max__max_level,—,lab__rend_armor_max__pct_bonus,pct_bonus,add_pct,rend_armor_max,raw,workshop__rend_armor_multiplier__multiplier,Unlock lab in Milestones at tier 13 wave 10. Has 30 levels per Lab Upgrades index.,Each level increases the maximum multiplier Rend Armor can apply. Visible values run from 825% upward in 25% increments.,strong,Target stat uses existing rend_armor_max target naming already present in enhancement/module_sub rows; later cleanup may normalize rend target naming family-wide.,turn515335search1
lab,lab,Shatter Shards,Shatter Shards,Lab/Shatter Shards,https://the-tower-idle-tower-defense.fandom.com/wiki/Lab/Shatter_Shards,lab__shatter_shards__level,lab__shatter_shards__max_level,—,lab__module_shatter_shards__pct_bonus,pct_bonus,add_pct,module_shatter_shards_pct,raw,module shatter system,Unlock Lab at tier 16 wave 40.,Increases the amount of shards earned when shattering modules. There are 5 levels increasing shards earned by 20% per level for a total increase of 100%.,strong,"Economic/module-resource target, not a combat stat.",Lab/Shatter Shards page snippet
lab,lab,Shock Chance,Shock Chance,Lab/Shock Chance,https://the-tower-idle-tower-defense.fandom.com/wiki/Lab/Shock_Chance,lab__shock_chance__level,lab__shock_chance__max_level,—,lab__shock_chance__chance,chance,set_chance,shock_chance,raw,chain_lightning,Available in Labs under Ultimate Weapon research.,Chance Chain Lightning will apply shock to enemies. Has 30 levels.,strong,Represents only the direct chance contributor; shock damage scaling remains on separate rows.,turn176375search7
lab,lab,Shock Multiplier,Shock Multiplier,Lab/Shock Multiplier,https://the-tower-idle-tower-defense.fandom.com/wiki/Lab/Shock_Multiplier,lab__shock_multiplier__level,lab__shock_multiplier__max_level,—,lab__shock_multiplier__multiplier,multiplier,multiply,shock_damage_multiplier,raw,shock-applied enemies,—,The extra damage enemies affected by shock receive. Has 14 levels.,strong,Target stat represented as a dedicated shock damage multiplier parameter rather than flattening it into generic damage.,Lab/Shock Multiplier page snippet
lab,lab,Shockwave Size,Shockwave Size,Lab/Shockwave Size,https://the-tower-idle-tower-defense.fandom.com/wiki/Lab/Shockwave_Size,lab__shockwave_size__level,lab__shockwave_size__max_level,—,lab__shockwave_size__bonus,bonus,add,shockwave_size,raw,—,Unlock lab in Milestones at tier 3 wave 50. Lab screen includes an adjuster up to researched level when not in a round.,Each level adds to the shockwave size workshop value. There are 20 upgrades.,strong,"Modeled as additive contribution to shockwave_size; adjuster behavior is runtime selection, not separate contributor rows.",turn982530search2
lab,lab,Spotlight Coin Bonus,Spotlight Coin Bonus,Lab/Spotlight Coin Bonus,https://the-tower-idle-tower-defense.fandom.com/wiki/Lab/Spotlight_Coin_Bonus,lab__spotlight_coin_bonus__level,lab__spotlight_coin_bonus__max_level,—,lab__spotlight_coin_bonus__multiplier,multiplier,multiply,spotlight_coin_bonus_multiplier,raw,"spotlight_angle_degrees, spotlight_count",Available in Labs under Spotlight support research.,Provides a coin multiplier to enemies killed in Spotlight; enemies do not need to be killed by Spotlight. Values shown from 1.10 upward.,strong,Kill-source logic remains outside this direct multiplier row.,turn920260search2
lab,lab,Spotlight Missiles,Spotlight Missiles,Lab/Spotlight Missiles,https://the-tower-idle-tower-defense.fandom.com/wiki/Lab/Spotlight_Missiles,lab__spotlight_missiles__level,lab__spotlight_missiles__max_level,—,lab__spotlight_missiles_interval__interval_seconds,interval_seconds,set_interval_seconds,spotlight_missiles_interval_seconds,raw,"spotlight, missile damage determined by smart missiles damage","When unlocked in milestones, display shows missiles every 20 seconds; Spotlight will not fire missiles until first lab level is unlocked and frequency is 19 seconds.","Tower fires missiles from the tower after a period of time. Has 18 levels with values shown as 19s, 18s, ...",strong,Represented as the firing interval parameter for Spotlight Missiles.,Lab/Spotlight Missiles page snippet
active,lab,Starting Cash,Starting Cash,Lab/Starting Cash,https://the-tower-idle-tower-defense.fandom.com/wiki/Lab/Starting_Cash,lab__starting_cash__level,lab__starting_cash__max_level,—,lab__starting_cash__base,base,set_base,starting_cash,raw,—,Unlocked in Milestones at tier 1 wave 30.,Starting Cash has 99 levels and the visible value table reaches 495 cash at level 99.,strong,The snippet exposes the level count and late-table values clearly; contributor identity and target mapping are direct.,turn702323search0
lab,lab,Super Crit Chance,Super Crit Chance,Lab/Super Crit Chance,https://the-tower-idle-tower-defense.fandom.com/wiki/Lab/Super_Crit_Chance,lab__super_crit_chance__level,lab__super_crit_chance__max_level,—,lab__super_crit_chance__pct_bonus,pct_bonus,add_pct,super_crit_chance,raw,—,—,Has 50 levels. Each level adds to the workshop value.,strong,—,Lab/Super Crit Chance page snippet
lab,lab,Super Crit Mult,Super Crit Mult,Lab/Super Crit Mult,https://the-tower-idle-tower-defense.fandom.com/wiki/Lab/Super_Crit_Mult,lab__super_crit_mult__level,lab__super_crit_mult__max_level,—,lab__super_crit_mult__bonus,bonus,add,super_crit_multiplier,raw,—,Super crit support lab.,Has 40 levels. Each level increases the increments of each workshop upgrade and raises the maximum value.,strong,Exact value table not added in this pass; represented as additive contributor to super_crit_mult.,turn982530search18
lab_extended,lab,Super Tower Bonus,Super Tower Bonus,Lab/Super Tower Bonus,https://the-tower-idle-tower-defense.fandom.com/wiki/Lab/Super_Tower_Bonus,lab__super_tower_bonus__level,lab__super_tower_bonus__max_level,card__super_tower__equipped,lab__super_tower_bonus__multiplier,multiplier,multiply,super_tower_damage_multiplier,raw,card__super_tower__multiplier,Unlocked in Milestones at tier 8 wave 300.,Increases the multiplier on the Super Tower card. Has 30 levels.,strong,Equip-gated through the Super Tower card; represented as a multiplicative contributor to the Super Tower damage multiplier family.,turn396472search0; turn396472search4
