source_scope,row_type,source_contract,old_bucket,old_id,new_bucket,new_id,reason,review_status,confidence,notes
compiler_routing,concrete,query_routing.py,runtime_mechanic_param,uw.black_hole.duration_seconds,state,state::uw.black_hole.duration_seconds,runtime-routed effective Black Hole duration is owned run state,approved,high,Added from Hardening F UW state promotion
compiler_routing,concrete,query_routing.py,runtime_mechanic_param,uw.golden_tower.cooldown_seconds,state,state::uw.golden_tower.cooldown_seconds,runtime-routed effective Golden Tower cooldown is owned run state,approved,high,Added from Hardening F UW raw-effective split
compiler_routing,concrete,query_routing.py,runtime_mechanic_param,uw.golden_tower.duration_seconds,state,state::uw.golden_tower.duration_seconds,runtime-routed effective Golden Tower duration is owned run state,approved,high,Added from Hardening F UW raw-effective split
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_missing_surface,runtime_mechanic_param::uw.chrono_field.duration_seconds,state,state::uw.chrono_field.duration_seconds,duplicate legacy path; fold into state,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_missing_surface,runtime_mechanic_param::uw.death_wave.coin_bonus_multiplier,state,state::uw.death_wave.coin_bonus_multiplier,required state input for derived::economy.eecon,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_missing_surface,runtime_mechanic_param::uw.spotlight.coin_bonus_multiplier,state,state::uw.spotlight.coin_bonus_multiplier,required state input for derived::economy.eecon,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_support_surface,support_surface::edamage.base_tower_dps,derived,derived::damage.base_tower_dps,recommended inspectable support surface for eDamage,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_support_surface,support_surface::edamage.crit_ev,derived,derived::damage.crit_ev,recommended inspectable support surface for eDamage,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_support_surface,support_surface::edamage.shock_ev,derived,derived::damage.shock_ev,recommended inspectable support surface for eDamage,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_support_surface,support_surface::edamage.supercrit_ev,derived,derived::damage.supercrit_ev,recommended inspectable support surface for eDamage,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_support_surface,support_surface::edamage.uw.chain_lightning_damage,derived,derived::damage.uw.chain_lightning_damage,recommended inspectable support surface for fuller eDamage,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_support_surface,support_surface::edamage.uw.death_wave_damage,derived,derived::damage.uw.death_wave_damage,recommended inspectable support surface for fuller eDamage,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_support_surface,support_surface::edamage.uw.inner_land_mine_damage,derived,derived::damage.uw.inner_land_mine_damage,recommended inspectable support surface for fuller eDamage,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_support_surface,support_surface::edamage.uw.smart_missiles_damage,derived,derived::damage.uw.smart_missiles_damage,recommended inspectable support surface for fuller eDamage,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_support_surface,support_surface::edamage.uw.spotlight_damage,derived,derived::damage.uw.spotlight_damage,recommended inspectable support surface for fuller eDamage,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_support_surface,support_surface::eecon.base_kill_income,derived,derived::economy.base_kill_income,recommended inspectable support surface for eEcon,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_support_surface,support_surface::eecon.base_wave_income,derived,derived::economy.base_wave_income,recommended inspectable support surface for eEcon,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_support_surface,support_surface::eecon.critical_coin_factor,derived,derived::economy.critical_coin_factor,recommended inspectable support surface for eEcon,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_support_surface,support_surface::eecon.death_wave_coin_factor,derived,derived::economy.death_wave_coin_factor,recommended inspectable support surface for eEcon,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_support_surface,support_surface::eecon.free_upgrade_discount_factor,derived,derived::economy.free_upgrade_discount_factor,recommended inspectable support surface for eEcon,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_support_surface,support_surface::eecon.module_discount_factor,derived,derived::economy.module_discount_factor,recommended inspectable support surface for eEcon,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_support_surface,support_surface::eecon.recovery_package_econ_factor,derived,derived::economy.recovery_package_econ_factor,recommended inspectable support surface for eEcon,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_support_surface,support_surface::eecon.spotlight_coin_factor,derived,derived::economy.spotlight_coin_factor,recommended inspectable support surface for eEcon,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_support_surface,support_surface::eecon.timed_overlap_multiplier,derived,derived::economy.timed_overlap_multiplier,recommended inspectable support surface for eEcon,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_support_surface,support_surface::eecon.wave_skip_factor,derived,derived::economy.wave_skip_factor,recommended inspectable support surface for eEcon,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_support_surface,support_surface::ehp.chrono_field_damage_reduction_factor,derived,derived::survivability.chrono_field_damage_reduction_factor,recommended inspectable support surface for eHP,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_support_surface,support_surface::ehp.chrono_field_uptime,derived,derived::survivability.chrono_field_uptime,recommended inspectable support surface for eHP,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_support_surface,support_surface::ehp.effective_pool,derived,derived::survivability.effective_pool,recommended inspectable support surface for eHP,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_support_surface,support_surface::ehp.primordial_black_hole_damage_reduction_factor,derived,derived::survivability.primordial_black_hole_damage_reduction_factor,recommended inspectable support surface for eHP,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_support_surface,support_surface::ehp.primordial_black_hole_uptime,derived,derived::survivability.primordial_black_hole_uptime,recommended inspectable support surface for eHP,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_support_surface,support_surface::ehp.wall_ratio,derived,derived::survivability.wall_ratio,recommended inspectable support surface for eHP,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_support_surface,support_surface::timing.gcomp_cooldown_reduction_seconds,derived,derived::timing.gcomp_cooldown_reduction_seconds,timing support surface needed by eEcon path,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_support_surface,support_surface::timing.wave_duration_seconds_effective,derived,derived::timing.wave_duration_seconds_effective,timing support surface needed by eEcon path,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_target_surface,canonical_objective::edamage,derived,derived::damage.edamage,promoted composite remains under derived,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_target_surface,canonical_objective::eecon,derived,derived::economy.eecon,promoted composite remains under derived,pending,medium,Imported from Codex objective-promotion gap review
promotion_gap_review,gap,codex_promotion_gap_review,promotion_gap_target_surface,canonical_objective::ehp,derived,derived::survivability.ehp,promoted composite remains under derived,pending,medium,Imported from Codex objective-promotion gap review
compiler_routing,concrete,query_routing.py,meta_progression_param,enhancement_attack_cost_reduction_pct,state,state::meta.enhancement_attack_cost_reduction_pct,compiler-routed enhancement attack coin discount lab remains meta progression state,approved,high,Added from Hardening E closure
compiler_routing,concrete,query_routing.py,meta_progression_param,enhancement_defense_cost_reduction_pct,state,state::meta.enhancement_defense_cost_reduction_pct,compiler-routed enhancement defense coin discount lab remains meta progression state,approved,high,Added from Hardening E closure
compiler_routing,concrete,query_routing.py,meta_progression_param,enhancement_utility_cost_reduction_pct,state,state::meta.enhancement_utility_cost_reduction_pct,compiler-routed enhancement utility coin discount lab remains meta progression state,approved,high,Added from Hardening E closure
