slot,substat,rarity,value,unit,source
Core,Inner Land Mines - Damage,Common,8,flat,prompt_extracted_wiki_excerpt_needs_row_audit
Core,Inner Land Mines - Damage,Rare,15,flat,prompt_extracted_wiki_excerpt_needs_row_audit
Core,Inner Land Mines - Damage,Epic,25,flat,prompt_extracted_wiki_excerpt_needs_row_audit
Core,Inner Land Mines - Damage,Legendary,50,flat,prompt_extracted_wiki_excerpt_needs_row_audit
Core,Inner Land Mines - Damage,Mythic,100,flat,prompt_extracted_wiki_excerpt_needs_row_audit
Core,Inner Land Mines - Damage,Ancestral,250,flat,prompt_extracted_wiki_excerpt_needs_row_audit
Core,Inner Land Mines - Quantity,Legendary,1,count,prompt_extracted_wiki_excerpt_needs_row_audit
Core,Inner Land Mines - Quantity,Mythic,2,count,prompt_extracted_wiki_excerpt_needs_row_audit
Core,Inner Land Mines - Quantity,Ancestral,3,count,prompt_extracted_wiki_excerpt_needs_row_audit
Core,Inner Land Mines - Cooldown,Epic,-5,seconds,prompt_extracted_wiki_excerpt_needs_row_audit
Core,Inner Land Mines - Cooldown,Legendary,-8,seconds,prompt_extracted_wiki_excerpt_needs_row_audit
Core,Inner Land Mines - Cooldown,Mythic,-10,seconds,prompt_extracted_wiki_excerpt_needs_row_audit
Core,Inner Land Mines - Cooldown,Ancestral,-13,seconds,prompt_extracted_wiki_excerpt_needs_row_audit
Core,Poison Swamp - Damage,Common,8,flat,prompt_extracted_wiki_excerpt_needs_row_audit
Core,Poison Swamp - Damage,Rare,15,flat,prompt_extracted_wiki_excerpt_needs_row_audit
Core,Poison Swamp - Damage,Epic,25,flat,prompt_extracted_wiki_excerpt_needs_row_audit
Core,Poison Swamp - Damage,Legendary,50,flat,prompt_extracted_wiki_excerpt_needs_row_audit
Core,Poison Swamp - Damage,Mythic,100,flat,prompt_extracted_wiki_excerpt_needs_row_audit
Core,Poison Swamp - Damage,Ancestral,250,flat,prompt_extracted_wiki_excerpt_needs_row_audit
Core,Poison Swamp - Duration,Legendary,2,seconds,prompt_extracted_wiki_excerpt_needs_row_audit
Core,Poison Swamp - Duration,Mythic,5,seconds,prompt_extracted_wiki_excerpt_needs_row_audit
Core,Poison Swamp - Duration,Ancestral,10,seconds,prompt_extracted_wiki_excerpt_needs_row_audit
Core,Poison Swamp - Cooldown,Rare,-2,seconds,prompt_extracted_wiki_excerpt_needs_row_audit
Core,Poison Swamp - Cooldown,Epic,-4,seconds,prompt_extracted_wiki_excerpt_needs_row_audit
Core,Poison Swamp - Cooldown,Legendary,-6,seconds,prompt_extracted_wiki_excerpt_needs_row_audit
Core,Poison Swamp - Cooldown,Mythic,-8,seconds,prompt_extracted_wiki_excerpt_needs_row_audit
Core,Poison Swamp - Cooldown,Ancestral,-10,seconds,prompt_extracted_wiki_excerpt_needs_row_audit
Core,Chain Lightning - Damage,Common,8,flat,prompt_extracted_wiki_excerpt_needs_row_audit
Core,Chain Lightning - Damage,Rare,15,flat,prompt_extracted_wiki_excerpt_needs_row_audit
Core,Chain Lightning - Damage,Epic,25,flat,prompt_extracted_wiki_excerpt_needs_row_audit
Core,Chain Lightning - Damage,Legendary,50,flat,prompt_extracted_wiki_excerpt_needs_row_audit
Core,Chain Lightning - Damage,Mythic,100,flat,prompt_extracted_wiki_excerpt_needs_row_audit
Core,Chain Lightning - Damage,Ancestral,250,flat,prompt_extracted_wiki_excerpt_needs_row_audit
Core,Chain Lightning - Quantity,Epic,1,count,prompt_extracted_wiki_excerpt_needs_row_audit
Core,Chain Lightning - Quantity,Legendary,2,count,prompt_extracted_wiki_excerpt_needs_row_audit
Core,Chain Lightning - Quantity,Mythic,3,count,prompt_extracted_wiki_excerpt_needs_row_audit
Core,Chain Lightning - Quantity,Ancestral,4,count,prompt_extracted_wiki_excerpt_needs_row_audit
Core,Chain Lightning - Chance,Common,2,percent,prompt_extracted_wiki_excerpt_needs_row_audit
Core,Chain Lightning - Chance,Rare,4,percent,prompt_extracted_wiki_excerpt_needs_row_audit
Core,Chain Lightning - Chance,Epic,6,percent,prompt_extracted_wiki_excerpt_needs_row_audit
Core,Chain Lightning - Chance,Legendary,9,percent,prompt_extracted_wiki_excerpt_needs_row_audit
Core,Chain Lightning - Chance,Mythic,12,percent,prompt_extracted_wiki_excerpt_needs_row_audit
Core,Chain Lightning - Chance,Ancestral,15,percent,prompt_extracted_wiki_excerpt_needs_row_audit
