slot,substat,rarity,value,unit,source
Core,Inner Land Mines - Quantity,Legendary,1,count,kb/modules/sources/wiki-modules-and-submodules.md
Core,Inner Land Mines - Quantity,Mythic,2,count,kb/modules/sources/wiki-modules-and-submodules.md
Core,Inner Land Mines - Quantity,Ancestral,3,count,kb/modules/sources/wiki-modules-and-submodules.md
Core,Inner Land Mines - Cooldown,Epic,-5,seconds,kb/modules/sources/wiki-modules-and-submodules.md
Core,Inner Land Mines - Cooldown,Legendary,-8,seconds,kb/modules/sources/wiki-modules-and-submodules.md
Core,Inner Land Mines - Cooldown,Mythic,-10,seconds,kb/modules/sources/wiki-modules-and-submodules.md
Core,Inner Land Mines - Cooldown,Ancestral,-13,seconds,kb/modules/sources/wiki-modules-and-submodules.md
Core,Poison Swamp - Damage,Common,8,flat,kb/modules/sources/wiki-modules-and-submodules.md
Core,Poison Swamp - Damage,Rare,15,flat,kb/modules/sources/wiki-modules-and-submodules.md
Core,Poison Swamp - Damage,Epic,25,flat,kb/modules/sources/wiki-modules-and-submodules.md
Core,Poison Swamp - Damage,Legendary,50,flat,kb/modules/sources/wiki-modules-and-submodules.md
Core,Poison Swamp - Damage,Mythic,100,flat,kb/modules/sources/wiki-modules-and-submodules.md
Core,Poison Swamp - Damage,Ancestral,250,flat,kb/modules/sources/wiki-modules-and-submodules.md
Core,Poison Swamp - Duration,Legendary,2,seconds,kb/modules/sources/wiki-modules-and-submodules.md
Core,Poison Swamp - Duration,Mythic,5,seconds,kb/modules/sources/wiki-modules-and-submodules.md
Core,Poison Swamp - Duration,Ancestral,10,seconds,kb/modules/sources/wiki-modules-and-submodules.md
Core,Poison Swamp - Cooldown,Rare,-2,seconds,kb/modules/sources/wiki-modules-and-submodules.md
Core,Poison Swamp - Cooldown,Epic,-4,seconds,kb/modules/sources/wiki-modules-and-submodules.md
Core,Poison Swamp - Cooldown,Legendary,-6,seconds,kb/modules/sources/wiki-modules-and-submodules.md
Core,Poison Swamp - Cooldown,Mythic,-8,seconds,kb/modules/sources/wiki-modules-and-submodules.md
Core,Poison Swamp - Cooldown,Ancestral,-10,seconds,kb/modules/sources/wiki-modules-and-submodules.md
Core,Chain Lightning - Damage,Common,8,flat,kb/modules/sources/wiki-modules-and-submodules.md
Core,Chain Lightning - Damage,Rare,15,flat,kb/modules/sources/wiki-modules-and-submodules.md
Core,Chain Lightning - Damage,Epic,25,flat,kb/modules/sources/wiki-modules-and-submodules.md
Core,Chain Lightning - Damage,Legendary,50,flat,kb/modules/sources/wiki-modules-and-submodules.md
Core,Chain Lightning - Damage,Mythic,100,flat,kb/modules/sources/wiki-modules-and-submodules.md
Core,Chain Lightning - Damage,Ancestral,250,flat,kb/modules/sources/wiki-modules-and-submodules.md
Core,Chain Lightning - Quantity,Epic,1,count,kb/modules/sources/wiki-modules-and-submodules.md
Core,Chain Lightning - Quantity,Legendary,2,count,kb/modules/sources/wiki-modules-and-submodules.md
Core,Chain Lightning - Quantity,Mythic,3,count,kb/modules/sources/wiki-modules-and-submodules.md
Core,Chain Lightning - Quantity,Ancestral,4,count,kb/modules/sources/wiki-modules-and-submodules.md
Core,Chain Lightning - Chance,Common,2,percent,kb/modules/sources/wiki-modules-and-submodules.md
Core,Chain Lightning - Chance,Rare,4,percent,kb/modules/sources/wiki-modules-and-submodules.md
Core,Chain Lightning - Chance,Epic,6,percent,kb/modules/sources/wiki-modules-and-submodules.md
Core,Chain Lightning - Chance,Legendary,9,percent,kb/modules/sources/wiki-modules-and-submodules.md
Core,Chain Lightning - Chance,Mythic,12,percent,kb/modules/sources/wiki-modules-and-submodules.md
Core,Chain Lightning - Chance,Ancestral,15,percent,kb/modules/sources/wiki-modules-and-submodules.md
