destination,status,verification_status,kb_alignment_status,verdict,final_value,unit,resolver,contributor_count,issues,level_contributors,unresolved_contributors,semantic_mismatches,ep_compare_status,ep_compare_delta,ep_compare_value,ep_compare_value_type,ep_reference_value,ep_reference_value_type,compare_context,formula_contract,contributor_consumption
state::capability.perks.option_quantity,resolved,publishable,not_ep_compared,pass,2.0,unknown,capability_passthrough,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::capability.perks.first_choice,mapped_not_resolved,needs_work,not_ep_compared,needs_work,,unknown,capability_passthrough,1,"['unresolved_contributor_present', 'semantically_incompatible_contributor_present']",[],['First Perk Choice'],"[{'source': 'First Perk Choice', 'value_type': 'raw_text'}]",,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::capability.perks.ban_count,resolved,publishable,not_ep_compared,pass,6.0,unknown,capability_passthrough,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::perk.tradeoff_bonus_pct,resolved,publishable,not_ep_compared,pass,10.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::capability.perks.auto_pick_ranking,mapped_not_resolved,needs_work,not_ep_compared,needs_work,,unknown,capability_passthrough,1,"['unresolved_contributor_present', 'semantically_incompatible_contributor_present']",[],['Auto Pick Ranking'],"[{'source': 'Auto Pick Ranking', 'value_type': 'raw_text'}]",,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::bot.flame.cooldown_seconds,resolved,publishable,not_ep_compared,pass,26.0,seconds,cooldown_param,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::bot.thunder.cooldown_seconds,resolved,publishable,not_ep_compared,pass,120.0,seconds,cooldown_param,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::bot.golden.cooldown_seconds,resolved,publishable,not_ep_compared,pass,90.0,seconds,cooldown_param,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::bot.amplify.cooldown_seconds,resolved,publishable,not_ep_compared,pass,120.0,seconds,cooldown_param,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::bot.flame_bot.lab_burn_stack,mapped_not_resolved,needs_work,not_ep_compared,needs_work,,unknown,standard_scalar_param,1,"['level_contributor_present', 'semantically_incompatible_contributor_present']",['Flame Bot - Burn Stack'],[],"[{'source': 'Flame Bot - Burn Stack', 'value_type': 'level'}]",,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::bot.thunder.linger_duration_seconds,resolved,publishable,not_ep_compared,pass,0.0,seconds,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::bot.golden.duration_seconds,resolved,publishable,not_ep_compared,pass,32.0,seconds,standard_scalar_param,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::bot.amplify.duration_seconds,resolved,publishable,not_ep_compared,pass,20.0,seconds,standard_scalar_param,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
context::enemy.common.health_multiplier,mapped_not_resolved,needs_work,not_ep_compared,needs_work,,unknown,standard_scalar_param,1,"['level_contributor_present', 'semantically_incompatible_contributor_present']",['Common Enemy Health'],[],"[{'source': 'Common Enemy Health', 'value_type': 'level'}]",,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
context::enemy.common.attack_multiplier,mapped_not_resolved,needs_work,not_ep_compared,needs_work,,unknown,standard_scalar_param,1,"['level_contributor_present', 'semantically_incompatible_contributor_present']",['Common Enemy Attack'],[],"[{'source': 'Common Enemy Attack', 'value_type': 'level'}]",,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
context::enemy.fast.health_multiplier,mapped_not_resolved,needs_work,not_ep_compared,needs_work,,unknown,standard_scalar_param,1,"['level_contributor_present', 'semantically_incompatible_contributor_present']",['Fast Enemy Health'],[],"[{'source': 'Fast Enemy Health', 'value_type': 'level'}]",,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
context::enemy.fast.attack_multiplier,mapped_not_resolved,needs_work,not_ep_compared,needs_work,,unknown,standard_scalar_param,1,"['level_contributor_present', 'semantically_incompatible_contributor_present']",['Fast Enemy Attack'],[],"[{'source': 'Fast Enemy Attack', 'value_type': 'level'}]",,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
context::enemy.fast.speed_multiplier,mapped_not_resolved,needs_work,not_ep_compared,needs_work,,unknown,standard_scalar_param,1,"['level_contributor_present', 'semantically_incompatible_contributor_present']",['Fast Enemy Speed'],[],"[{'source': 'Fast Enemy Speed', 'value_type': 'level'}]",,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
context::enemy.tank.health_multiplier,mapped_not_resolved,needs_work,not_ep_compared,needs_work,,unknown,standard_scalar_param,1,"['level_contributor_present', 'semantically_incompatible_contributor_present']",['Tank Enemy Health'],[],"[{'source': 'Tank Enemy Health', 'value_type': 'level'}]",,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
context::enemy.tank.attack_multiplier,mapped_not_resolved,needs_work,not_ep_compared,needs_work,,unknown,standard_scalar_param,1,"['level_contributor_present', 'semantically_incompatible_contributor_present']",['Tank Enemy Attack'],[],"[{'source': 'Tank Enemy Attack', 'value_type': 'level'}]",,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
context::enemy.ranged.health_multiplier,mapped_not_resolved,needs_work,not_ep_compared,needs_work,,unknown,standard_scalar_param,1,"['level_contributor_present', 'semantically_incompatible_contributor_present']",['Ranged Enemy Health'],[],"[{'source': 'Ranged Enemy Health', 'value_type': 'level'}]",,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
context::enemy.ranged.attack_multiplier,mapped_not_resolved,needs_work,not_ep_compared,needs_work,,unknown,standard_scalar_param,1,"['level_contributor_present', 'semantically_incompatible_contributor_present']",['Ranged Enemy Attack'],[],"[{'source': 'Ranged Enemy Attack', 'value_type': 'level'}]",,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
context::enemy.boss.health_multiplier_lab,mapped_not_resolved,needs_work,not_ep_compared,needs_work,,unknown,standard_scalar_param,1,"['level_contributor_present', 'semantically_incompatible_contributor_present']",['Boss Health'],[],"[{'source': 'Boss Health', 'value_type': 'level'}]",,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
context::enemy.boss.attack_multiplier,mapped_not_resolved,needs_work,not_ep_compared,needs_work,,unknown,standard_scalar_param,1,"['level_contributor_present', 'semantically_incompatible_contributor_present']",['Boss Attack'],[],"[{'source': 'Boss Attack', 'value_type': 'level'}]",,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
context::enemy.protector.health_multiplier,mapped_not_resolved,needs_work,not_ep_compared,needs_work,,unknown,standard_scalar_param,1,"['level_contributor_present', 'semantically_incompatible_contributor_present']",['Protector Health'],[],"[{'source': 'Protector Health', 'value_type': 'level'}]",,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
context::enemy.protector.radius_m,mapped_not_resolved,needs_work,not_ep_compared,needs_work,,unknown,standard_scalar_param,1,"['level_contributor_present', 'semantically_incompatible_contributor_present']",['Protector Radius'],[],"[{'source': 'Protector Radius', 'value_type': 'level'}]",,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
context::enemy.protector.damage_reduction_pct,mapped_not_resolved,needs_work,not_ep_compared,needs_work,,unknown,standard_scalar_param,1,"['level_contributor_present', 'semantically_incompatible_contributor_present']",['Protector Damage Reduction'],[],"[{'source': 'Protector Damage Reduction', 'value_type': 'level'}]",,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
context::enemy.ray.attack_multiplier,mapped_not_resolved,needs_work,not_ep_compared,needs_work,,unknown,standard_scalar_param,1,"['level_contributor_present', 'semantically_incompatible_contributor_present']",['Ray Enemy Attack'],[],"[{'source': 'Ray Enemy Attack', 'value_type': 'level'}]",,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
context::enemy.ray.health_multiplier,mapped_not_resolved,needs_work,not_ep_compared,needs_work,,unknown,standard_scalar_param,1,"['level_contributor_present', 'semantically_incompatible_contributor_present']",['Ray Enemy Health'],[],"[{'source': 'Ray Enemy Health', 'value_type': 'level'}]",,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
context::enemy.vampire.attack_multiplier,mapped_not_resolved,needs_work,not_ep_compared,needs_work,,unknown,standard_scalar_param,1,"['level_contributor_present', 'semantically_incompatible_contributor_present']",['Vampire Enemy Attack'],[],"[{'source': 'Vampire Enemy Attack', 'value_type': 'level'}]",,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
context::enemy.vampire.health_multiplier,mapped_not_resolved,needs_work,not_ep_compared,needs_work,,unknown,standard_scalar_param,1,"['level_contributor_present', 'semantically_incompatible_contributor_present']",['Vampire Enemy Health'],[],"[{'source': 'Vampire Enemy Health', 'value_type': 'level'}]",,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
context::enemy.scatter.attack_multiplier,mapped_not_resolved,needs_work,not_ep_compared,needs_work,,unknown,standard_scalar_param,1,"['level_contributor_present', 'semantically_incompatible_contributor_present']",['Scatter Enemy Attack'],[],"[{'source': 'Scatter Enemy Attack', 'value_type': 'level'}]",,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
context::enemy.scatter.health_multiplier,mapped_not_resolved,needs_work,not_ep_compared,needs_work,,unknown,standard_scalar_param,1,"['level_contributor_present', 'semantically_incompatible_contributor_present']",['Scatter Enemy Health'],[],"[{'source': 'Scatter Enemy Health', 'value_type': 'level'}]",,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
context::enemy.ranged.range_multiplier,mapped_not_resolved,needs_work,not_ep_compared,needs_work,,unknown,standard_scalar_param,1,"['level_contributor_present', 'semantically_incompatible_contributor_present']",['Ranged Enemy Range'],[],"[{'source': 'Ranged Enemy Range', 'value_type': 'level'}]",,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::module.lab.common_drop_chance_bonus_pct,resolved,publishable,not_ep_compared,pass,1.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::module.lab.reroll_shards_bonus,resolved,publishable,not_ep_compared,pass,100.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::module.lab.daily_mission_shards_bonus,resolved,publishable,not_ep_compared,pass,50.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::module.lab.shard_cost_reduction_pct,resolved,publishable,not_ep_compared,pass,-30.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::module.lab.coin_cost_reduction_pct,resolved,publishable,not_ep_compared,pass,-28.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::module.lab.rare_drop_chance_bonus_pct,resolved,publishable,not_ep_compared,pass,1.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::capability.modules.unmerge,resolved,publishable,not_ep_compared,pass,True,unknown,capability_passthrough,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::module.lab.shatter_shards_bonus_pct,resolved,publishable,not_ep_compared,pass,100.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::capability.modules.effect_bans.cannon,resolved,publishable,not_ep_compared,pass,0.0,unknown,capability_passthrough,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::capability.modules.effect_bans.armor,resolved,publishable,not_ep_compared,pass,2.0,unknown,capability_passthrough,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::capability.modules.effect_bans.generator,resolved,publishable,not_ep_compared,pass,1.0,unknown,capability_passthrough,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::capability.modules.effect_bans.core,resolved,publishable,not_ep_compared,pass,4.0,unknown,capability_passthrough,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::module.cannon.assist_substat_lab_bonus_pct,resolved,publishable,not_ep_compared,pass,0.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::module.armor.assist_substat_lab_bonus_pct,resolved,publishable,not_ep_compared,pass,0.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::module.generator.assist_substat_lab_bonus_pct,resolved,publishable,not_ep_compared,pass,0.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::module.core.assist_substat_lab_bonus_pct,resolved,publishable,not_ep_compared,pass,0.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::module.cannon.assist_lab_bonus_pct,resolved,publishable,not_ep_compared,pass,0.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::module.armor.assist_lab_bonus_pct,resolved,publishable,not_ep_compared,pass,0.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::module.generator.assist_lab_bonus_pct,resolved,publishable,not_ep_compared,pass,0.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::module.core.assist_lab_bonus_pct,resolved,publishable,not_ep_compared,pass,0.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::cards.damage.mastery_effect,resolved,publishable,not_ep_compared,pass,1.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::cards.attack_speed.mastery_effect,resolved,publishable,not_ep_compared,pass,1.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::cards.health.mastery_effect,resolved,publishable,not_ep_compared,pass,1.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::cards.health_regen.mastery_effect,resolved,publishable,not_ep_compared,pass,1.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::cards.range.mastery_effect,resolved,publishable,not_ep_compared,pass,1.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::cards.cash.mastery_effect,resolved,publishable,not_ep_compared,pass,0.4,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::cards.coins.mastery_effect,resolved,publishable,not_ep_compared,pass,1.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::cards.slow_aura.mastery_effect,resolved,publishable,not_ep_compared,pass,1.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::cards.critical_chance.mastery_effect,resolved,publishable,not_ep_compared,pass,0.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::cards.enemy_balance.mastery_effect,resolved,publishable,not_ep_compared,pass,0.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::cards.extra_defense.mastery_effect,resolved,publishable,not_ep_compared,pass,0.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::cards.fortress.mastery_effect,resolved,publishable,not_ep_compared,pass,0.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::cards.free_upgrades.mastery_effect,resolved,publishable,not_ep_compared,pass,0.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::cards.extra_orb.mastery_effect,resolved,publishable,not_ep_compared,pass,1.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::cards.plasma_cannon.mastery_effect,resolved,publishable,not_ep_compared,pass,0.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::cards.critical_coin.mastery_effect,resolved,publishable,not_ep_compared,pass,0.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::cards.wave_skip.mastery_effect,resolved,publishable,not_ep_compared,pass,0.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::cards.intro_sprint.mastery_effect,resolved,publishable,not_ep_compared,pass,3.6,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::cards.land_mine_stun.mastery_effect,resolved,publishable,not_ep_compared,pass,0.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::cards.recovery_package_chance.mastery_effect,resolved,publishable,not_ep_compared,pass,1.2,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::cards.death_ray.mastery_effect,resolved,publishable,not_ep_compared,pass,0.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::cards.energy_net.mastery_effect,resolved,publishable,not_ep_compared,pass,1.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::cards.super_tower.mastery_effect,resolved,publishable,not_ep_compared,pass,0.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::cards.second_wind.mastery_effect,resolved,publishable,not_ep_compared,pass,1.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::cards.demon_mode.mastery_effect,resolved,publishable,not_ep_compared,pass,1.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::cards.energy_shield.mastery_effect,resolved,publishable,not_ep_compared,pass,0.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::cards.wave_accelerator.mastery_effect,resolved,publishable,not_ep_compared,pass,0.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::cards.berserker.mastery_effect,resolved,publishable,not_ep_compared,pass,0.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::cards.ultimate_crit.mastery_effect,resolved,publishable,not_ep_compared,pass,0.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::cards.nuke.mastery_effect,resolved,publishable,not_ep_compared,pass,0.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::cards.area_of_effect.mastery_effect,resolved,publishable,not_ep_compared,pass,0.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
context::bc.reduction.generic_pct,resolved,publishable,not_ep_compared,pass,0.0,pct,environment_scalar,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
context::bc.knockback_resistance_pct,mapped_not_resolved,needs_work,not_ep_compared,needs_work,,pct,bc_effective_value,1,"['level_contributor_present', 'semantically_incompatible_contributor_present']",['Knockback Resistance'],[],"[{'source': 'Knockback Resistance', 'value_type': 'level'}]",,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
context::bc.thorns_resistance_pct,mapped_not_resolved,needs_work,not_ep_compared,needs_work,,pct,bc_effective_value,1,"['level_contributor_present', 'semantically_incompatible_contributor_present']",['Thorns Resistance'],[],"[{'source': 'Thorns Resistance', 'value_type': 'level'}]",,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
context::bc.orb_resistance_pct,mapped_not_resolved,needs_work,not_ep_compared,needs_work,,pct,bc_effective_value,1,"['level_contributor_present', 'semantically_incompatible_contributor_present']",['Orb Resistance'],[],"[{'source': 'Orb Resistance', 'value_type': 'level'}]",,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
context::bc.plasma_cannon_resistance_pct,mapped_not_resolved,needs_work,not_ep_compared,needs_work,,pct,bc_effective_value,1,"['level_contributor_present', 'semantically_incompatible_contributor_present']",['Plasma Cannon Resistance'],[],"[{'source': 'Plasma Cannon Resistance', 'value_type': 'level'}]",,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
context::bc.death_ray_resistance_pct,mapped_not_resolved,needs_work,not_ep_compared,needs_work,,pct,bc_effective_value,1,"['level_contributor_present', 'semantically_incompatible_contributor_present']",['Death Ray Resistance'],[],"[{'source': 'Death Ray Resistance', 'value_type': 'level'}]",,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
context::bc.armored_enemies_blocked_hits,mapped_not_resolved,needs_work,not_ep_compared,needs_work,,count,bc_effective_value,1,"['level_contributor_present', 'semantically_incompatible_contributor_present']",['Armored Enemies'],[],"[{'source': 'Armored Enemies', 'value_type': 'level'}]",,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
context::bc.enemy_speed_pct,mapped_not_resolved,needs_work,not_ep_compared,needs_work,,pct,bc_effective_value,1,"['level_contributor_present', 'semantically_incompatible_contributor_present']",['Enemy Speed'],[],"[{'source': 'Enemy Speed', 'value_type': 'level'}]",,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
context::bc.more_enemies_pct,mapped_not_resolved,needs_work,not_ep_compared,needs_work,,pct,bc_effective_value,2,"['level_contributor_present', 'semantically_incompatible_contributor_present']",['More Enemies'],[],"[{'source': 'More Enemies', 'value_type': 'level'}]",,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
