path,canonical_id,domain,surface_type,canonicality
kb/tournaments/tables/tournament-league-rules.csv,tournaments.table.tournament_league_rules,tournaments,table,canonical_or_package_table
kb/tournaments/tables/tournament-more-bosses-intervals.csv,tournaments.table.tournament_more_bosses_intervals,tournaments,table,canonical_or_package_table
kb/tournaments/tables/note-derived-battle-condition-groups.csv,tournaments.table.wiki_battle_condition_groups,tournaments,table,canonical_table
kb/tournaments/tables/battle-condition-reduction-baselines.csv,tournaments.table.wiki_battle_condition_reduction_verified,tournaments,table,canonical_or_package_table
kb/tournaments/tables/note-derived-enemy-heat-scaling-reference.csv,tournaments.table.wiki_enemy_heat_scaling_reference,tournaments,table,canonical_table
kb/tournaments/tables/note-derived-tournament-leagues.csv,tournaments.table.wiki_tournament_leagues,tournaments,table,canonical_table
kb/tournaments/tables/note-derived-tournament-wave-structure.csv,tournaments.table.wiki_tournament_wave_structure,tournaments,table,canonical_table
kb/ultimate-weapons/contracts/ultimate-weapon-plus-runtime-contract.md,ultimate-weapons.contract.uw-plus-runtime,ultimate-weapons,contract,canonical
kb/ultimate-weapons/contracts/ultimate-weapon-runtime-contract.md,ultimate-weapons.contract.runtime,ultimate-weapons,contract,canonical
kb/ultimate-weapons/notes/ultimate-weapon-economy-and-sync-models.md,ultimate_weapons.note.uw_economy_and_sync_models,ultimate-weapons,note,canonical_note
kb/ultimate-weapons/notes/ultimate-weapon-lab-ladders.md,ultimate_weapons.note.uw_lab_ladders,ultimate-weapons,note,canonical_note
kb/ultimate-weapons/notes/ultimate-weapon-lab-mechanics.md,ultimate_weapons.note.uw_lab_mechanics,ultimate-weapons,note,canonical_note
kb/ultimate-weapons/sources/raw/effective-paths/sheet-exports/all-uws-formulas.csv,ultimate_weapons.source.all_uws_formulas,ultimate-weapons,source,raw_source_artifact
kb/ultimate-weapons/sources/raw/effective-paths/sheet-exports/all-uws-values.csv,ultimate_weapons.source.all_uws_values,ultimate-weapons,source,raw_source_artifact
kb/ultimate-weapons/sources/raw/repo-inputs/uw/uw-plus-ladders.csv,ultimate_weapons.source.uw_plus_ladders_v1,ultimate-weapons,source,raw_source_artifact
kb/ultimate-weapons/sources/raw/repo-inputs/uw/uw-plus-ladders-recommended.csv,ultimate_weapons.source.uw_plus_ladders_v2_recommended,ultimate-weapons,source,raw_source_artifact
kb/ultimate-weapons/sources/raw/repo-inputs/uw/uw-purchase-costs.csv,ultimate_weapons.source.uw_purchase_costs_v1,ultimate-weapons,source,raw_source_artifact
kb/ultimate-weapons/sources/raw/repo-inputs/uw/uw-track-ladders.csv,ultimate_weapons.source.uw_track_ladders_v1,ultimate-weapons,source,raw_source_artifact
kb/ultimate-weapons/sources/raw/repo-inputs/uw/uw-track-ladders-recommended.csv,ultimate_weapons.source.uw_track_ladders_v2_recommended,ultimate-weapons,source,raw_source_artifact
kb/ultimate-weapons/sources/raw/repo-inputs/uw/wiki-verified-uw-plus-ladders.csv,ultimate_weapons.source.wiki_verified_uw_plus_ladders_v2,ultimate-weapons,source,raw_source_artifact
kb/ultimate-weapons/sources/raw/repo-inputs/uw/wiki-verified-uw-track-ladders.csv,ultimate_weapons.source.wiki_verified_uw_track_ladders_v2,ultimate-weapons,source,raw_source_artifact
kb/ultimate-weapons/sources/wiki-ultimate-weapons-and-spotlight-baselines.md,ultimate_weapons.source.wiki_uw_and_spotlight_baselines,ultimate-weapons,source,supporting_reference
kb/ultimate-weapons/sources/wiki-ultimate-weapon-detailed-baselines.md,ultimate_weapons.source.wiki_uw_detailed_baselines_v2,ultimate-weapons,source,supporting_reference
kb/ultimate-weapons/tables/black-hole-basic-upgrades.csv,ultimate_weapons.table.black_hole_basic_upgrades,ultimate-weapons,table,canonical_or_package_table
kb/ultimate-weapons/tables/black-hole-consume-ultimate-weapon-plus.csv,ultimate_weapons.table.black_hole_consume_uw_plus,ultimate-weapons,table,canonical_or_package_table
kb/ultimate-weapons/tables/black-hole-size-duration-extension.csv,ultimate_weapons.table.black_hole_size_duration_extension,ultimate-weapons,table,canonical_or_package_table
kb/ultimate-weapons/tables/death-wave-basic-upgrades.csv,ultimate_weapons.table.death_wave_basic_upgrades,ultimate-weapons,table,canonical_or_package_table
kb/ultimate-weapons/tables/death-wave-damage-extension.csv,ultimate_weapons.table.death_wave_damage_extension,ultimate-weapons,table,canonical_or_package_table
kb/ultimate-weapons/tables/golden-tower-basic-upgrades.csv,ultimate_weapons.table.golden_tower_basic_upgrades,ultimate-weapons,table,canonical_or_package_table
kb/ultimate-weapons/tables/golden-tower-duration-extension.csv,ultimate_weapons.table.golden_tower_duration_extension,ultimate-weapons,table,canonical_or_package_table
kb/ultimate-weapons/tables/spotlight-basic-upgrades-extended.csv,ultimate_weapons.table.spotlight_basic_upgrades_extended,ultimate-weapons,table,canonical_or_package_table
kb/ultimate-weapons/tables/spotlight-missiles-lab-1-16.csv,ultimate_weapons.table.spotlight_missiles_lab_1_16,ultimate-weapons,table,canonical_or_package_table
kb/ultimate-weapons/tables/ultimate-weapon-cooldown-step-costs.csv,ultimate_weapons.table.uw_cooldown_step_costs_v2,ultimate-weapons,table,canonical_or_package_table
kb/ultimate-weapons/tables/ultimate-weapon-plus-ladders.csv,ultimate_weapons.table.ultimate_weapon_plus_ladders,ultimate-weapons,table,canonical_or_package_table
kb/ultimate-weapons/tables/ultimate-weapon-purchase-costs.csv,ultimate_weapons.table.uw_purchase_costs,ultimate-weapons,table,canonical_or_package_table
kb/ultimate-weapons/tables/ultimate-weapon-track-ladders.csv,ultimate_weapons.table.ultimate_weapon_track_ladders,ultimate-weapons,table,canonical_or_package_table
kb/ultimate-weapons/tables/black-hole-coin-bonus-levels-1-17.csv,ultimate_weapons.table.black_hole_coin_bonus_levels_1_17,ultimate-weapons,table,canonical_or_package_table
kb/ultimate-weapons/tables/wiki-death-wave-cell-bonus-levels-full.csv,ultimate_weapons.table.wiki_dw_cell_bonus_levels_full,ultimate-weapons,table,canonical_or_package_table
kb/ultimate-weapons/tables/wiki-death-wave-coin-bonus-levels-full.csv,ultimate_weapons.table.wiki_dw_coin_bonus_levels_full,ultimate-weapons,table,canonical_or_package_table
kb/ultimate-weapons/tables/wiki-death-wave-health-levels-full.csv,ultimate_weapons.table.wiki_dw_health_levels_full,ultimate-weapons,table,canonical_or_package_table
kb/ultimate-weapons/tables/wiki-golden-tower-bonus-levels-full.csv,ultimate_weapons.table.wiki_gt_bonus_levels_full,ultimate-weapons,table,canonical_or_package_table
kb/ultimate-weapons/tables/wiki-golden-tower-duration-levels-full.csv,ultimate_weapons.table.wiki_gt_duration_levels_full,ultimate-weapons,table,canonical_or_package_table
kb/ultimate-weapons/tables/note-derived-ultimate-weapon-plus-chain-lightning-and-poison-swamp.csv,ultimate_weapons.table.wiki_uw_plus_chain_lightning_and_poison_swamp,ultimate-weapons,table,canonical_table
kb/workshop/contracts/workshop-runtime-contract.md,workshop.contract.runtime,workshop,contract,canonical
kb/workshop/sources/raw/effective-paths/sheet-exports/dvt-workshop-formulas.csv,workshop.source.dvt_workshop_formulas,workshop,source,raw_source_artifact
kb/workshop/sources/raw/effective-paths/sheet-exports/dvt-workshop-values.csv,workshop.source.dvt_workshop_values,workshop,source,raw_source_artifact
kb/workshop/sources/raw/effective-paths/sheet-exports/wsvalues-formulas.csv,workshop.source.wsvalues_formulas,workshop,source,raw_source_artifact
kb/workshop/sources/raw/effective-paths/sheet-exports/wsvalues-values.csv,workshop.source.wsvalues_values,workshop,source,raw_source_artifact
kb/workshop/tables/workshop-values.csv,workshop.table.workshop_values,workshop,table,canonical
kb/labs/advisory/README.md,labs.advisory.readme,labs,note,advisory_noncanonical
kb/labs/advisory/registry/lab-advisory-source-registry.csv,labs.advisory.registry.lab_advisory_source_registry,labs,registry,advisory_noncanonical
kb/labs/advisory/tables/lab-tier-list-v27_0_3.csv,labs.advisory.table.lab_tier_list_v27_0_3,labs,table,advisory_noncanonical
