source_family,contributor_id,destination_object_type,destination_id,registration_status
vault,vault__tower__workshop_respec_discount__pct,account_flag,account_flag.workshop_respec_discount_pct,registered
vault,vault__tower__bot_respec_discount__pct,account_flag,account_flag.bot_respec_discount_pct,registered
vault,vault__tower__ad_gems_stack__multiplier,account_flag,account_flag.ad_gems_stack_multiplier,registered
vault,vault__tower__damage__pct,canonical_stat,tower_damage,registered
vault,vault__tower__ultimate_weapon_damage__pct,canonical_stat,ultimate_damage_multiplier,registered
vault,vault__tower__attack_speed__pct,canonical_stat,tower_attack_speed,registered
vault,vault__tower__critical_chance__pct,canonical_stat,tower_crit_chance_pct,registered
vault,vault__tower__critical_factor__pct,canonical_stat,tower_crit_multiplier,registered
vault,vault__tower__damage_per_meter__pct,canonical_stat,tower_damage_per_meter_multiplier,registered
vault,vault__tower__multishot_chance__pct,canonical_stat,tower_multishot_chance_pct,registered
vault,vault__tower__rapid_fire_chance__pct,canonical_stat,tower_rapid_fire_chance_pct,registered
vault,vault__tower__bounce_shot_chance__pct,canonical_stat,tower_bounce_shot_chance_pct,registered
vault,vault__tower__super_crit_chance__pct,canonical_stat,tower_supercrit_chance_pct,registered
vault,vault__tower__super_crit_mult__pct,canonical_stat,tower_supercrit_multiplier,registered
vault,vault__tower__rend_armor_chance__pct,canonical_stat,tower_rend_armor_chance_pct,registered
vault,vault__tower__rend_armor_multiplier__pct,canonical_stat,tower_rend_armor_multiplier,registered
vault,vault__tower__health__pct,canonical_stat,tower_hp,registered
vault,vault__tower__health_regen__pct,canonical_stat,tower_regen,registered
vault,vault__tower__defense_pct__pct,canonical_stat,tower_defense_pct,registered
vault,vault__tower__defense_absolute__pct,canonical_stat,tower_defense_absolute,registered
vault,vault__tower__thorn_damage__pct,canonical_stat,tower_thorns_damage_pct,registered
vault,vault__tower__knockback_chance__pct,canonical_stat,tower_knockback_chance_pct,registered
vault,vault__tower__knockback_force__pct,canonical_stat,tower_knockback_force,registered
vault,vault__tower__orb_speed__pct,canonical_stat,tower_orb_speed_rpm,registered
vault,vault__tower__orbs__count,canonical_stat,tower_orb_count,registered
vault,vault__tower__shockwave_frequency__pct,canonical_stat,tower_shockwave_interval_seconds,registered
vault,vault__tower__death_defy__pct,canonical_stat,tower_death_defy_chance_pct,registered
vault,vault__tower__wall_rebuild__seconds_reduction,canonical_stat,wall_rebuild_seconds,registered
vault,vault__tower__cash__pct,canonical_stat,cash_kill_multiplier,registered
vault,vault__tower__cash_per_wave__pct,canonical_stat,cash_per_wave,registered
vault,vault__tower__coins_per_kill__pct,canonical_stat,coin_kill_multiplier,registered
vault,vault__tower__coins_per_wave__pct,canonical_stat,coins_per_wave,registered
vault,vault__tower__free_attack_upgrade__pct,canonical_stat,free_attack_upgrade_chance_pct,registered
vault,vault__tower__free_defense_upgrade__pct,canonical_stat,free_defense_upgrade_chance_pct,registered
vault,vault__tower__free_utility_upgrade__pct,canonical_stat,free_utility_upgrade_chance_pct,registered
vault,vault__tower__interest_per_wave__pct,canonical_stat,interest_per_wave_pct,registered
vault,vault__tower__recovery_amount__pct,canonical_stat,recovery_amount_pct,registered
vault,vault__tower__max_recovery__pct,canonical_stat,max_recovery_multiplier,registered
vault,vault__tower__enemy_attack_skip__pct,canonical_stat,enemy_attack_level_skip_pct,registered
vault,vault__tower__enemy_health_skip__pct,canonical_stat,enemy_health_level_skip_pct,registered
vault,vault__unlock__demon_mode_automation__boolean,account_flag,account_flag.demon_mode_automation,registered
vault,vault__unlock__smart_demon_mode_automation__boolean,account_flag,account_flag.smart_demon_mode_automation,registered
vault,vault__unlock__free_mission_reroll__boolean,account_flag,account_flag.free_mission_reroll,registered
vault,vault__unlock__nuke_automation__boolean,account_flag,account_flag.nuke_automation,registered
vault,vault__unlock__smart_nuke_automation__boolean,account_flag,account_flag.smart_nuke_automation,registered
vault,vault__unlock__workshop_presets__boolean,account_flag,account_flag.workshop_presets,registered
vault,vault__unlock__missile_barrage_automation__boolean,account_flag,account_flag.missile_barrage_automation,registered
theme_song,theme_song__global__coin_bonus__multiplier,cosmetic_bonus,cosmetic_bonus.theme_song_coin_multiplier,registered
player_stuff,player_stuff__profile__player_id__string,account_context,account_context.player_id,registered
player_stuff,player_stuff__profile__farming_tier__enum,account_context,account_context.farming_tier,registered
player_stuff,player_stuff__profile__tournament_league__enum,account_context,account_context.tournament_league,registered
player_stuff,player_stuff__resource__lifetime_coins__count,account_resource,account_resource.lifetime_coins,registered
player_stuff,player_stuff__resource__stones__count,account_resource,account_resource.stones,registered
player_stuff,player_stuff__resource__gems__count,account_resource,account_resource.gems,registered
player_stuff,player_stuff__flag__premium_packs_unlocked__boolean,account_flag,account_flag.premium_packs_unlocked,registered
player_stuff,player_stuff__flag__disable_ads__boolean,account_flag,account_flag.disable_ads,registered
player_stuff,player_stuff__flag__starter_pack__boolean,account_flag,account_flag.starter_pack,registered
player_stuff,player_stuff__flag__epic_pack__boolean,account_flag,account_flag.epic_pack,registered
player_stuff,player_stuff__derived__coin_multiplier__enum,account_context,account_context.coin_multiplier_display,registered
unlock,unlock__wall__enabled__boolean,capability,capability.wall.enabled,registered
unlock,unlock__guardian__enabled__boolean,capability,capability.guardian.enabled,registered
unlock,unlock__guardian__attack_chip__enabled__boolean,capability,capability.guardian.attack.enabled,registered
unlock,unlock__guardian__ally_chip__enabled__boolean,capability,capability.guardian.ally.enabled,registered
unlock,unlock__guardian__bounty_chip__enabled__boolean,capability,capability.guardian.bounty.enabled,registered
unlock,unlock__guardian__fetch_chip__enabled__boolean,capability,capability.guardian.fetch.enabled,registered
unlock,unlock__guardian__summon_chip__enabled__boolean,capability,capability.guardian.summon.enabled,registered
unlock,unlock__guardian__scout_chip__enabled__boolean,capability,capability.guardian.scout.enabled,registered
unlock,unlock__uw__golden_tower__enabled,capability,capability.uw.golden_tower.enabled,registered
unlock,unlock__uw__black_hole__enabled,capability,capability.uw.black_hole.enabled,registered
