path,domain,surface_type,canonicality,evidence_class,closure_status,notes
kb/perks/contracts/perk-runtime-contract.md,perks,contract,canonical,wiki-verified,external_source_closed,Perk runtime semantics
kb/perks/notes/perk-system.md,perks,note,canonical,wiki-verified,external_source_closed,Canonical perks note
kb/perks/sources/raw/repo-inputs/perks/perk-pool-weights.csv,perks,source,raw_source_artifact,repo_raw,supporting_reference,preserve source-faithful naming
kb/perks/sources/raw/repo-inputs/perks/perks.csv,perks,source,raw_source_artifact,repo_raw,supporting_reference,preserve source-faithful naming
kb/perks/sources/wiki-perks-baselines.md,perks,source,supporting,wiki-verified,supporting_reference,Perk provenance summary
kb/perks/tables/perk-pool-weights.csv,perks,table,canonical_table,repo,uploaded_corpus_closed,Canonical within frozen package corpus; upstream external closure not always available.
kb/perks/tables/perks.csv,perks,table,canonical_table,repo,uploaded_corpus_closed,Canonical within frozen package corpus; upstream external closure not always available.
kb/tournaments/contracts/battle-condition-effect-matrix.csv,tournaments,contract,canonical_runtime_doc,derived,supporting_reference,
kb/tournaments/notes/battle-condition-mechanics.md,tournaments,note,canonical_note,mixed,supporting_reference,
kb/tournaments/notes/battle-condition-system.md,tournaments,note,canonical_note,mixed,supporting_reference,
kb/tournaments/notes/tournament-difficulty-model.md,tournaments,note,canonical_note,mixed,supporting_reference,
kb/tournaments/notes/tournament-league-structure.md,tournaments,note,canonical_note,mixed,supporting_reference,
kb/tournaments/notes/tournament-system.md,tournaments,note,canonical_note,mixed,supporting_reference,
kb/tournaments/notes/tournament-wave-timing.md,tournaments,note,canonical_note,mixed,supporting_reference,
kb/tournaments/sources/raw/repo-inputs/combat/battle-condition-magnitudes.csv,tournaments,source,raw_source_artifact,repo_raw,supporting_reference,preserve source-faithful naming
kb/tournaments/sources/raw/repo-inputs/combat/tier-battle-conditions.csv,tournaments,source,raw_source_artifact,repo_raw,supporting_reference,preserve source-faithful naming
kb/tournaments/sources/raw/repo-inputs/tournament/heat-bc-registry.csv,tournaments,source,raw_source_artifact,repo_raw,supporting_reference,preserve source-faithful naming
kb/tournaments/sources/raw/repo-inputs/tournament/heat-scale-long.csv,tournaments,source,raw_source_artifact,repo_raw,supporting_reference,preserve source-faithful naming
kb/tournaments/sources/raw/repo-inputs/tournament/tournament-heat-bc-values-long.csv,tournaments,source,raw_source_artifact,repo_raw,supporting_reference,preserve source-faithful naming
kb/tournaments/sources/raw/repo-inputs/tournament/tournament-heat-steps.csv,tournaments,source,raw_source_artifact,repo_raw,supporting_reference,preserve source-faithful naming
kb/tournaments/sources/raw/repo-inputs/tournament/tournament-league-rules.csv,tournaments,source,raw_source_artifact,repo_raw,supporting_reference,preserve source-faithful naming
kb/tournaments/sources/raw/repo-inputs/tournament/tournament-more-bosses-static.csv,tournaments,source,raw_source_artifact,repo_raw,supporting_reference,preserve source-faithful naming
kb/tournaments/sources/wiki-battle-conditions-and-tournaments.md,tournaments,source,supporting_reference,wiki,supporting_reference,
kb/tournaments/tables/battle-condition-behavior-reference.csv,tournaments,table,canonical_table,mixed,uploaded_corpus_closed,Canonical within frozen package corpus; upstream external closure not always available.
kb/tournaments/tables/battle-condition-group-2-reduction-lab.csv,tournaments,table,canonical_table,mixed,uploaded_corpus_closed,Canonical within frozen package corpus; upstream external closure not always available.
kb/tournaments/tables/battle-condition-group-3-reduction-lab.csv,tournaments,table,canonical_table,mixed,uploaded_corpus_closed,Canonical within frozen package corpus; upstream external closure not always available.
kb/tournaments/tables/battle-condition-group-4-reduction-lab.csv,tournaments,table,canonical_table,mixed,uploaded_corpus_closed,Canonical within frozen package corpus; upstream external closure not always available.
kb/tournaments/tables/battle-condition-magnitudes.csv,tournaments,table,canonical_table,repo,uploaded_corpus_closed,Canonical within frozen package corpus; upstream external closure not always available.
kb/tournaments/tables/battle-condition-reduction-baselines.csv,tournaments,table,canonical_table,wiki,external_source_closed,Externally source-closed from uploaded primary evidence and/or wiki.
kb/tournaments/tables/battle-condition-reduction-lab.csv,tournaments,table,canonical_table,mixed,uploaded_corpus_closed,Canonical within frozen package corpus; upstream external closure not always available.
kb/tournaments/tables/heat-battle-condition-registry.csv,tournaments,table,canonical_table,repo,uploaded_corpus_closed,Canonical within frozen package corpus; upstream external closure not always available.
kb/tournaments/tables/heat-scale-long.csv,tournaments,table,canonical_table,repo,uploaded_corpus_closed,Canonical within frozen package corpus; upstream external closure not always available.
kb/tournaments/tables/note-derived-battle-condition-groups.csv,tournaments,table,canonical_table,notes_or_prompt_reconstruction,externally_verified_live_wiki_2026-03-14,"Renamed from wiki-* because the surface is reconstructed from notes, not row-verified live wiki canon."
kb/tournaments/tables/note-derived-enemy-heat-scaling-reference.csv,tournaments,table,canonical_table,notes_or_prompt_reconstruction,externally_verified_live_wiki_2026-03-14,"Renamed from wiki-* because the surface is reconstructed from notes, not row-verified live wiki canon."
kb/tournaments/tables/note-derived-tournament-leagues.csv,tournaments,table,canonical_table,notes_or_prompt_reconstruction,externally_verified_live_wiki_2026-03-14,"Renamed from wiki-* because the surface is reconstructed from notes, not row-verified live wiki canon."
kb/tournaments/tables/note-derived-tournament-wave-structure.csv,tournaments,table,canonical_table,notes_or_prompt_reconstruction,externally_verified_live_wiki_2026-03-14,"Renamed from wiki-* because the surface is reconstructed from notes, not row-verified live wiki canon."
kb/tournaments/tables/tier-battle-condition-levels.csv,tournaments,table,canonical_table,mixed,uploaded_corpus_closed,Canonical within frozen package corpus; upstream external closure not always available.
kb/tournaments/tables/tier-battle-conditions.csv,tournaments,table,canonical_table,repo,uploaded_corpus_closed,Canonical within frozen package corpus; upstream external closure not always available.
kb/tournaments/tables/tournament-heat-battle-condition-values-long.csv,tournaments,table,canonical_table,repo,uploaded_corpus_closed,Canonical within frozen package corpus; upstream external closure not always available.
kb/tournaments/tables/tournament-heat-steps.csv,tournaments,table,canonical_table,repo,uploaded_corpus_closed,Canonical within frozen package corpus; upstream external closure not always available.
kb/tournaments/tables/tournament-league-rules.csv,tournaments,table,canonical_table,repo,uploaded_corpus_closed,Canonical within frozen package corpus; upstream external closure not always available.
kb/tournaments/tables/tournament-more-bosses-intervals.csv,tournaments,table,canonical_table,repo,uploaded_corpus_closed,Canonical within frozen package corpus; upstream external closure not always available.
kb/ultimate-weapons/contracts/ultimate-weapon-plus-runtime-contract.md,ultimate-weapons,contract,canonical,wiki-verified,external_source_closed,Ultimate Weapon Plus (UW+) shared runtime semantics
kb/ultimate-weapons/contracts/ultimate-weapon-runtime-contract.md,ultimate-weapons,contract,canonical,wiki-verified,external_source_closed,Shared UW runtime semantics
kb/ultimate-weapons/notes/ultimate-weapon-economy-and-sync-models.md,ultimate-weapons,note,canonical_note,mixed,supporting_reference,
kb/ultimate-weapons/notes/ultimate-weapon-lab-ladders.md,ultimate-weapons,note,canonical_note,mixed,supporting_reference,
kb/ultimate-weapons/notes/ultimate-weapon-lab-mechanics.md,ultimate-weapons,note,canonical_note,mixed,supporting_reference,
kb/ultimate-weapons/sources/raw/effective-paths/sheet-exports/all-uws-formulas.csv,ultimate-weapons,source,raw_source_artifact,ep_raw,supporting_reference,preserve source-faithful naming
kb/ultimate-weapons/sources/raw/effective-paths/sheet-exports/all-uws-values.csv,ultimate-weapons,source,raw_source_artifact,ep_raw,supporting_reference,preserve source-faithful naming
kb/ultimate-weapons/sources/raw/repo-inputs/uw/uw-plus-ladders-recommended.csv,ultimate-weapons,source,raw_source_artifact,repo_raw,supporting_reference,preserve source-faithful naming
kb/ultimate-weapons/sources/raw/repo-inputs/uw/uw-plus-ladders.csv,ultimate-weapons,source,raw_source_artifact,repo_raw,supporting_reference,preserve source-faithful naming
kb/ultimate-weapons/sources/raw/repo-inputs/uw/uw-purchase-costs.csv,ultimate-weapons,source,raw_source_artifact,repo_raw,supporting_reference,preserve source-faithful naming
kb/ultimate-weapons/sources/raw/repo-inputs/uw/uw-track-ladders-recommended.csv,ultimate-weapons,source,raw_source_artifact,repo_raw,supporting_reference,preserve source-faithful naming
kb/ultimate-weapons/sources/raw/repo-inputs/uw/uw-track-ladders.csv,ultimate-weapons,source,raw_source_artifact,repo_raw,supporting_reference,preserve source-faithful naming
kb/ultimate-weapons/sources/raw/repo-inputs/uw/wiki-verified-uw-plus-ladders.csv,ultimate-weapons,source,raw_source_artifact,wiki_raw,supporting_reference,preserve source-faithful naming
kb/ultimate-weapons/sources/raw/repo-inputs/uw/wiki-verified-uw-track-ladders.csv,ultimate-weapons,source,raw_source_artifact,wiki_raw,supporting_reference,preserve source-faithful naming
kb/ultimate-weapons/sources/wiki-ultimate-weapon-detailed-baselines.md,ultimate-weapons,source,supporting_reference,wiki,supporting_reference,
kb/ultimate-weapons/sources/wiki-ultimate-weapons-and-spotlight-baselines.md,ultimate-weapons,source,supporting_reference,wiki,supporting_reference,
kb/ultimate-weapons/tables/black-hole-basic-upgrades.csv,ultimate-weapons,table,canonical_table,mixed,uploaded_corpus_closed,Canonical within frozen package corpus; upstream external closure not always available.
kb/ultimate-weapons/tables/black-hole-coin-bonus-levels-1-17.csv,ultimate-weapons,table,canonical_table,wiki,external_source_closed,Externally source-closed from uploaded primary evidence and/or wiki.
kb/ultimate-weapons/tables/black-hole-consume-ultimate-weapon-plus.csv,ultimate-weapons,table,canonical_table,mixed,uploaded_corpus_closed,Canonical within frozen package corpus; upstream external closure not always available.
kb/ultimate-weapons/tables/black-hole-size-duration-extension.csv,ultimate-weapons,table,canonical_table,mixed,uploaded_corpus_closed,Canonical within frozen package corpus; upstream external closure not always available.
kb/ultimate-weapons/tables/death-wave-basic-upgrades.csv,ultimate-weapons,table,canonical_table,mixed,uploaded_corpus_closed,Canonical within frozen package corpus; upstream external closure not always available.
kb/ultimate-weapons/tables/death-wave-damage-extension.csv,ultimate-weapons,table,canonical_table,mixed,uploaded_corpus_closed,Canonical within frozen package corpus; upstream external closure not always available.
kb/ultimate-weapons/tables/golden-tower-basic-upgrades.csv,ultimate-weapons,table,canonical_table,mixed,uploaded_corpus_closed,Canonical within frozen package corpus; upstream external closure not always available.
kb/ultimate-weapons/tables/golden-tower-duration-extension.csv,ultimate-weapons,table,canonical_table,mixed,uploaded_corpus_closed,Canonical within frozen package corpus; upstream external closure not always available.
kb/ultimate-weapons/tables/note-derived-ultimate-weapon-plus-chain-lightning-and-poison-swamp.csv,ultimate-weapons,table,canonical_table,notes_or_prompt_reconstruction,externally_verified_live_wiki_2026-03-14,"Renamed from wiki-* because the surface is reconstructed from notes, not row-verified live wiki canon."
kb/ultimate-weapons/tables/spotlight-basic-upgrades-extended.csv,ultimate-weapons,table,canonical_table,mixed,uploaded_corpus_closed,Canonical within frozen package corpus; upstream external closure not always available.
kb/ultimate-weapons/tables/spotlight-missiles-lab-1-16.csv,ultimate-weapons,table,canonical_table,mixed,uploaded_corpus_closed,Canonical within frozen package corpus; upstream external closure not always available.
kb/ultimate-weapons/tables/ultimate-weapon-cooldown-step-costs.csv,ultimate-weapons,table,canonical_table,ep,external_source_closed,Externally source-closed from uploaded primary evidence and/or wiki.
kb/ultimate-weapons/tables/ultimate-weapon-plus-ladders.csv,ultimate-weapons,table,canonical_table,repo,uploaded_corpus_closed,Canonical within frozen package corpus; upstream external closure not always available.
kb/ultimate-weapons/tables/ultimate-weapon-purchase-costs.csv,ultimate-weapons,table,canonical_table,mixed,uploaded_corpus_closed,Canonical within frozen package corpus; upstream external closure not always available.
kb/ultimate-weapons/tables/ultimate-weapon-track-ladders.csv,ultimate-weapons,table,canonical_table,repo,uploaded_corpus_closed,Canonical within frozen package corpus; upstream external closure not always available.
kb/ultimate-weapons/tables/wiki-death-wave-cell-bonus-levels-full.csv,ultimate-weapons,table,canonical_table,wiki,external_source_closed,Externally source-closed from uploaded primary evidence and/or wiki.
kb/ultimate-weapons/tables/wiki-death-wave-coin-bonus-levels-full.csv,ultimate-weapons,table,canonical_table,wiki,external_source_closed,Externally source-closed from uploaded primary evidence and/or wiki.
kb/ultimate-weapons/tables/wiki-death-wave-health-levels-full.csv,ultimate-weapons,table,canonical_table,wiki,external_source_closed,Externally source-closed from uploaded primary evidence and/or wiki.
kb/ultimate-weapons/tables/wiki-golden-tower-bonus-levels-full.csv,ultimate-weapons,table,canonical_table,wiki,external_source_closed,Externally source-closed from uploaded primary evidence and/or wiki.
kb/ultimate-weapons/tables/wiki-golden-tower-duration-levels-full.csv,ultimate-weapons,table,canonical_table,wiki,external_source_closed,Externally source-closed from uploaded primary evidence and/or wiki.
kb/workshop/contracts/workshop-runtime-contract.md,workshop,contract,canonical,derived-and-reproducible,uploaded_corpus_closed,Workshop runtime semantics
kb/workshop/notes/workshop-system.md,workshop,note,canonical,derived-and-reproducible,uploaded_corpus_closed,Canonical workshop system note
kb/workshop/sources/raw/effective-paths/sheet-exports/dvt-workshop-formulas.csv,workshop,source,raw_source_artifact,ep_raw,supporting_reference,preserve source-faithful naming
kb/workshop/sources/raw/effective-paths/sheet-exports/dvt-workshop-values.csv,workshop,source,raw_source_artifact,ep_raw,supporting_reference,preserve source-faithful naming
kb/workshop/sources/raw/effective-paths/sheet-exports/wsvalues-formulas.csv,workshop,source,raw_source_artifact,ep_raw,supporting_reference,preserve source-faithful naming
kb/workshop/sources/raw/effective-paths/sheet-exports/wsvalues-values.csv,workshop,source,raw_source_artifact,ep_raw,supporting_reference,preserve source-faithful naming
kb/workshop/sources/wiki-and-effective-paths-workshop-baselines.md,workshop,source,supporting,wiki-verified,supporting_reference,Workshop provenance summary
kb/workshop/tables/enhancements-values.csv,workshop,table,canonical,ep-verified,external_source_closed,Promoted Effective Paths enhancement ladders
kb/workshop/tables/workshop-values.csv,workshop,table,canonical,ep-verified,external_source_closed,Promoted Effective Paths workshop ladders
