provenance,source_file,bot_name,track_name,level,medal_cost,track_value
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,cooldown_seconds,3,180,111.0
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,cooldown_seconds,4,220,108.0
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,cooldown_seconds,5,260,105.0
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,cooldown_seconds,6,300,102.0
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,cooldown_seconds,7,340,99.0
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,cooldown_seconds,8,380,96.0
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,cooldown_seconds,9,420,93.0
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,cooldown_seconds,10,460,90.0
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,cooldown_seconds,11,500,87.0
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,cooldown_seconds,12,540,84.0
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,cooldown_seconds,13,580,81.0
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,cooldown_seconds,14,620,78.0
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,cooldown_seconds,15,660,75.0
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,bonus_multiplier_x,0,0,2.0
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,bonus_multiplier_x,1,100,2.2
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,bonus_multiplier_x,2,140,2.4
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,bonus_multiplier_x,3,180,2.6
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,bonus_multiplier_x,4,220,2.8
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,bonus_multiplier_x,5,260,3.0
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,bonus_multiplier_x,6,300,3.2
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,bonus_multiplier_x,7,340,3.4000000000000004
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,bonus_multiplier_x,8,380,3.6
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,bonus_multiplier_x,9,420,3.8
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,bonus_multiplier_x,10,460,4.0
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,bonus_multiplier_x,11,500,4.2
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,bonus_multiplier_x,12,540,4.4
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,bonus_multiplier_x,13,580,4.6
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,bonus_multiplier_x,14,620,4.800000000000001
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,bonus_multiplier_x,15,660,5.0
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,bonus_multiplier_x,16,700,5.2
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,bonus_multiplier_x,17,740,5.4
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,bonus_multiplier_x,18,780,5.6
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,bonus_multiplier_x,19,820,5.800000000000001
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,bonus_multiplier_x,20,860,6.0
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,bonus_multiplier_x,21,900,6.2
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,bonus_multiplier_x,22,940,6.4
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,bonus_multiplier_x,23,980,6.6000000000000005
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,bonus_multiplier_x,24,1020,6.800000000000001
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,bonus_multiplier_x,25,1060,7.0
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,bonus_multiplier_x,26,1100,7.2
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,bonus_multiplier_x,27,1140,7.4
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,bonus_multiplier_x,28,1180,7.6000000000000005
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,bonus_multiplier_x,29,1220,7.800000000000001
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,bonus_multiplier_x,30,1260,8.0
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,range_meters,0,0,20.0
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,range_meters,1,100,22.0
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,range_meters,2,140,24.0
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,range_meters,3,180,26.0
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,range_meters,4,220,28.0
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,range_meters,5,260,30.0
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,range_meters,6,300,32.0
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,range_meters,7,340,34.0
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,range_meters,8,380,36.0
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,range_meters,9,420,38.0
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,range_meters,10,460,40.0
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,range_meters,11,500,42.0
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,range_meters,12,540,44.0
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,range_meters,13,580,46.0
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,range_meters,14,620,48.0
live_wiki_verified_formula_2026-03-14,https://the-tower-idle-tower-defense.fandom.com/wiki/Golden_Bot,Golden Bot,range_meters,15,660,50.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,duration_seconds,0,0.0,5.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,duration_seconds,1,100.0,5.5
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,duration_seconds,2,140.0,6.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,duration_seconds,3,180.0,6.5
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,duration_seconds,4,220.0,7.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,duration_seconds,5,260.0,7.5
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,duration_seconds,6,300.0,8.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,duration_seconds,7,340.0,8.5
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,duration_seconds,8,380.0,9.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,duration_seconds,9,420.0,9.5
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,duration_seconds,10,460.0,10.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,duration_seconds,11,500.0,10.5
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,duration_seconds,12,540.0,11.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,duration_seconds,13,580.0,11.5
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,duration_seconds,14,620.0,12.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,duration_seconds,15,660.0,12.5
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,duration_seconds,16,700.0,13.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,duration_seconds,17,740.0,13.5
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,duration_seconds,18,780.0,14.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,duration_seconds,19,820.0,14.5
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,duration_seconds,20,860.0,15.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,duration_seconds,21,Max,15.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,cooldown_seconds,0,0.0,120.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,cooldown_seconds,1,100.0,117.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,cooldown_seconds,2,140.0,114.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,cooldown_seconds,3,180.0,111.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,cooldown_seconds,4,220.0,108.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,cooldown_seconds,5,260.0,105.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,cooldown_seconds,6,300.0,102.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,cooldown_seconds,7,340.0,99.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,cooldown_seconds,8,380.0,96.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,cooldown_seconds,9,420.0,93.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,cooldown_seconds,10,460.0,90.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,cooldown_seconds,11,500.0,87.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,cooldown_seconds,12,540.0,84.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,cooldown_seconds,13,580.0,81.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,cooldown_seconds,14,620.0,78.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,cooldown_seconds,15,660.0,75.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,cooldown_seconds,16,Max,75.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,range_meters,0,0.0,25.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,range_meters,1,100.0,28.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,range_meters,2,140.0,31.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,range_meters,3,180.0,34.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,range_meters,4,220.0,37.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,range_meters,5,260.0,40.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,range_meters,6,300.0,43.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,range_meters,7,340.0,46.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,range_meters,8,380.0,49.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,range_meters,9,420.0,52.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,range_meters,10,460.0,55.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,range_meters,11,500.0,58.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,range_meters,12,540.0,61.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,range_meters,13,580.0,64.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,range_meters,14,620.0,67.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,range_meters,15,660.0,70.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,range_meters,16,Max,70.0
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,linger_seconds,0,0.0,0.2
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,linger_seconds,1,100.0,0.23
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,linger_seconds,2,140.0,0.26
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,linger_seconds,3,180.0,0.29
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,linger_seconds,4,220.0,0.32
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,linger_seconds,5,260.0,0.35
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,linger_seconds,6,300.0,0.38
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,linger_seconds,7,340.0,0.41
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,linger_seconds,8,380.0,0.44
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,linger_seconds,9,420.0,0.47
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,linger_seconds,10,460.0,0.5
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,linger_seconds,11,500.0,0.53
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,linger_seconds,12,540.0,0.56
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,linger_seconds,13,580.0,0.59
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,linger_seconds,14,620.0,0.62
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,linger_seconds,15,660.0,0.65
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,linger_seconds,16,700.0,0.68
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,linger_seconds,17,740.0,0.71
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,linger_seconds,18,780.0,0.74
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,linger_seconds,19,820.0,0.77
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,linger_seconds,20,860.0,0.8
effective_paths_sheet_export,kb/bots/sources/raw/effective-paths/sheet-exports/all-bots-values.csv,Thunder Bot,linger_seconds,21,Max,0.8
