bc_id,league,wave,magnitude
more_enemies,gold,100,0.25
knockback_resistance,gold,100,0.65
orb_resistance,gold,100,0.2
plasma_cannon_resistance,gold,100,0.65
protector_ultimate,gold,100,75
ranged_ultimate_tower_disable_time,gold,100,0.3
tank_ultimate,gold,100,75
thorns_resistance,gold,100,0.65
ultimate_weapons_duration,gold,100,-3
enemy_level_skip,gold,100,-0.08
armored_enemies,platinum,100,15
basic_ultimate_fast,platinum,100,0.03
basic_ultimate_tank,platinum,100,0.03
basic_ultimate_range,platinum,100,0.02
basic_ultimate_boss,platinum,100,0.01
basic_ultimate_protector,platinum,100,0.01
boss_ultimate,platinum,100,0.3
death_defy_down,platinum,100,-0.06
death_ray_resistance,platinum,100,0.55
enemy_attack_speed,platinum,100,1.25
energy_shields_down,platinum,100,0.25
enemy_speed,platinum,100,0.9
fast_ultimate,platinum,100,3
more_bosses,platinum,100,6
more_enemies,platinum,100,0.25
knockback_resistance,platinum,100,0.65
orb_resistance,platinum,100,0.2
plasma_cannon_resistance,platinum,100,0.65
protector_ultimate,platinum,100,75
ranged_ultimate_tower_disable_time,platinum,100,0.3
tank_ultimate,platinum,100,75
thorns_resistance,platinum,100,0.65
ultimate_weapons_duration,platinum,100,-3
enemy_level_skip,platinum,100,-0.08
armored_enemies,champion,100,15
basic_ultimate_fast,champion,100,0.03
basic_ultimate_tank,champion,100,0.03
basic_ultimate_range,champion,100,0.02
basic_ultimate_boss,champion,100,0.01
basic_ultimate_protector,champion,100,0.01
boss_ultimate,champion,100,0.3
death_defy_down,champion,100,-0.06
death_ray_resistance,champion,100,0.55
enemy_attack_speed,champion,100,1.25
energy_shields_down,champion,100,0.25
enemy_speed,champion,100,0.9
fast_ultimate,champion,100,3
more_bosses,champion,100,6
more_enemies,champion,100,0.25
knockback_resistance,champion,100,0.65
orb_resistance,champion,100,0.2
plasma_cannon_resistance,champion,100,0.65
protector_ultimate,champion,100,75
ranged_ultimate_tower_disable_time,champion,100,0.3
tank_ultimate,champion,100,75
thorns_resistance,champion,100,0.65
ultimate_weapons_duration,champion,100,-3
enemy_level_skip,champion,100,-0.08
armored_enemies,legend,100,15
basic_ultimate_fast,legend,100,0.03
basic_ultimate_tank,legend,100,0.03
basic_ultimate_range,legend,100,0.02
basic_ultimate_boss,legend,100,0.01
basic_ultimate_protector,legend,100,0.01
boss_ultimate,legend,100,0.3
death_defy_down,legend,100,-0.06
death_ray_resistance,legend,100,0.55
enemy_attack_speed,legend,100,1.25
energy_shields_down,legend,100,0.25
enemy_speed,legend,100,0.9
fast_ultimate,legend,100,3
more_bosses,legend,100,6
more_enemies,legend,100,0.25
knockback_resistance,legend,100,0.65
orb_resistance,legend,100,0.2
plasma_cannon_resistance,legend,100,0.65
protector_ultimate,legend,100,75
ranged_ultimate_tower_disable_time,legend,100,0.3
tank_ultimate,legend,100,75
thorns_resistance,legend,100,0.65
ultimate_weapons_duration,legend,100,-3
enemy_level_skip,legend,100,-0.08
armored_enemies,copper,150,20
basic_ultimate_fast,copper,150,0.04
basic_ultimate_tank,copper,150,0.04
basic_ultimate_range,copper,150,0.02
basic_ultimate_boss,copper,150,0.01
basic_ultimate_protector,copper,150,0.01
boss_ultimate,copper,150,0.35
death_defy_down,copper,150,-0.07
death_ray_resistance,copper,150,0.5
enemy_attack_speed,copper,150,1.5
energy_shields_down,copper,150,0.3
enemy_speed,copper,150,1
fast_ultimate,copper,150,4
more_bosses,copper,150,6
more_enemies,copper,150,0.3
knockback_resistance,copper,150,0.6
orb_resistance,copper,150,0.17
plasma_cannon_resistance,copper,150,0.6
protector_ultimate,copper,150,90
ranged_ultimate_tower_disable_time,copper,150,0.4
tank_ultimate,copper,150,90
thorns_resistance,copper,150,0.6
ultimate_weapons_duration,copper,150,-3
enemy_level_skip,copper,150,-0.1
armored_enemies,silver,150,20
basic_ultimate_fast,silver,150,0.04
basic_ultimate_tank,silver,150,0.04
basic_ultimate_range,silver,150,0.02
basic_ultimate_boss,silver,150,0.01
basic_ultimate_protector,silver,150,0.01
boss_ultimate,silver,150,0.35
death_defy_down,silver,150,-0.07
death_ray_resistance,silver,150,0.5
enemy_attack_speed,silver,150,1.5
energy_shields_down,silver,150,0.3
enemy_speed,silver,150,1
fast_ultimate,silver,150,4
more_bosses,silver,150,6
more_enemies,silver,150,0.3
knockback_resistance,silver,150,0.6
orb_resistance,silver,150,0.17
plasma_cannon_resistance,silver,150,0.6
protector_ultimate,silver,150,90
ranged_ultimate_tower_disable_time,silver,150,0.4
tank_ultimate,silver,150,90
thorns_resistance,silver,150,0.6
ultimate_weapons_duration,silver,150,-3
enemy_level_skip,silver,150,-0.1
armored_enemies,gold,150,20
basic_ultimate_fast,gold,150,0.04
basic_ultimate_tank,gold,150,0.04
basic_ultimate_range,gold,150,0.02
basic_ultimate_boss,gold,150,0.01
basic_ultimate_protector,gold,150,0.01
boss_ultimate,gold,150,0.35
death_defy_down,gold,150,-0.07
death_ray_resistance,gold,150,0.5
enemy_attack_speed,gold,150,1.5
energy_shields_down,gold,150,0.3
enemy_speed,gold,150,1
fast_ultimate,gold,150,4
more_bosses,gold,150,6
more_enemies,gold,150,0.3
knockback_resistance,gold,150,0.6
orb_resistance,gold,150,0.17
plasma_cannon_resistance,gold,150,0.6
protector_ultimate,gold,150,90
ranged_ultimate_tower_disable_time,gold,150,0.4
tank_ultimate,gold,150,90
thorns_resistance,gold,150,0.6
ultimate_weapons_duration,gold,150,-3
enemy_level_skip,gold,150,-0.1
armored_enemies,platinum,150,20
basic_ultimate_fast,platinum,150,0.04
basic_ultimate_tank,platinum,150,0.04
basic_ultimate_range,platinum,150,0.02
basic_ultimate_boss,platinum,150,0.01
basic_ultimate_protector,platinum,150,0.01
boss_ultimate,platinum,150,0.35
death_defy_down,platinum,150,-0.07
death_ray_resistance,platinum,150,0.5
enemy_attack_speed,platinum,150,1.5
energy_shields_down,platinum,150,0.3
enemy_speed,platinum,150,1
fast_ultimate,platinum,150,4
more_bosses,platinum,150,6
more_enemies,platinum,150,0.3
knockback_resistance,platinum,150,0.6
orb_resistance,platinum,150,0.17
plasma_cannon_resistance,platinum,150,0.6
protector_ultimate,platinum,150,90
ranged_ultimate_tower_disable_time,platinum,150,0.4
tank_ultimate,platinum,150,90
thorns_resistance,platinum,150,0.6
ultimate_weapons_duration,platinum,150,-3
enemy_level_skip,platinum,150,-0.1
armored_enemies,champion,150,20
basic_ultimate_fast,champion,150,0.04
basic_ultimate_tank,champion,150,0.04
basic_ultimate_range,champion,150,0.02
basic_ultimate_boss,champion,150,0.01
basic_ultimate_protector,champion,150,0.01
boss_ultimate,champion,150,0.35
death_defy_down,champion,150,-0.07
death_ray_resistance,champion,150,0.5
enemy_attack_speed,champion,150,1.5
energy_shields_down,champion,150,0.3
enemy_speed,champion,150,1
fast_ultimate,champion,150,4
more_bosses,champion,150,6
more_enemies,champion,150,0.3
knockback_resistance,champion,150,0.6
orb_resistance,champion,150,0.17
plasma_cannon_resistance,champion,150,0.6
protector_ultimate,champion,150,90
ranged_ultimate_tower_disable_time,champion,150,0.4
tank_ultimate,champion,150,90
thorns_resistance,champion,150,0.6
ultimate_weapons_duration,champion,150,-3
enemy_level_skip,champion,150,-0.1
armored_enemies,legend,150,20
basic_ultimate_fast,legend,150,0.04
basic_ultimate_tank,legend,150,0.04
basic_ultimate_range,legend,150,0.02
basic_ultimate_boss,legend,150,0.01
basic_ultimate_protector,legend,150,0.01
boss_ultimate,legend,150,0.35
death_defy_down,legend,150,-0.07
death_ray_resistance,legend,150,0.5
enemy_attack_speed,legend,150,1.5
energy_shields_down,legend,150,0.3
enemy_speed,legend,150,1
fast_ultimate,legend,150,4
more_bosses,legend,150,6
more_enemies,legend,150,0.3
knockback_resistance,legend,150,0.6
orb_resistance,legend,150,0.17
plasma_cannon_resistance,legend,150,0.6
protector_ultimate,legend,150,90
ranged_ultimate_tower_disable_time,legend,150,0.4
tank_ultimate,legend,150,90
thorns_resistance,legend,150,0.6
ultimate_weapons_duration,legend,150,-3
enemy_level_skip,legend,150,-0.1
armored_enemies,copper,200,25
basic_ultimate_fast,copper,200,0.04
basic_ultimate_tank,copper,200,0.04
basic_ultimate_range,copper,200,0.02
basic_ultimate_boss,copper,200,0.01
basic_ultimate_protector,copper,200,0.01
boss_ultimate,copper,200,0.4
death_defy_down,copper,200,-0.08
death_ray_resistance,copper,200,0.45
enemy_attack_speed,copper,200,1.75
energy_shields_down,copper,200,0.35
enemy_speed,copper,200,1.1
fast_ultimate,copper,200,4
more_bosses,copper,200,6
more_enemies,copper,200,0.35
knockback_resistance,copper,200,0.58
orb_resistance,copper,200,0.14
plasma_cannon_resistance,copper,200,0.58
protector_ultimate,copper,200,105
ranged_ultimate_tower_disable_time,copper,200,0.4
tank_ultimate,copper,200,105
thorns_resistance,copper,200,0.58
ultimate_weapons_duration,copper,200,-4
enemy_level_skip,copper,200,-0.12
armored_enemies,silver,200,25
basic_ultimate_fast,silver,200,0.04
basic_ultimate_tank,silver,200,0.04
basic_ultimate_range,silver,200,0.02
basic_ultimate_boss,silver,200,0.01
basic_ultimate_protector,silver,200,0.01
boss_ultimate,silver,200,0.4
death_defy_down,silver,200,-0.08
death_ray_resistance,silver,200,0.45
enemy_attack_speed,silver,200,1.75
energy_shields_down,silver,200,0.35
enemy_speed,silver,200,1.1
fast_ultimate,silver,200,4
more_bosses,silver,200,6
more_enemies,silver,200,0.35
knockback_resistance,silver,200,0.58
orb_resistance,silver,200,0.14
plasma_cannon_resistance,silver,200,0.58
protector_ultimate,silver,200,105
ranged_ultimate_tower_disable_time,silver,200,0.4
tank_ultimate,silver,200,105
thorns_resistance,silver,200,0.58
ultimate_weapons_duration,silver,200,-4
enemy_level_skip,silver,200,-0.12
armored_enemies,gold,200,25
basic_ultimate_fast,gold,200,0.04
basic_ultimate_tank,gold,200,0.04
basic_ultimate_range,gold,200,0.02
basic_ultimate_boss,gold,200,0.01
basic_ultimate_protector,gold,200,0.01
boss_ultimate,gold,200,0.4
death_defy_down,gold,200,-0.08
death_ray_resistance,gold,200,0.45
enemy_attack_speed,gold,200,1.75
energy_shields_down,gold,200,0.35
enemy_speed,gold,200,1.1
fast_ultimate,gold,200,4
more_bosses,gold,200,6
more_enemies,gold,200,0.35
knockback_resistance,gold,200,0.58
orb_resistance,gold,200,0.14
plasma_cannon_resistance,gold,200,0.58
protector_ultimate,gold,200,105
ranged_ultimate_tower_disable_time,gold,200,0.4
tank_ultimate,gold,200,105
thorns_resistance,gold,200,0.58
ultimate_weapons_duration,gold,200,-4
enemy_level_skip,gold,200,-0.12
armored_enemies,platinum,200,25
basic_ultimate_fast,platinum,200,0.04
basic_ultimate_tank,platinum,200,0.04
basic_ultimate_range,platinum,200,0.02
basic_ultimate_boss,platinum,200,0.01
basic_ultimate_protector,platinum,200,0.01
boss_ultimate,platinum,200,0.4
death_defy_down,platinum,200,-0.08
death_ray_resistance,platinum,200,0.45
enemy_attack_speed,platinum,200,1.75
energy_shields_down,platinum,200,0.35
enemy_speed,platinum,200,1.1
fast_ultimate,platinum,200,4
more_bosses,platinum,200,6
more_enemies,platinum,200,0.35
knockback_resistance,platinum,200,0.58
orb_resistance,platinum,200,0.14
plasma_cannon_resistance,platinum,200,0.58
protector_ultimate,platinum,200,105
ranged_ultimate_tower_disable_time,platinum,200,0.4
tank_ultimate,platinum,200,105
thorns_resistance,platinum,200,0.58
ultimate_weapons_duration,platinum,200,-4
enemy_level_skip,platinum,200,-0.12
armored_enemies,champion,200,25
basic_ultimate_fast,champion,200,0.04
basic_ultimate_tank,champion,200,0.04
basic_ultimate_range,champion,200,0.02
basic_ultimate_boss,champion,200,0.01
basic_ultimate_protector,champion,200,0.01
boss_ultimate,champion,200,0.4
death_defy_down,champion,200,-0.08
death_ray_resistance,champion,200,0.45
enemy_attack_speed,champion,200,1.75
energy_shields_down,champion,200,0.35
enemy_speed,champion,200,1.1
fast_ultimate,champion,200,4
more_bosses,champion,200,6
more_enemies,champion,200,0.35
knockback_resistance,champion,200,0.58
orb_resistance,champion,200,0.14
plasma_cannon_resistance,champion,200,0.58
protector_ultimate,champion,200,105
ranged_ultimate_tower_disable_time,champion,200,0.4
tank_ultimate,champion,200,105
thorns_resistance,champion,200,0.58
ultimate_weapons_duration,champion,200,-4
enemy_level_skip,champion,200,-0.12
armored_enemies,legend,200,25
basic_ultimate_fast,legend,200,0.04
basic_ultimate_tank,legend,200,0.04
basic_ultimate_range,legend,200,0.02
basic_ultimate_boss,legend,200,0.01
basic_ultimate_protector,legend,200,0.01
boss_ultimate,legend,200,0.4
death_defy_down,legend,200,-0.08
death_ray_resistance,legend,200,0.45
enemy_attack_speed,legend,200,1.75
energy_shields_down,legend,200,0.35
enemy_speed,legend,200,1.1
fast_ultimate,legend,200,4
more_bosses,legend,200,6
more_enemies,legend,200,0.35
knockback_resistance,legend,200,0.58
orb_resistance,legend,200,0.14
plasma_cannon_resistance,legend,200,0.58
protector_ultimate,legend,200,105
ranged_ultimate_tower_disable_time,legend,200,0.4
tank_ultimate,legend,200,105
thorns_resistance,legend,200,0.58
ultimate_weapons_duration,legend,200,-4
enemy_level_skip,legend,200,-0.12
armored_enemies,copper,250,30
basic_ultimate_fast,copper,250,0.05
basic_ultimate_tank,copper,250,0.05
basic_ultimate_range,copper,250,0.03
basic_ultimate_boss,copper,250,0.01
basic_ultimate_protector,copper,250,0.01
boss_ultimate,copper,250,0.45
death_defy_down,copper,250,-0.1
death_ray_resistance,copper,250,0.4
enemy_attack_speed,copper,250,2
energy_shields_down,copper,250,0.4
enemy_speed,copper,250,1.2
fast_ultimate,copper,250,5
more_bosses,copper,250,6
more_enemies,copper,250,0.4
knockback_resistance,copper,250,0.56
orb_resistance,copper,250,0.12
plasma_cannon_resistance,copper,250,0.56
protector_ultimate,copper,250,120
ranged_ultimate_tower_disable_time,copper,250,0.5
tank_ultimate,copper,250,120
thorns_resistance,copper,250,0.56
ultimate_weapons_duration,copper,250,-4
enemy_level_skip,copper,250,-0.14
armored_enemies,silver,250,30
basic_ultimate_fast,silver,250,0.05
basic_ultimate_tank,silver,250,0.05
basic_ultimate_range,silver,250,0.03
basic_ultimate_boss,silver,250,0.01
basic_ultimate_protector,silver,250,0.01
boss_ultimate,silver,250,0.45
death_defy_down,silver,250,-0.1
death_ray_resistance,silver,250,0.4
enemy_attack_speed,silver,250,2
energy_shields_down,silver,250,0.4
enemy_speed,silver,250,1.2
fast_ultimate,silver,250,5
more_bosses,silver,250,6
more_enemies,silver,250,0.4
knockback_resistance,silver,250,0.56
orb_resistance,silver,250,0.12
plasma_cannon_resistance,silver,250,0.56
protector_ultimate,silver,250,120
ranged_ultimate_tower_disable_time,silver,250,0.5
tank_ultimate,silver,250,120
thorns_resistance,silver,250,0.56
ultimate_weapons_duration,silver,250,-4
enemy_level_skip,silver,250,-0.14
armored_enemies,gold,250,30
basic_ultimate_fast,gold,250,0.05
basic_ultimate_tank,gold,250,0.05
basic_ultimate_range,gold,250,0.03
basic_ultimate_boss,gold,250,0.01
basic_ultimate_protector,gold,250,0.01
boss_ultimate,gold,250,0.45
death_defy_down,gold,250,-0.1
death_ray_resistance,gold,250,0.4
enemy_attack_speed,gold,250,2
energy_shields_down,gold,250,0.4
enemy_speed,gold,250,1.2
fast_ultimate,gold,250,5
more_bosses,gold,250,6
more_enemies,gold,250,0.4
knockback_resistance,gold,250,0.56
orb_resistance,gold,250,0.12
plasma_cannon_resistance,gold,250,0.56
protector_ultimate,gold,250,120
ranged_ultimate_tower_disable_time,gold,250,0.5
tank_ultimate,gold,250,120
thorns_resistance,gold,250,0.56
ultimate_weapons_duration,gold,250,-4
enemy_level_skip,gold,250,-0.14
armored_enemies,platinum,250,30
basic_ultimate_fast,platinum,250,0.05
basic_ultimate_tank,platinum,250,0.05
basic_ultimate_range,platinum,250,0.03
basic_ultimate_boss,platinum,250,0.01
basic_ultimate_protector,platinum,250,0.01
boss_ultimate,platinum,250,0.45
death_defy_down,platinum,250,-0.1
death_ray_resistance,platinum,250,0.4
enemy_attack_speed,platinum,250,2
energy_shields_down,platinum,250,0.4
enemy_speed,platinum,250,1.2
fast_ultimate,platinum,250,5
more_bosses,platinum,250,6
more_enemies,platinum,250,0.4
knockback_resistance,platinum,250,0.56
orb_resistance,platinum,250,0.12
plasma_cannon_resistance,platinum,250,0.56
protector_ultimate,platinum,250,120
ranged_ultimate_tower_disable_time,platinum,250,0.5
tank_ultimate,platinum,250,120
thorns_resistance,platinum,250,0.56
ultimate_weapons_duration,platinum,250,-4
enemy_level_skip,platinum,250,-0.14
armored_enemies,champion,250,30
basic_ultimate_fast,champion,250,0.05
basic_ultimate_tank,champion,250,0.05
basic_ultimate_range,champion,250,0.03
basic_ultimate_boss,champion,250,0.01
basic_ultimate_protector,champion,250,0.01
boss_ultimate,champion,250,0.45
death_defy_down,champion,250,-0.1
death_ray_resistance,champion,250,0.4
enemy_attack_speed,champion,250,2
energy_shields_down,champion,250,0.4
enemy_speed,champion,250,1.2
fast_ultimate,champion,250,5
more_bosses,champion,250,6
more_enemies,champion,250,0.4
knockback_resistance,champion,250,0.56
orb_resistance,champion,250,0.12
plasma_cannon_resistance,champion,250,0.56
protector_ultimate,champion,250,120
ranged_ultimate_tower_disable_time,champion,250,0.5
tank_ultimate,champion,250,120
thorns_resistance,champion,250,0.56
ultimate_weapons_duration,champion,250,-4
enemy_level_skip,champion,250,-0.14
armored_enemies,legend,250,30
basic_ultimate_fast,legend,250,0.05
basic_ultimate_tank,legend,250,0.05
basic_ultimate_range,legend,250,0.03
basic_ultimate_boss,legend,250,0.01
basic_ultimate_protector,legend,250,0.01
boss_ultimate,legend,250,0.45
death_defy_down,legend,250,-0.1
death_ray_resistance,legend,250,0.4
enemy_attack_speed,legend,250,2
energy_shields_down,legend,250,0.4
enemy_speed,legend,250,1.2
fast_ultimate,legend,250,5
more_bosses,legend,250,6
more_enemies,legend,250,0.4
knockback_resistance,legend,250,0.56
orb_resistance,legend,250,0.12
plasma_cannon_resistance,legend,250,0.56
protector_ultimate,legend,250,120
ranged_ultimate_tower_disable_time,legend,250,0.5
tank_ultimate,legend,250,120
thorns_resistance,legend,250,0.56
ultimate_weapons_duration,legend,250,-4
enemy_level_skip,legend,250,-0.14
armored_enemies,copper,300,35
basic_ultimate_fast,copper,300,0.05
basic_ultimate_tank,copper,300,0.05
basic_ultimate_range,copper,300,0.03
basic_ultimate_boss,copper,300,0.01
basic_ultimate_protector,copper,300,0.01
boss_ultimate,copper,300,0.5
death_defy_down,copper,300,-0.12
death_ray_resistance,copper,300,0.35
enemy_attack_speed,copper,300,2.25
energy_shields_down,copper,300,0.45
enemy_speed,copper,300,1.3
fast_ultimate,copper,300,5
more_bosses,copper,300,6
more_enemies,copper,300,0.45
knockback_resistance,copper,300,0.54
orb_resistance,copper,300,0.1
plasma_cannon_resistance,copper,300,0.54
protector_ultimate,copper,300,135
ranged_ultimate_tower_disable_time,copper,300,0.5
tank_ultimate,copper,300,135
thorns_resistance,copper,300,0.54
ultimate_weapons_duration,copper,300,-5
enemy_level_skip,copper,300,-0.16
armored_enemies,silver,300,35
basic_ultimate_fast,silver,300,0.05
basic_ultimate_tank,silver,300,0.05
basic_ultimate_range,silver,300,0.03
basic_ultimate_boss,silver,300,0.01
basic_ultimate_protector,silver,300,0.01
boss_ultimate,silver,300,0.5
death_defy_down,silver,300,-0.12
death_ray_resistance,silver,300,0.35
enemy_attack_speed,silver,300,2.25
energy_shields_down,silver,300,0.45
enemy_speed,silver,300,1.3
fast_ultimate,silver,300,5
more_bosses,silver,300,6
more_enemies,silver,300,0.45
knockback_resistance,silver,300,0.54
orb_resistance,silver,300,0.1
plasma_cannon_resistance,silver,300,0.54
protector_ultimate,silver,300,135
ranged_ultimate_tower_disable_time,silver,300,0.5
tank_ultimate,silver,300,135
thorns_resistance,silver,300,0.54
ultimate_weapons_duration,silver,300,-5
enemy_level_skip,silver,300,-0.16
armored_enemies,gold,300,35
basic_ultimate_fast,gold,300,0.05
basic_ultimate_tank,gold,300,0.05
basic_ultimate_range,gold,300,0.03
basic_ultimate_boss,gold,300,0.01
basic_ultimate_protector,gold,300,0.01
boss_ultimate,gold,300,0.5
death_defy_down,gold,300,-0.12
death_ray_resistance,gold,300,0.35
enemy_attack_speed,gold,300,2.25
energy_shields_down,gold,300,0.45
enemy_speed,gold,300,1.3
fast_ultimate,gold,300,5
more_bosses,gold,300,6
more_enemies,gold,300,0.45
knockback_resistance,gold,300,0.54
orb_resistance,gold,300,0.1
plasma_cannon_resistance,gold,300,0.54
protector_ultimate,gold,300,135
ranged_ultimate_tower_disable_time,gold,300,0.5
tank_ultimate,gold,300,135
thorns_resistance,gold,300,0.54
ultimate_weapons_duration,gold,300,-5
enemy_level_skip,gold,300,-0.16
armored_enemies,platinum,300,35
basic_ultimate_fast,platinum,300,0.05
basic_ultimate_tank,platinum,300,0.05
basic_ultimate_range,platinum,300,0.03
basic_ultimate_boss,platinum,300,0.01
basic_ultimate_protector,platinum,300,0.01
boss_ultimate,platinum,300,0.5
death_defy_down,platinum,300,-0.12
death_ray_resistance,platinum,300,0.35
enemy_attack_speed,platinum,300,2.25
energy_shields_down,platinum,300,0.45
enemy_speed,platinum,300,1.3
fast_ultimate,platinum,300,5
more_bosses,platinum,300,6
more_enemies,platinum,300,0.45
knockback_resistance,platinum,300,0.54
orb_resistance,platinum,300,0.1
plasma_cannon_resistance,platinum,300,0.54
protector_ultimate,platinum,300,135
ranged_ultimate_tower_disable_time,platinum,300,0.5
tank_ultimate,platinum,300,135
thorns_resistance,platinum,300,0.54
ultimate_weapons_duration,platinum,300,-5
enemy_level_skip,platinum,300,-0.16
armored_enemies,champion,300,35
basic_ultimate_fast,champion,300,0.05
basic_ultimate_tank,champion,300,0.05
basic_ultimate_range,champion,300,0.03
basic_ultimate_boss,champion,300,0.01
basic_ultimate_protector,champion,300,0.01
boss_ultimate,champion,300,0.5
death_defy_down,champion,300,-0.12
death_ray_resistance,champion,300,0.35
enemy_attack_speed,champion,300,2.25
energy_shields_down,champion,300,0.45
enemy_speed,champion,300,1.3
fast_ultimate,champion,300,5
more_bosses,champion,300,6
more_enemies,champion,300,0.45
knockback_resistance,champion,300,0.54
orb_resistance,champion,300,0.1
plasma_cannon_resistance,champion,300,0.54
protector_ultimate,champion,300,135
ranged_ultimate_tower_disable_time,champion,300,0.5
tank_ultimate,champion,300,135
thorns_resistance,champion,300,0.54
ultimate_weapons_duration,champion,300,-5
enemy_level_skip,champion,300,-0.16
armored_enemies,legend,300,35
basic_ultimate_fast,legend,300,0.05
basic_ultimate_tank,legend,300,0.05
basic_ultimate_range,legend,300,0.03
basic_ultimate_boss,legend,300,0.01
basic_ultimate_protector,legend,300,0.01
boss_ultimate,legend,300,0.5
death_defy_down,legend,300,-0.12
death_ray_resistance,legend,300,0.35
enemy_attack_speed,legend,300,2.25
energy_shields_down,legend,300,0.45
enemy_speed,legend,300,1.3
fast_ultimate,legend,300,5
more_bosses,legend,300,6
more_enemies,legend,300,0.45
knockback_resistance,legend,300,0.54
orb_resistance,legend,300,0.1
plasma_cannon_resistance,legend,300,0.54
protector_ultimate,legend,300,135
ranged_ultimate_tower_disable_time,legend,300,0.5
tank_ultimate,legend,300,135
thorns_resistance,legend,300,0.54
ultimate_weapons_duration,legend,300,-5
enemy_level_skip,legend,300,-0.16
armored_enemies,copper,350,50
basic_ultimate_fast,copper,350,0.06
basic_ultimate_tank,copper,350,0.06
basic_ultimate_range,copper,350,0.03
basic_ultimate_boss,copper,350,0.01
basic_ultimate_protector,copper,350,0.01
boss_ultimate,copper,350,0.55
death_defy_down,copper,350,-0.14
death_ray_resistance,copper,350,0.3
enemy_attack_speed,copper,350,2.5
energy_shields_down,copper,350,0.5
enemy_speed,copper,350,1.4
fast_ultimate,copper,350,6
more_bosses,copper,350,6
more_enemies,copper,350,0.5
knockback_resistance,copper,350,0.5
orb_resistance,copper,350,0.09
plasma_cannon_resistance,copper,350,0.5
protector_ultimate,copper,350,150
ranged_ultimate_tower_disable_time,copper,350,0.6
tank_ultimate,copper,350,150
thorns_resistance,copper,350,0.5
ultimate_weapons_duration,copper,350,-5
enemy_level_skip,copper,350,-0.18
armored_enemies,silver,350,50
basic_ultimate_fast,silver,350,0.06
basic_ultimate_tank,silver,350,0.06
basic_ultimate_range,silver,350,0.03
basic_ultimate_boss,silver,350,0.01
basic_ultimate_protector,silver,350,0.01
boss_ultimate,silver,350,0.55
death_defy_down,silver,350,-0.14
death_ray_resistance,silver,350,0.3
enemy_attack_speed,silver,350,2.5
energy_shields_down,silver,350,0.5
enemy_speed,silver,350,1.4
fast_ultimate,silver,350,6
more_bosses,silver,350,6
more_enemies,silver,350,0.5
knockback_resistance,silver,350,0.5
orb_resistance,silver,350,0.09
plasma_cannon_resistance,silver,350,0.5
protector_ultimate,silver,350,150
ranged_ultimate_tower_disable_time,silver,350,0.6
tank_ultimate,silver,350,150
thorns_resistance,silver,350,0.5
ultimate_weapons_duration,silver,350,-5
enemy_level_skip,silver,350,-0.18
armored_enemies,gold,350,50
basic_ultimate_fast,gold,350,0.06
basic_ultimate_tank,gold,350,0.06
basic_ultimate_range,gold,350,0.03
basic_ultimate_boss,gold,350,0.01
basic_ultimate_protector,gold,350,0.01
boss_ultimate,gold,350,0.55
death_defy_down,gold,350,-0.14
death_ray_resistance,gold,350,0.3
enemy_attack_speed,gold,350,2.5
energy_shields_down,gold,350,0.5
enemy_speed,gold,350,1.4
fast_ultimate,gold,350,6
more_bosses,gold,350,6
more_enemies,gold,350,0.5
knockback_resistance,gold,350,0.5
orb_resistance,gold,350,0.09
plasma_cannon_resistance,gold,350,0.5
protector_ultimate,gold,350,150
ranged_ultimate_tower_disable_time,gold,350,0.6
tank_ultimate,gold,350,150
thorns_resistance,gold,350,0.5
ultimate_weapons_duration,gold,350,-5
enemy_level_skip,gold,350,-0.18
armored_enemies,platinum,350,50
basic_ultimate_fast,platinum,350,0.06
basic_ultimate_tank,platinum,350,0.06
basic_ultimate_range,platinum,350,0.03
basic_ultimate_boss,platinum,350,0.01
basic_ultimate_protector,platinum,350,0.01
boss_ultimate,platinum,350,0.55
death_defy_down,platinum,350,-0.14
death_ray_resistance,platinum,350,0.3
enemy_attack_speed,platinum,350,2.5
energy_shields_down,platinum,350,0.5
enemy_speed,platinum,350,1.4
fast_ultimate,platinum,350,6
more_bosses,platinum,350,6
more_enemies,platinum,350,0.5
knockback_resistance,platinum,350,0.5
orb_resistance,platinum,350,0.09
plasma_cannon_resistance,platinum,350,0.5
protector_ultimate,platinum,350,150
ranged_ultimate_tower_disable_time,platinum,350,0.6
tank_ultimate,platinum,350,150
thorns_resistance,platinum,350,0.5
ultimate_weapons_duration,platinum,350,-5
enemy_level_skip,platinum,350,-0.18
armored_enemies,champion,350,50
basic_ultimate_fast,champion,350,0.06
basic_ultimate_tank,champion,350,0.06
basic_ultimate_range,champion,350,0.03
basic_ultimate_boss,champion,350,0.01
basic_ultimate_protector,champion,350,0.01
boss_ultimate,champion,350,0.55
death_defy_down,champion,350,-0.14
death_ray_resistance,champion,350,0.3
enemy_attack_speed,champion,350,2.5
energy_shields_down,champion,350,0.5
enemy_speed,champion,350,1.4
fast_ultimate,champion,350,6
more_bosses,champion,350,6
more_enemies,champion,350,0.5
knockback_resistance,champion,350,0.5
orb_resistance,champion,350,0.09
plasma_cannon_resistance,champion,350,0.5
protector_ultimate,champion,350,150
ranged_ultimate_tower_disable_time,champion,350,0.6
tank_ultimate,champion,350,150
thorns_resistance,champion,350,0.5
ultimate_weapons_duration,champion,350,-5
enemy_level_skip,champion,350,-0.18
armored_enemies,legend,350,50
basic_ultimate_fast,legend,350,0.06
