uw_name,level_index,value,cost,provenance,track_name
Inner Land Mines,7,7.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Inner Land Mines,8,8.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Inner Land Mines,9,9.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Inner Land Mines,10,10.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Inner Land Mines,11,11.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Inner Land Mines,12,12.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Inner Land Mines,13,13.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Inner Land Mines,14,14.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Inner Land Mines,15,15.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Inner Land Mines,16,16.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Inner Land Mines,17,17.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Inner Land Mines,18,18.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Inner Land Mines,19,19.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Inner Land Mines,20,20.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Inner Land Mines,21,21.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Inner Land Mines,22,22.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Inner Land Mines,23,23.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Inner Land Mines,24,24.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Inner Land Mines,25,25.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Inner Land Mines,26,26.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Inner Land Mines,27,27.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Inner Land Mines,28,28.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Inner Land Mines,29,29.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Inner Land Mines,30,30.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Inner Land Mines,0,0.0,0,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Inner Land Mines,1,1.0,1,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Inner Land Mines,2,2.0,2,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Inner Land Mines,3,3.0,3,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Inner Land Mines,4,,4,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Inner Land Mines,5,,5,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Inner Land Mines,6,,6,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Inner Land Mines,7,,7,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Inner Land Mines,8,,8,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Inner Land Mines,9,,9,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Inner Land Mines,10,,10,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Inner Land Mines,11,,11,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Inner Land Mines,12,,12,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Inner Land Mines,13,,13,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Inner Land Mines,14,,14,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Inner Land Mines,15,,15,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Inner Land Mines,0,0.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Inner Land Mines,1,1.0,0,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Inner Land Mines,2,2.0,1,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Inner Land Mines,3,3.0,2,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Inner Land Mines,4,4.0,3,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Inner Land Mines,5,5.0,4,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Inner Land Mines,6,6.0,5,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Inner Land Mines,7,7.0,6,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Inner Land Mines,8,8.0,7,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Inner Land Mines,9,9.0,8,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Inner Land Mines,10,10.0,9,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Inner Land Mines,11,11.0,10,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Inner Land Mines,12,12.0,11,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Inner Land Mines,13,13.0,12,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Inner Land Mines,14,14.0,13,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Inner Land Mines,15,15.0,14,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Golden Tower,0,0.0,0,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Golden Tower,1,1.0,1,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Golden Tower,2,2.0,2,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Golden Tower,3,3.0,3,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Golden Tower,4,4.0,4,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Golden Tower,5,5.0,5,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Golden Tower,6,6.0,6,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Golden Tower,7,7.0,7,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Golden Tower,8,8.0,8,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Golden Tower,9,9.0,9,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Golden Tower,10,10.0,10,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Golden Tower,11,11.0,11,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Golden Tower,12,12.0,12,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Golden Tower,13,13.0,13,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Golden Tower,14,14.0,14,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Golden Tower,15,15.0,15,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Golden Tower,16,16.0,16,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Golden Tower,17,17.0,17,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Golden Tower,18,18.0,18,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Golden Tower,19,19.0,19,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Golden Tower,20,20.0,20,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Golden Tower,21,,21,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Golden Tower,22,,22,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Golden Tower,23,,23,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Golden Tower,24,,24,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Golden Tower,25,,25,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Golden Tower,26,,26,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Golden Tower,27,,27,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Golden Tower,28,,28,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Golden Tower,29,,29,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Golden Tower,30,,30,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Golden Tower,31,,31,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Golden Tower,32,,32,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Golden Tower,33,,33,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Golden Tower,34,,34,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Golden Tower,35,,35,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Golden Tower,36,,36,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Golden Tower,37,,37,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Golden Tower,38,,38,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Golden Tower,0,0.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Golden Tower,1,1.0,0,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Golden Tower,2,2.0,1,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Golden Tower,3,3.0,2,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Golden Tower,4,4.0,3,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Golden Tower,5,5.0,4,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Golden Tower,6,6.0,5,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Golden Tower,7,7.0,6,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Golden Tower,8,8.0,7,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Golden Tower,9,9.0,8,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Golden Tower,10,10.0,9,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Golden Tower,11,11.0,10,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Golden Tower,12,12.0,11,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Golden Tower,13,13.0,12,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Golden Tower,14,14.0,13,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Golden Tower,15,15.0,14,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Golden Tower,16,16.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Golden Tower,17,17.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Golden Tower,18,18.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Golden Tower,19,19.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Golden Tower,20,20.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Poison Swamp,0,0.0,0,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Poison Swamp,1,1.0,1,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Poison Swamp,2,2.0,2,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Poison Swamp,3,3.0,3,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Poison Swamp,4,4.0,4,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Poison Swamp,5,5.0,5,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Poison Swamp,6,6.0,6,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Poison Swamp,7,7.0,7,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Poison Swamp,8,8.0,8,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Poison Swamp,9,9.0,9,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Poison Swamp,10,10.0,10,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Poison Swamp,11,11.0,11,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Poison Swamp,12,12.0,12,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Poison Swamp,13,13.0,13,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Poison Swamp,14,14.0,14,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Poison Swamp,15,15.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Poison Swamp,16,16.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Poison Swamp,17,17.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Poison Swamp,18,18.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Poison Swamp,19,19.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Poison Swamp,20,20.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Poison Swamp,21,21.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Poison Swamp,22,22.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Poison Swamp,23,23.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Poison Swamp,24,24.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Poison Swamp,25,25.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Poison Swamp,26,26.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Poison Swamp,27,27.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Poison Swamp,28,28.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Poison Swamp,29,29.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Poison Swamp,30,30.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Damage
Poison Swamp,0,0.0,0,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Poison Swamp,1,1.0,1,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Poison Swamp,2,2.0,2,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Poison Swamp,3,3.0,3,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Poison Swamp,4,4.0,4,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Poison Swamp,5,5.0,5,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Poison Swamp,6,6.0,6,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Poison Swamp,7,7.0,7,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Poison Swamp,8,8.0,8,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Poison Swamp,9,9.0,9,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Poison Swamp,10,10.0,10,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Poison Swamp,11,11.0,11,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Poison Swamp,12,12.0,12,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Poison Swamp,13,13.0,13,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Poison Swamp,14,14.0,14,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Poison Swamp,15,,15,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Poison Swamp,0,0.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Poison Swamp,1,1.0,0,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Poison Swamp,2,2.0,1,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Poison Swamp,3,3.0,2,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Poison Swamp,4,4.0,3,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Poison Swamp,5,5.0,4,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Poison Swamp,6,6.0,5,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Poison Swamp,7,7.0,6,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Poison Swamp,8,8.0,7,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Poison Swamp,9,9.0,8,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Poison Swamp,10,10.0,9,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Poison Swamp,11,11.0,10,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Poison Swamp,12,12.0,11,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Poison Swamp,13,13.0,12,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Poison Swamp,14,14.0,13,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Poison Swamp,15,15.0,14,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Black Hole,0,0.0,0,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Size
Black Hole,1,1.0,1,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Size
Black Hole,2,2.0,2,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Size
Black Hole,3,3.0,3,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Size
Black Hole,4,4.0,4,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Size
Black Hole,5,5.0,5,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Size
Black Hole,6,6.0,6,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Size
Black Hole,7,7.0,7,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Size
Black Hole,8,8.0,8,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Size
Black Hole,9,9.0,9,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Size
Black Hole,10,10.0,10,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Size
Black Hole,11,11.0,11,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Size
Black Hole,12,12.0,12,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Size
Black Hole,13,13.0,13,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Size
Black Hole,14,14.0,14,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Size
Black Hole,15,15.0,15,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Size
Black Hole,16,16.0,16,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Size
Black Hole,17,17.0,17,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Size
Black Hole,18,18.0,18,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Size
Black Hole,19,19.0,19,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Size
Black Hole,20,20.0,20,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Size
Black Hole,21,,21,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Size
Black Hole,22,,22,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Size
Black Hole,23,,23,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Size
Black Hole,0,0.0,0,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Black Hole,1,1.0,1,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Black Hole,2,2.0,2,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Black Hole,3,3.0,3,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Black Hole,4,4.0,4,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Black Hole,5,5.0,5,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Black Hole,6,6.0,6,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Black Hole,7,7.0,7,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Black Hole,8,8.0,8,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Black Hole,9,9.0,9,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Black Hole,10,10.0,10,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Black Hole,11,11.0,11,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Black Hole,12,12.0,12,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Black Hole,13,13.0,13,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Black Hole,14,14.0,14,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Black Hole,15,15.0,15,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Black Hole,16,16.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Black Hole,17,17.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Black Hole,18,18.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Black Hole,19,19.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Black Hole,20,20.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Black Hole,21,21.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Black Hole,22,22.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Black Hole,23,23.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Duration
Black Hole,0,0.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Black Hole,1,1.0,0,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Black Hole,2,2.0,1,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Black Hole,3,3.0,2,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Black Hole,4,4.0,3,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Black Hole,5,5.0,4,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Black Hole,6,6.0,5,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Black Hole,7,7.0,6,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Black Hole,8,8.0,7,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Black Hole,9,9.0,8,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Black Hole,10,10.0,9,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Black Hole,11,11.0,10,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Black Hole,12,12.0,11,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Black Hole,13,13.0,12,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Black Hole,14,14.0,13,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Black Hole,15,15.0,14,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Cooldown
Spotlight,0,0.0,0,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,1,1.0,1,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,2,2.0,2,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,3,3.0,3,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,4,4.0,4,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,5,5.0,5,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,6,6.0,6,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,7,7.0,7,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,8,8.0,8,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,9,9.0,9,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,10,10.0,10,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,11,11.0,11,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,12,12.0,12,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,13,13.0,13,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,14,14.0,14,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,15,15.0,15,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,16,16.0,16,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,17,17.0,17,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,18,18.0,18,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,19,19.0,19,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,20,20.0,20,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,21,21.0,21,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,22,22.0,22,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,23,23.0,23,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,24,24.0,24,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,25,25.0,25,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,26,,26,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,27,,27,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,28,,28,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,29,,29,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,30,,30,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,31,,31,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,32,,32,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,33,,33,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,34,,34,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,35,,35,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,36,,36,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,37,,37,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,38,,38,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
