Level,Damage,Level,Health,Level,HPregen,Level,DefAbs,Level,Damage / Meter,Level,Lifesteal
646.0,33945.132,646.0,3481339.13329911,646.0,67489.4712501526,646.0,157192.963192477,,,,
647.0,34047.493,647.0,3496030.53789103,647.0,68242.2862491608,647.0,157897.680834436,,,,
648.0,34150.008,648.0,3510761.59748185,648.0,69002.9095000763,648.0,158604.343152289,,,,
649.0,34252.677,649.0,3525531.53957158,649.0,69771.3907490845,649.0,159312.929370038,,,,
650.0,34355.5,650.0,3540340.62166023,650.0,70547.771,650.0,160023.470651682,,,,
651.0,34458.477,651.0,3555189.35874778,651.0,71332.0882490082,651.0,160735.948871221,,,,
652.0,34561.608,652.0,3570076.97833425,652.0,72124.3897499237,652.0,161450.371766656,,,,
653.0,34664.893,653.0,3585004.51041961,653.0,72924.7202489319,653.0,162166.739337985,,,,
654.0,34768.332,654.0,3599970.92500389,654.0,73733.1152498474,654.0,162885.056885209,,,,
655.0,34871.925,655.0,3614976.99458706,655.0,74549.6217488556,655.0,163605.319108328,,,,
656.0,34975.672,656.0,3630022.97666913,656.0,75374.2787497711,656.0,164327.541695342,,,,
657.0,35079.573,657.0,3645108.09875011,657.0,76207.1322487793,657.0,165051.70895825,,,,
658.0,35183.628,658.0,3660232.61833,658.0,77048.2212496948,658.0,165777.828847053,,,,
659.0,35287.837,659.0,3675397.05040878,659.0,77897.590748703,659.0,166505.91418775,,,,
660.0,35392.2,660.0,3690601.13748646,660.0,78755.2842496185,660.0,167235.946854341,,,,
661.0,35496.717,661.0,3705844.87956303,661.0,79621.3369986267,661.0,167967.939884827,,,,
662.0,35601.388,662.0,3721128.27663851,662.0,80495.7949995422,662.0,168701.895929207,,,,
663.0,35706.213,663.0,3736451.58621287,663.0,81378.7009985504,663.0,169437.807037482,,,,
664.0,35811.192,664.0,3751815.06578612,664.0,82270.0994994659,664.0,170175.691547649,,,,
665.0,35916.325,665.0,3767218.45785826,665.0,83170.0262484741,665.0,170915.536421711,,,,
666.0,36021.612,666.0,3782660.98992932,666.0,84078.5279993897,666.0,171657.339009668,,,,
667.0,36127.053,667.0,3798144.46449924,667.0,84995.6487503052,667.0,172401.128037517,,,,
668.0,36232.648,668.0,3813667.33656806,668.0,85921.4199993134,668.0,173146.867041261,,,,
669.0,36338.397,669.0,3829230.63613576,669.0,86855.8890002289,669.0,173894.587184898,,,,
670.0,36444.3,670.0,3844833.84820235,670.0,87799.1032492371,670.0,174644.291118427,,,,
671.0,36550.357,671.0,3860477.23026782,671.0,88751.1025001526,671.0,175395.955415851,,,,
672.0,36656.568,672.0,3876160.78233218,672.0,89711.9247491608,672.0,176149.595765169,,,,
673.0,36762.933,673.0,3891884.50439543,673.0,90681.6097500763,673.0,176905.217254379,,,,
674.0,36869.452,674.0,3907648.65395755,674.0,91660.2009990845,674.0,177662.814795483,,,,
675.0,36976.125,675.0,3923452.97351855,675.0,92647.7425,675.0,178422.396126479,,,,
676.0,37082.952,676.0,3939297.72057843,676.0,93644.2779990082,676.0,179183.961247369,,,,
677.0,37189.933,677.0,3955183.15263718,677.0,94649.8387499237,677.0,179947.512808151,,,,
678.0,37297.068,678.0,3971109.01219481,678.0,95664.4807489319,678.0,180713.048158826,,,,
679.0,37404.357,679.0,3987075.04175133,679.0,96688.2342498474,679.0,181480.569949394,,,,
680.0,37511.8,680.0,4003081.75630671,680.0,97721.1439988556,680.0,182250.078179855,,,,
681.0,37619.397,681.0,4019129.15586096,681.0,98763.2467497711,681.0,183021.570200209,,,,
682.0,37727.148,682.0,4035216.98291409,682.0,99814.5954987793,682.0,183795.061698454,,,,
683.0,37835.053,683.0,4051345.49496609,683.0,100875.218249695,683.0,184570.539636593,,,,
684.0,37943.112,684.0,4067514.69201696,684.0,101945.169748703,684.0,185348.024790623,,,,
685.0,38051.325,685.0,4083725.08906668,685.0,103024.479999619,685.0,186127.496384546,,,,
686.0,38159.692,686.0,4099975.91361529,686.0,104113.200498627,686.0,186908.970106361,,,,
687.0,38268.213,687.0,4116267.68066275,687.0,105211.359749542,687.0,187692.448394067,,,,
688.0,38376.888,688.0,4132600.39020908,688.0,106319.00774855,688.0,188477.915771667,,,,
689.0,38485.717,689.0,4148973.78475428,689.0,107436.178249466,689.0,189265.393015157,,,,
690.0,38594.7,690.0,4165388.12179834,690.0,108562.923748474,690.0,190054.86973654,,,,
691.0,38703.837,691.0,4181843.91634125,691.0,109699.27299939,691.0,190846.356323814,,,,
692.0,38813.128,692.0,4198340.39588302,692.0,110845.282250305,692.0,191639.842388981,,,,
693.0,38922.573,693.0,4214878.07542366,693.0,112000.972999313,693.0,192435.348708038,,,,
694.0,39032.172,694.0,4231456.95496315,694.0,113166.399750229,694.0,193232.857154987,,,,
695.0,39141.925,695.0,4248076.7770015,695.0,114341.604999237,695.0,194032.378117828,,,,
696.0,39251.832,696.0,4264738.0565387,696.0,115526.615500153,696.0,194833.91668456,,,,
697.0,39361.893,697.0,4281440.79357475,697.0,116721.489499161,697.0,195637.470417183,,,,
698.0,39472.108,698.0,4298184.47310966,698.0,117926.251250076,698.0,196443.034015697,,,,
699.0,39582.477,699.0,4314969.86764342,699.0,119140.957499084,699.0,197250.623168102,,,,
700.0,39693.0,700.0,4331796.71967602,700.0,120365.63875,700.0,198060.222186399,,,,
701.0,39803.677,701.0,4348664.51420748,701.0,121600.336249008,701.0,198871.854496585,,,,
702.0,39914.508,702.0,4365574.02373779,702.0,122845.095999924,702.0,199685.501972663,,,,
703.0,40025.493,703.0,4382525.24826694,703.0,124099.951998932,703.0,200501.172352632,,,,
704.0,40136.632,704.0,4399517.67279494,704.0,125364.950249847,704.0,201318.865636492,,,,
705.0,40247.925,705.0,4416551.81232178,705.0,126640.128248856,705.0,202138.594862242,,,,
706.0,40359.372,706.0,4433627.66684747,706.0,127925.526249771,706.0,202960.349641882,,,,
707.0,40470.973,707.0,4450745.23637199,707.0,129221.187748779,707.0,203784.127325413,,,,
708.0,40582.728,708.0,4467904.52089536,708.0,130527.153999695,708.0,204609.943600834,,,,
709.0,40694.637,709.0,4485105.52041757,709.0,131843.463748703,709.0,205437.793168146,,,,
710.0,40806.7,710.0,4502348.74993861,710.0,133170.149749619,710.0,206267.678677347,,,,
711.0,40918.917,711.0,4519633.1794585,711.0,134507.266498627,711.0,207099.592390439,,,,
712.0,41031.288,712.0,4536960.3539772,712.0,135854.846999542,712.0,207933.552433421,,,,
713.0,41143.813,713.0,4554328.72849476,713.0,137212.92324855,713.0,208769.548418292,,,,
714.0,41256.492,714.0,4571739.33301115,714.0,138581.554249466,714.0,209607.582995054,,,,
715.0,41369.325,715.0,4589192.16752636,715.0,139960.766498474,715.0,210447.666551705,,,,
716.0,41482.312,716.0,4606686.71704042,716.0,141350.60699939,716.0,211289.786050246,,,,
717.0,41595.453,717.0,4624224.01155329,717.0,142751.113500305,717.0,212133.954528677,,,,
718.0,41708.748,718.0,4641803.021065,718.0,144162.325749313,718.0,212980.174636996,,,,
719.0,41822.197,719.0,4659424.26057553,719.0,145584.274000229,719.0,213828.441075205,,,,
720.0,41935.8,720.0,4677087.7300849,720.0,147017.016999237,720.0,214678.748755305,,,,
721.0,42049.557,721.0,4694793.42959309,721.0,148460.586000153,721.0,215531.113153293,,,,
722.0,42163.468,722.0,4712541.87410009,722.0,149915.023249161,722.0,216385.536919169,,,,
723.0,42277.533,723.0,4730332.03360593,723.0,151380.366500076,723.0,217242.004576936,,,,
724.0,42391.752,724.0,4748165.45311058,724.0,152856.657999084,724.0,218100.531602591,,,,
725.0,42506.125,725.0,4766040.58761406,725.0,154343.93525,725.0,218961.117996136,,,,
726.0,42620.652,726.0,4783958.46711636,726.0,155842.230999008,726.0,219823.758669569,,,,
727.0,42735.333,727.0,4801919.09161747,727.0,157351.607499924,727.0,220688.46909889,,,,
728.0,42850.168,728.0,4819921.9461174,728.0,158872.079748932,728.0,221555.233808101,,,,
729.0,42965.157,729.0,4837967.54561615,729.0,160403.700249847,729.0,222424.0682732,,,,
730.0,43080.3,730.0,4856056.4051137,730.0,161946.519248856,730.0,223294.967406188,,,,
731.0,43195.597,731.0,4874186.97961009,731.0,163500.556499771,731.0,224167.925907064,,,,
732.0,43311.048,732.0,4892361.32910526,732.0,165065.854498779,732.0,225042.949075829,,,,
733.0,43426.653,733.0,4910577.90859926,733.0,166642.462999695,733.0,225920.036912482,,,,
734.0,43542.412,734.0,4928837.23309207,734.0,168230.419998703,734.0,226799.210193023,,,,
735.0,43658.325,735.0,4947139.81758368,735.0,169829.755249619,735.0,227680.468917451,,,,
736.0,43774.392,736.0,4965485.1470741,736.0,171440.521248627,736.0,228563.76623377,,,,
737.0,43890.613,737.0,4983873.22156334,737.0,173062.757999542,737.0,229449.175069974,,,,
738.0,44006.988,738.0,5002304.55605137,738.0,174696.49524855,738.0,230336.622498068,,,,
739.0,44123.517,739.0,5020779.15053821,739.0,176341.773249466,739.0,231226.181446048,,,,
740.0,44240.2,740.0,5039296.49002385,740.0,177998.631998474,740.0,232117.799761917,,,,
741.0,44357.037,741.0,5057857.0895083,741.0,179667.12374939,741.0,233011.508821673,,,,
742.0,44474.028,742.0,5076460.43399155,742.0,181347.273998398,742.0,233907.303325317,,,,
743.0,44591.173,743.0,5095107.55347359,743.0,183039.129499313,743.0,234805.183272848,,,,
744.0,44708.472,744.0,5113797.41795444,744.0,184742.725750229,744.0,235705.133188267,,,,
745.0,44825.925,745.0,5132531.57243407,745.0,186458.102749237,745.0,236607.184023573,,,,
746.0,44943.532,746.0,5151308.4719125,746.0,188185.305250153,746.0,237511.310126767,,,,
747.0,45061.293,747.0,5170128.63138974,747.0,189924.365999161,747.0,238417.537149848,,,,
748.0,45179.208,748.0,5188992.05086577,748.0,191675.334500076,748.0,239325.860216815,,,,
749.0,45297.277,749.0,5207899.24534059,749.0,193438.233749084,749.0,240236.26872767,,,,
750.0,45415.5,750.0,5226850.21481419,750.0,195213.11625,750.0,241148.783458411,,,,
751.0,45533.877,751.0,5245844.44428658,751.0,197000.013999008,751.0,242063.36815704,,,,
752.0,45652.408,752.0,5264882.44875777,752.0,198798.972499924,752.0,242980.085151554,,,,
753.0,45771.093,753.0,5283963.71322775,753.0,200610.026498932,753.0,243898.866813957,,,,
754.0,45889.932,754.0,5303088.75269651,754.0,202433.215999847,754.0,244819.765296245,,,,
755.0,46008.925,755.0,5322257.56716406,755.0,204268.578498856,755.0,245742.76999842,,,,
756.0,46128.072,756.0,5341470.1566304,756.0,206116.156499771,756.0,246667.865444482,,,,
757.0,46247.373,757.0,5360727.0360955,757.0,207976.002248779,757.0,247595.07241043,,,,
758.0,46366.828,758.0,5380027.1755594,758.0,209848.131249695,758.0,248524.390896264,,,,
759.0,46486.437,759.0,5399371.09002209,759.0,211732.595498703,759.0,249455.820901984,,,,
760.0,46606.2,760.0,5418759.29448354,760.0,213629.425499619,760.0,250389.341651591,,,,
761.0,46726.117,761.0,5438191.27394378,761.0,215538.680748627,761.0,251324.994697083,,,,
762.0,46846.188,762.0,5457667.54340279,762.0,217460.373999542,762.0,252262.743786462,,,,
763.0,46966.413,763.0,5477188.10286057,763.0,219394.56249855,763.0,253202.604395726,,,,
764.0,47086.792,764.0,5496752.43731713,764.0,221341.278999466,764.0,254144.597300876,,,,
765.0,47207.325,765.0,5516360.03177249,765.0,223300.560998474,765.0,255088.701725912,,,,
766.0,47328.012,766.0,5536013.46122658,766.0,225272.45074939,766.0,256034.922970833,,,,
767.0,47448.853,767.0,5555710.15067947,767.0,227256.978248398,767.0,256983.255735641,,,,
768.0,47569.848,768.0,5575450.61513114,768.0,229254.203749313,768.0,257933.700020334,,,,
769.0,47690.997,769.0,5595236.39958155,769.0,231264.134750229,769.0,258886.287200912,,,,
770.0,47812.3,770.0,5615065.95903075,770.0,233286.858249237,770.0,259841.006677375,,,,
771.0,47933.757,771.0,5634940.3234787,771.0,235322.347250153,771.0,260797.816897725,,,,
772.0,48055.368,772.0,5654858.97792542,772.0,237370.701749161,772.0,261756.785489958,,,,
773.0,48177.133,773.0,5674822.4373709,773.0,239431.928750076,773.0,262717.870902077,,,,
774.0,48299.052,774.0,5694829.15681517,774.0,241506.066249084,774.0,263681.088610081,,,,
775.0,48421.125,775.0,5714881.71125817,775.0,243593.17125,775.0,264646.428437971,,,,
776.0,48543.352,776.0,5734978.04069996,776.0,245693.264249008,776.0,265613.900561745,,,,
777.0,48665.733,777.0,5755119.69014049,777.0,247806.387499924,777.0,266583.510281404,,,,
778.0,48788.268,778.0,5775305.62957978,778.0,249932.600998932,778.0,267555.257596948,,,,
779.0,48910.957,779.0,5795536.37401783,779.0,252071.904749847,779.0,268529.142508376,,,,
780.0,49033.8,780.0,5815811.92345464,780.0,254224.380998856,780.0,269505.170315688,,,,
781.0,49156.797,781.0,5836132.27789021,781.0,256390.045249771,781.0,270483.325118886,,,,
782.0,49279.948,782.0,5856497.43732452,782.0,258568.921998779,782.0,271463.648893967,,,,
783.0,49403.253,783.0,5876907.4017576,783.0,260761.068999695,783.0,272446.084188933,,,,
784.0,49526.712,784.0,5897362.68618941,784.0,262966.526248703,784.0,273430.688455783,,,,
785.0,49650.325,785.0,5917862.77561998,785.0,265185.335999619,785.0,274417.425018517,,,,
786.0,49774.092,786.0,5938407.67004931,786.0,267417.518498627,786.0,275406.299177136,,,,
787.0,49898.013,787.0,5958997.36947739,787.0,269663.111249542,787.0,276397.337007638,,,,
788.0,50022.088,788.0,5979632.38890421,788.0,271922.17649855,788.0,277390.512434025,,,,
789.0,50146.317,789.0,6000312.72832978,789.0,274194.734499466,789.0,278385.851532295,,,,
790.0,50270.7,790.0,6021038.38775408,790.0,276480.844998474,790.0,279383.32822645,,,,
791.0,50395.237,791.0,6041809.36717713,791.0,278780.51049939,791.0,280382.968592488,,,,
792.0,50519.928,792.0,6062624.63659894,792.0,281093.803998398,792.0,281384.767330409,,,,
793.0,50644.773,793.0,6083485.74101949,793.0,283420.736999313,793.0,282388.729740214,,,,
794.0,50769.772,794.0,6104392.68043876,794.0,285761.380500229,794.0,283394.835045902,,,,
795.0,50894.925,795.0,6125344.42485678,795.0,288115.736499237,795.0,284403.098723475,,,,
796.0,51020.232,796.0,6146342.00427353,796.0,290483.867500153,796.0,285413.52607293,,,,
797.0,51145.693,797.0,6167384.90368903,797.0,292865.793499161,797.0,286426.122394269,,,,
798.0,51271.308,798.0,6188473.12310326,798.0,295261.592000076,798.0,287440.89256349,,,,
799.0,51397.077,799.0,6209607.17751622,799.0,297671.247999084,799.0,288457.816228595,,,,
800.0,51523.0,800.0,6230786.55192792,800.0,300094.819,800.0,289476.892965583,,,,
801.0,51649.077,801.0,6252011.76133835,801.0,302532.362500916,801.0,290498.159450454,,,,
802.0,51775.308,802.0,6273282.29074752,802.0,304983.903498016,802.0,291521.589607208,,,,
803.0,51901.693,803.0,6294599.17015541,803.0,307449.476998932,803.0,292547.183435844,,,,
804.0,52028.232,804.0,6315961.36956203,804.0,309929.127999847,804.0,293574.961712363,,,,
805.0,52154.925,805.0,6337369.40396738,805.0,312422.901000763,805.0,294604.908960765,,,,
806.0,52281.772,806.0,6358823.27337146,806.0,314930.821997864,806.0,295637.040657049,,,,
807.0,52408.773,807.0,6380323.49277425,807.0,317452.924998779,807.0,296671.330725216,,,,
808.0,52535.928,808.0,6401869.03217578,808.0,319989.255999695,808.0,297707.815841265,,,,
809.0,52663.237,809.0,6423460.40657604,809.0,322539.85150061,809.0,298746.480105197,,,,
810.0,52790.7,810.0,6445098.13097501,810.0,325104.741997711,810.0,299787.313341011,,,,
811.0,52918.317,811.0,6466781.69037271,811.0,327683.991998627,811.0,300830.336324707,,,,
812.0,53046.088,812.0,6488511.59976912,812.0,330277.594999542,812.0,301875.543756285,,,,
813.0,53174.013,813.0,6510287.34416425,813.0,332885.640000458,813.0,302922.940935745,,,,
814.0,53302.092,814.0,6532109.4385581,814.0,335508.119997559,814.0,303972.517263087,,,,
815.0,53430.325,815.0,6553977.88295066,815.0,338145.121998474,815.0,305024.288638311,,,,
816.0,53558.712,816.0,6575892.16234195,816.0,340796.62149939,816.0,306078.249761416,,,,
817.0,53687.253,817.0,6597852.79173195,817.0,343462.716000305,817.0,307134.374556405,,,,
818.0,53815.948,818.0,6619859.77112067,818.0,346143.412497406,818.0,308192.730651273,,,,
819.0,53944.797,819.0,6641913.10050809,819.0,348838.746498322,819.0,309253.255718024,,,,
820.0,54073.8,820.0,6664013.8098942,820.0,351548.777999237,820.0,310315.991308656,,,,
821.0,54202.957,821.0,6686160.35427904,821.0,354273.534000153,821.0,311380.91664717,,,,
822.0,54332.268,822.0,6708352.73366261,822.0,357013.027001068,822.0,312448.047209564,,,,
823.0,54461.733,823.0,6730591.97804487,823.0,359767.342498169,823.0,313517.372819841,,,,
824.0,54591.352,824.0,6752878.08742583,824.0,362536.472999084,824.0,314588.882877999,,,,
825.0,54721.125,825.0,6775210.5468055,825.0,365320.4855,825.0,315662.608760037,,,,
826.0,54851.052,826.0,6797589.87118387,826.0,368119.402500916,826.0,316738.545165957,,,,
827.0,54981.133,827.0,6820015.54556096,827.0,370933.276998016,827.0,317816.692095757,,,,
828.0,55111.368,828.0,6842488.59993672,828.0,373762.153498932,828.0,318897.028773438,,,,
829.0,55241.757,829.0,6865008.0043112,829.0,376606.029999847,829.0,319979.575975001,,,,
830.0,55372.3,830.0,6887574.27368438,830.0,379464.968500763,830.0,321064.339000444,,,,
831.0,55502.997,831.0,6910186.89305627,831.0,382339.011497864,831.0,322151.317849767,,,,
832.0,55633.848,832.0,6932846.89242685,832.0,385228.191998779,832.0,323240.481146972,,,,
833.0,55764.853,833.0,6955553.75679612,833.0,388132.556999695,833.0,324331.901820055,,,,
834.0,55896.012,834.0,6978308.00116408,834.0,391052.12400061,834.0,325425.491465022,,,,
835.0,56027.325,835.0,7001109.11053073,835.0,393986.955497711,835.0,326521.338485866,,,,
836.0,56158.792,836.0,7023957.08489609,836.0,396937.064498627,836.0,327619.359778593,,,,
837.0,56290.413,837.0,7046851.92426014,837.0,399902.500499542,837.0,328719.633147199,,,,
838.0,56422.188,838.0,7069794.14362288,838.0,402883.318500458,838.0,329822.122339685,,,,
839.0,56554.117,839.0,7092783.22798431,839.0,405879.520997559,839.0,330926.822056051,,,,
840.0,56686.2,840.0,7115820.20734441,840.0,408891.167998474,840.0,332033.758372297,,,,
841.0,56818.437,841.0,7138904.5667032,841.0,411918.27499939,841.0,333142.910512423,,,,
842.0,56950.828,842.0,7162035.79106069,842.0,414960.931000305,842.0,334254.299252429,,,,
843.0,57083.373,843.0,7185213.88041687,843.0,418019.111497406,843.0,335367.898516315,,,,
844.0,57216.072,844.0,7208439.86477172,844.0,421092.891998322,844.0,336483.73968008,,,,
845.0,57348.925,845.0,7231713.22912526,845.0,424182.276999237,845.0,337601.791367726,,,,
846.0,57481.932,846.0,7255034.48847747,846.0,427287.351000153,846.0,338722.10043125,,,,
847.0,57615.093,847.0,7278402.09782839,847.0,430408.107501068,847.0,339844.630618654,,,,
848.0,57748.408,848.0,7301818.63217795,848.0,433544.625998169,848.0,340969.392105938,,,,
849.0,57881.877,849.0,7325281.51652622,849.0,436696.915999084,849.0,342096.3954931,,,,
850.0,58015.5,850.0,7348792.81087315,850.0,439865.0085,850.0,343225.635480142,,,,
851.0,58149.277,851.0,7372352.00021875,851.0,443048.947500916,851.0,344357.112067063,,,,
852.0,58283.208,852.0,7395958.56956303,852.0,446248.813498016,852.0,345490.825253864,,,,
853.0,58417.293,853.0,7419612.518906,853.0,449464.566498932,853.0,346626.795816542,,,,
854.0,58551.532,854.0,7443314.36324763,854.0,452696.326499847,854.0,347764.987503101,,,,
855.0,58685.925,855.0,7467064.10258794,855.0,455944.048500763,855.0,348905.436565537,,,,
856.0,58820.472,856.0,7490862.2519269,856.0,459207.819997864,856.0,350048.127527853,,,,
857.0,58955.173,857.0,7514708.29626453,857.0,462487.680498779,857.0,351193.055090048,,,,
858.0,59090.028,858.0,7538601.20560086,858.0,465783.627999695,858.0,352340.240028121,,,,
859.0,59225.037,859.0,7562543.03993583,859.0,469095.74250061,859.0,353489.666866074,,,,
860.0,59360.2,860.0,7586532.76926947,860.0,472424.025997711,860.0,354641.377155902,,,,
861.0,59495.517,861.0,7610569.87860179,861.0,475768.554498627,861.0,355795.303269612,,,,
862.0,59630.988,862.0,7634656.42793274,862.0,479129.376499542,862.0,356951.492059199,,,,
863.0,59766.613,863.0,7658789.84226239,863.0,482506.441000458,863.0,358109.938224664,,,,
864.0,59902.392,864.0,7682972.18159068,864.0,485899.879497559,864.0,359270.647066007,,,,
865.0,60038.325,865.0,7707202.93091762,865.0,489309.682498474,865.0,360433.597807229,,,,
866.0,60174.412,866.0,7731481.57524323,866.0,492735.85699939,866.0,361598.811224329,,,,
867.0,60310.653,867.0,7755808.11456752,867.0,496178.521000305,867.0,362766.308093306,,,,
868.0,60447.048,868.0,7780183.57889044,868.0,499637.669497406,868.0,363936.026086163,,,,
869.0,60583.597,869.0,7804607.45321202,869.0,503113.351998322,869.0,365108.043006895,,,,
870.0,60720.3,870.0,7829079.22253227,870.0,506605.568499237,870.0,366282.307127507,,,,
871.0,60857.157,871.0,7853599.91685116,871.0,510114.389500153,871.0,367458.849399995,,,,
872.0,60994.168,872.0,7878169.02116871,872.0,513639.864501068,872.0,368637.638872362,,,,
873.0,61131.333,873.0,7902787.0504849,873.0,517181.981998169,873.0,369818.706496606,,,,
874.0,61268.652,874.0,7927452.97479975,874.0,520740.837999085,874.0,371002.062872727,,,,
875.0,61406.125,875.0,7952168.85411322,875.0,524316.421,875.0,372187.661148726,,,,
876.0,61543.752,876.0,7976932.11342537,876.0,527908.782500915,876.0,373375.542876603,,,,
877.0,61681.533,877.0,8001744.81273615,877.0,531517.986498016,877.0,374565.713356356,,,,
878.0,61819.468,878.0,8026605.4070456,878.0,535144.004498932,878.0,375758.141211986,,,,
879.0,61957.557,879.0,8051515.44135368,879.0,538786.916499847,879.0,376952.857819494,,,,
880.0,62095.8,880.0,8076473.88566041,880.0,542446.802500763,880.0,378149.842402879,,,,
881.0,62234.197,881.0,8101481.25496578,881.0,546123.655497864,881.0,379349.11573814,,,,
882.0,62372.748,882.0,8126538.57926977,882.0,549817.486998779,882.0,380550.667225278,,,,
883.0,62511.453,883.0,8151643.28357244,883.0,553528.363499695,883.0,381754.486688294,,,,
884.0,62650.312,884.0,8176797.94287372,884.0,557256.29600061,884.0,382960.615679185,,,,
885.0,62789.325,885.0,8202001.52717364,885.0,561001.404997711,885.0,384169.002045955,,,,
886.0,62928.492,886.0,8227254.0364722,886.0,564763.643498627,886.0,385379.677164601,,,,
887.0,63067.813,887.0,8252555.98576939,887.0,568543.055999542,887.0,386592.672411121,,,,
888.0,63207.288,888.0,8277906.86006522,888.0,572339.682500458,888.0,387807.92503352,,,,
889.0,63346.917,889.0,8303306.65935969,889.0,576153.600497559,889.0,389025.476583795,,,,
890.0,63486.7,890.0,8328755.89865279,890.0,579984.777498474,890.0,390245.327485945,,,,
891.0,63626.637,891.0,8354254.57794452,891.0,583833.32149939,891.0,391467.467139972,,,,
892.0,63766.728,892.0,8379802.69723487,892.0,587699.206500305,892.0,392691.884945876,,,,
893.0,63906.973,893.0,8405399.22652388,893.0,591582.542997406,893.0,393918.622879655,,,,
894.0,64047.372,894.0,8431046.74081147,894.0,595483.333998322,894.0,395147.638965311,,,,
895.0,64187.925,895.0,8456742.15009773,895.0,599401.583499237,895.0,396378.954402843,,,,
896.0,64328.632,896.0,8482487.5143826,896.0,603337.364500153,896.0,397612.600144248,,,,
897.0,64469.493,897.0,8508283.34866607,897.0,607290.682001068,897.0,398848.503261532,,,,
898.0,64610.508,898.0,8534127.5929482,898.0,611261.615998169,898.0,400086.74728269,,,,
899.0,64751.677,899.0,8560021.79222894,899.0,615250.166499084,899.0,401327.269455725,,,,
900.0,64893.0,900.0,8585965.4315083,900.0,619256.3735,900.0,402570.090980635,,,,
901.0,65034.477,901.0,8611959.54078627,901.0,623280.272000916,901.0,403815.24280942,,,,
902.0,65176.108,902.0,8638002.57506287,902.0,627321.951998016,902.0,405062.683390081,,,,
903.0,65317.893,903.0,8664095.0493381,903.0,631381.407998932,903.0,406312.454274617,,,,
904.0,65459.832,904.0,8690238.50861192,904.0,635458.680499847,904.0,407564.513911028,,,,
905.0,65601.925,905.0,8716430.37788439,905.0,639553.769500763,905.0,408818.893675315,,,,
906.0,65744.172,906.0,8742673.74715543,906.0,643666.754997864,906.0,410075.582967477,,,,
907.0,65886.573,907.0,8768965.52642512,907.0,647797.676998779,907.0,411334.602563513,,,,
908.0,66029.128,908.0,8795307.77569342,908.0,651946.534999695,908.0,412595.931687425,,,,
909.0,66171.837,909.0,8821700.49496031,909.0,656113.41900061,909.0,413859.570339211,,,,
910.0,66314.7,910.0,8848142.65422583,910.0,660298.354997711,910.0,415125.529118873,,,,
911.0,66457.717,911.0,8874635.28348994,911.0,664501.311998627,911.0,416393.79742641,,,,
912.0,66600.888,912.0,8901177.35275269,912.0,668722.405499542,912.0,417664.396037821,,,,
913.0,66744.213,913.0,8927770.922014,913.0,672961.640000458,913.0,418937.314777107,,,,
914.0,66887.692,914.0,8954412.90127397,914.0,677219.006497559,914.0,420212.563820267,,,,
915.0,67031.325,915.0,8981106.3805325,915.0,681494.633998474,915.0,421490.122391302,,,,
916.0,67175.112,916.0,9007850.32978964,916.0,685788.52749939,916.0,422770.04264221,,,,
917.0,67319.053,917.0,9034643.7190454,917.0,690100.677000305,917.0,424052.251644995,,,,
918.0,67463.148,918.0,9061487.57829976,918.0,694431.163497406,918.0,425336.822327651,,,,
919.0,67607.397,919.0,9088381.90755272,919.0,698780.030998321,919.0,426623.702538184,,,,
920.0,67751.8,920.0,9115326.70680428,920.0,703147.284499237,920.0,427912.91305259,,,,
921.0,67896.357,921.0,9142321.97605443,921.0,707532.954000153,921.0,429204.475070869,,,,
922.0,68041.068,922.0,9169367.71530318,922.0,711937.120501068,922.0,430498.336017025,,,,
923.0,68185.933,923.0,9196464.9545505,923.0,716359.747998169,923.0,431794.558643053,,,,
924.0,68330.952,924.0,9223611.63379645,924.0,720800.960999085,924.0,433093.122172954,,,,
925.0,68476.125,925.0,9250809.81304097,925.0,725260.751,925.0,434394.01600673,,,,
926.0,68621.452,926.0,9278057.43228412,926.0,729739.166500916,926.0,435697.250744379,,,,
927.0,68766.933,927.0,9305356.55152583,927.0,734236.203498016,927.0,437002.815785903,,,,
928.0,68912.568,928.0,9332706.14076614,928.0,738751.936998932,928.0,438310.742507299,,,,
929.0,69058.357,929.0,9360106.20000505,929.0,743286.415999847,929.0,439621.010132569,,,,
930.0,69204.3,930.0,9387557.75924253,930.0,747839.676500763,930.0,440933.608061712,,,,
931.0,69350.397,931.0,9415060.81847858,931.0,752411.677997864,931.0,442248.54689473,,,,
932.0,69496.648,932.0,9442613.31771326,932.0,757002.540998779,932.0,443565.84740762,,,,
933.0,69643.053,933.0,9470217.31694651,933.0,761612.269499695,933.0,444885.509600383,,,,
934.0,69789.612,934.0,9497872.81617832,934.0,766240.93950061,934.0,446207.502097019,,,,
935.0,69936.325,935.0,9525577.75540876,935.0,770888.510497711,935.0,447531.856273529,,,,
936.0,70083.192,936.0,9553335.22463775,936.0,775555.067498627,936.0,448858.561529911,,,,
937.0,70230.213,937.0,9581143.16386533,937.0,780240.610499542,937.0,450187.618290166,,,,
938.0,70377.388,938.0,9609002.60309148,938.0,784945.290000458,938.0,451519.026130295,,,,
939.0,70524.717,939.0,9636913.5423162,939.0,789668.959997559,939.0,452852.795650296,,,,
940.0,70672.2,940.0,9664874.95153952,940.0,794411.846498474,940.0,454188.92685017,,,,
941.0,70819.837,941.0,9692887.8607614,941.0,799173.80349939,941.0,455527.419729916,,,,
